row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,std_6,std_12,accel_3_12,accel_1_12,head_state_lag_1,head_state_roll_3,state_lag_1,state_roll_3,head_state_share,district_roll_3,district_accel,detected_share_lag_1,detected_roll_6,population_m,literacy_pct,urban_pct,pop_density_k,days_in_month,target_spike,target_count,spike_eligible
15-0-2026-03,Mandya,All,2026-03,15,0,24314,3,34,38,19,31,30.333,29.167,24.25,34,1.0,6.619,8.022,1.2509,1.4021,2094,1881.0,2094,1881.0,1.0,30.33,1.4021,0.6765,16.5,2.113,70.1,17.1,0.426,31,1,46,1
15-0-2026-04,Mandya,All,2026-04,15,0,24315,4,46,34,38,15,39.333,32.667,25.5,46,1.0,8.711,9.921,1.5425,1.8039,2455,2271.33,2455,2271.33,1.0,39.33,1.8039,0.4783,17.83,2.113,70.1,17.1,0.426,30,0,43,1
15-0-2026-05,Mandya,All,2026-05,15,0,24316,5,43,46,34,21,41.0,35.667,27.833,43,1.0,8.654,10.455,1.4731,1.5449,2324,2291.0,2324,2291.0,1.0,41.0,1.5449,0.5349,19.5,2.113,70.1,17.1,0.426,31,0,39,1
15-0-2026-06,Mandya,All,2026-06,15,0,24317,6,39,43,46,13,42.667,36.5,29.333,39,1.0,8.694,10.656,1.4545,1.3295,2456,2411.67,2456,2411.67,1.0,42.67,1.3295,0.5641,20.17,2.113,70.1,17.1,0.426,30,0,39,1
16-0-2024-02,Chitradurga,All,2024-02,16,0,24289,2,20,13,21,13,18.0,18.5,15.083,20,1.0,5.737,6.062,1.1934,1.326,1240,1432.33,1240,1432.33,1.0,18.0,1.326,0.6,11.0,1.942,73.7,19.5,0.23,28,0,17,1
16-0-2024-03,Chitradurga,All,2024-03,16,0,24290,3,17,20,13,7,16.667,19.833,15.417,17,1.0,4.059,6.048,1.0811,1.1027,1148,1225.0,1148,1225.0,1.0,16.67,1.1027,0.4706,11.33,1.942,73.7,19.5,0.23,31,0,15,1
16-0-2024-04,Chitradurga,All,2024-04,16,0,24291,4,15,17,20,6,17.333,18.667,16.083,15,1.0,4.269,5.499,1.0777,0.9326,1171,1186.33,1171,1186.33,1.0,17.33,0.9326,0.5333,10.5,1.942,73.7,19.5,0.23,30,0,15,1
16-0-2024-05,Chitradurga,All,2024-05,16,0,24292,5,15,15,17,16,15.667,16.833,16.833,15,1.0,2.853,4.616,0.9307,0.8911,1175,1164.67,1175,1164.67,1.0,15.67,0.8911,0.5333,10.17,1.942,73.7,19.5,0.23,31,0,14,1
16-0-2024-06,Chitradurga,All,2024-06,16,0,24293,6,14,15,15,17,14.667,15.667,16.667,14,1.0,2.285,4.679,0.88,0.84,1270,1205.33,1270,1205.33,1.0,14.67,0.84,0.7143,9.0,1.942,73.7,19.5,0.23,30,0,9,1
16-0-2024-07,Chitradurga,All,2024-07,16,0,24294,7,9,14,15,11,12.667,15.0,16.0,9,1.0,3.317,5.132,0.7917,0.5625,1177,1207.33,1177,1207.33,1.0,12.67,0.5625,0.4444,8.33,1.942,73.7,19.5,0.23,31,1,18,1
16-0-2024-08,Chitradurga,All,2024-08,16,0,24295,8,18,9,14,9,13.667,14.667,16.583,18,1.0,2.867,4.924,0.8241,1.0854,1103,1183.33,1103,1183.33,1.0,13.67,1.0854,0.4444,7.67,1.942,73.7,19.5,0.23,31,0,16,1
16-0-2024-09,Chitradurga,All,2024-09,16,0,24296,9,16,18,9,22,14.333,14.5,17.167,16,1.0,2.754,4.375,0.835,0.932,1214,1164.67,1214,1164.67,1.0,14.33,0.932,0.4375,7.5,1.942,73.7,19.5,0.23,30,0,8,1
16-0-2024-10,Chitradurga,All,2024-10,16,0,24297,10,8,16,18,26,14.0,13.333,16.0,8,1.0,3.636,4.778,0.875,0.5,1190,1169.0,1190,1169.0,1.0,14.0,0.5,0.625,7.0,1.942,73.7,19.5,0.23,31,1,23,1
16-0-2024-11,Chitradurga,All,2024-11,16,0,24298,11,23,8,16,21,15.667,14.667,15.75,23,1.0,5.153,4.304,0.9947,1.4603,1701,1368.33,1701,1368.33,1.0,15.67,1.4603,0.4348,7.33,1.942,73.7,19.5,0.23,30,0,19,1
16-0-2024-12,Chitradurga,All,2024-12,16,0,24299,12,19,23,8,13,16.667,15.5,15.583,19,1.0,5.377,4.132,1.0695,1.2193,1744,1545.0,1744,1545.0,1.0,16.67,1.2193,0.5789,7.5,1.942,73.7,19.5,0.23,31,0,18,1
16-0-2025-01,Chitradurga,All,2025-01,16,0,24300,1,18,19,23,20,20.0,17.0,16.0,18,1.0,4.546,4.103,1.25,1.125,1290,1578.33,1290,1578.33,1.0,20.0,1.125,0.7222,9.0,1.942,73.7,19.5,0.23,31,0,16,1
16-0-2025-02,Chitradurga,All,2025-02,16,0,24301,2,16,18,19,17,17.667,16.667,15.667,16,1.0,4.534,3.923,1.1277,1.0213,1210,1414.67,1210,1414.67,1.0,17.67,1.0213,0.5,9.0,1.942,73.7,19.5,0.23,28,0,13,1
16-0-2025-03,Chitradurga,All,2025-03,16,0,24302,3,13,16,18,15,15.667,16.167,15.333,13,1.0,4.74,3.965,1.0217,0.8478,1077,1192.33,1077,1192.33,1.0,15.67,0.8478,0.5385,9.0,1.942,73.7,19.5,0.23,31,0,17,1
16-0-2025-04,Chitradurga,All,2025-04,16,0,24303,4,17,13,16,15,15.333,17.667,15.5,17,1.0,3.037,3.99,0.9892,1.0968,1168,1151.67,1168,1151.67,1.0,15.33,1.0968,0.7059,10.17,1.942,73.7,19.5,0.23,30,0,14,1
16-0-2025-05,Chitradurga,All,2025-05,16,0,24304,5,14,17,13,14,14.667,16.167,15.417,14,1.0,2.115,4.01,0.9514,0.9081,1168,1137.67,1168,1137.67,1.0,14.67,0.9081,0.4286,9.5,1.942,73.7,19.5,0.23,31,0,14,1
16-0-2025-06,Chitradurga,All,2025-06,16,0,24305,6,14,14,17,9,15.0,15.333,15.417,14,1.0,1.795,4.01,0.973,0.9081,1190,1175.33,1190,1175.33,1.0,15.0,0.9081,0.5,8.83,1.942,73.7,19.5,0.23,30,0,17,1
16-0-2025-07,Chitradurga,All,2025-07,16,0,24306,7,17,14,14,18,15.0,15.167,16.083,17,1.0,1.572,3.523,0.9326,1.057,1187,1181.67,1187,1181.67,1.0,15.0,1.057,0.7647,8.83,1.942,73.7,19.5,0.23,31,0,16,1
16-0-2025-08,Chitradurga,All,2025-08,16,0,24307,8,16,17,14,16,15.667,15.167,15.917,16,1.0,1.572,3.475,0.9843,1.0052,1190,1189.0,1190,1189.0,1.0,15.67,1.0052,0.5625,9.0,1.942,73.7,19.5,0.23,31,0,14,1
16-0-2025-09,Chitradurga,All,2025-09,16,0,24308,9,14,16,17,8,15.667,15.333,15.75,14,1.0,1.374,3.515,0.9947,0.8889,1214,1197.0,1214,1197.0,1.0,15.67,0.8889,0.7143,9.5,1.942,73.7,19.5,0.23,30,0,11,1
16-0-2025-10,Chitradurga,All,2025-10,16,0,24309,10,11,14,16,23,13.667,14.333,16.0,11,1.0,1.886,3.028,0.8542,0.6875,1104,1169.33,1104,1169.33,1.0,13.67,0.6875,0.5455,8.5,1.942,73.7,19.5,0.23,31,1,28,1
16-0-2025-11,Chitradurga,All,2025-11,16,0,24310,11,28,11,14,19,17.667,16.667,16.417,28,1.0,5.406,4.112,1.0761,1.7056,1707,1341.67,1707,1341.67,1.0,17.67,1.7056,0.6071,10.33,1.942,73.7,19.5,0.23,30,1,27,1
16-0-2025-12,Chitradurga,All,2025-12,16,0,24311,12,27,28,11,18,22.0,18.833,17.083,27,1.0,6.414,5.024,1.2878,1.5805,1697,1502.67,1697,1502.67,1.0,22.0,1.5805,0.2963,10.5,1.942,73.7,19.5,0.23,31,0,14,1
16-0-2026-01,Chitradurga,All,2026-01,16,0,24312,1,14,27,28,16,23.0,18.333,16.75,14,1.0,6.65,5.085,1.3731,0.8358,1284,1562.67,1284,1562.67,1.0,23.0,0.8358,0.2143,8.83,1.942,73.7,19.5,0.23,31,0,31,1
16-0-2026-02,Chitradurga,All,2026-02,16,0,24313,2,31,14,27,13,24.0,20.833,18.0,31,1.0,7.988,6.416,1.3333,1.7222,2265,1748.67,2265,1748.67,1.0,24.0,1.7222,0.4839,9.83,1.942,73.7,19.5,0.23,28,0,28,1
16-0-2026-03,Chitradurga,All,2026-03,16,0,24314,3,28,31,14,17,24.333,23.167,19.25,28,1.0,7.69,6.772,1.2641,1.4545,2094,1881.0,2094,1881.0,1.0,24.33,1.4545,0.5714,10.83,1.942,73.7,19.5,0.23,31,1,35,1
16-0-2026-04,Chitradurga,All,2026-04,16,0,24315,4,35,28,31,14,31.333,27.167,20.75,35,1.0,6.466,7.991,1.51,1.6867,2455,2271.33,2455,2271.33,1.0,31.33,1.6867,0.5714,13.17,1.942,73.7,19.5,0.23,30,0,28,1
16-0-2026-05,Chitradurga,All,2026-05,16,0,24316,5,28,35,28,14,30.333,27.167,21.917,28,1.0,6.466,7.942,1.384,1.2776,2324,2291.0,2324,2291.0,1.0,30.33,1.2776,0.5714,13.0,1.942,73.7,19.5,0.23,31,0,29,1
16-0-2026-06,Chitradurga,All,2026-06,16,0,24317,6,29,28,35,17,30.667,27.5,23.167,29,1.0,6.5,7.776,1.3237,1.2518,2456,2411.67,2456,2411.67,1.0,30.67,1.2518,0.5862,14.5,1.942,73.7,19.5,0.23,30,0,20,1
17-0-2024-02,Kolar,All,2024-02,17,0,24289,2,18,18,19,9,18.333,21.167,17.75,18,1.0,5.209,5.644,1.0329,1.0141,1240,1432.33,1240,1432.33,1.0,18.33,1.0141,0.3333,10.83,1.798,74.4,32.5,0.448,28,0,11,1
17-0-2024-03,Kolar,All,2024-03,17,0,24290,3,11,18,18,11,15.667,20.333,17.917,11,1.0,6.263,5.408,0.8744,0.614,1148,1225.0,1148,1225.0,1.0,15.67,0.614,0.5455,10.17,1.798,74.4,32.5,0.448,31,0,18,1
17-0-2024-04,Kolar,All,2024-04,17,0,24291,4,18,11,18,13,15.667,19.167,18.5,18,1.0,5.928,4.992,0.8468,0.973,1171,1186.33,1171,1186.33,1.0,15.67,0.973,0.5556,9.83,1.798,74.4,32.5,0.448,30,0,15,1
17-0-2024-05,Kolar,All,2024-05,17,0,24292,5,15,18,11,18,14.667,16.5,18.667,15,1.0,2.754,4.836,0.7857,0.8036,1175,1164.67,1175,1164.67,1.0,14.67,0.8036,0.5333,8.17,1.798,74.4,32.5,0.448,31,1,24,1
17-0-2024-06,Kolar,All,2024-06,17,0,24293,6,24,15,18,19,19.0,17.333,19.167,24,1.0,3.902,5.047,0.9913,1.2522,1270,1205.33,1270,1205.33,1.0,19.0,1.2522,0.625,8.83,1.798,74.4,32.5,0.448,30,0,15,1
17-0-2024-07,Kolar,All,2024-07,17,0,24294,7,15,24,15,16,18.0,16.833,18.833,15,1.0,3.976,5.177,0.9558,0.7965,1177,1207.33,1177,1207.33,1.0,18.0,0.7965,0.6,9.0,1.798,74.4,32.5,0.448,31,0,8,1
17-0-2024-08,Kolar,All,2024-08,17,0,24295,8,8,15,24,16,15.667,15.167,18.167,8,1.0,5.08,5.956,0.8624,0.4404,1103,1183.33,1103,1183.33,1.0,15.67,0.4404,0.75,9.0,1.798,74.4,32.5,0.448,31,0,20,1
17-0-2024-09,Kolar,All,2024-09,17,0,24296,9,20,8,15,25,14.333,16.667,18.5,20,1.0,4.955,5.937,0.7748,1.0811,1214,1164.67,1214,1164.67,1.0,14.33,1.0811,0.45,9.5,1.798,74.4,32.5,0.448,30,0,9,1
17-0-2024-10,Kolar,All,2024-10,17,0,24297,10,9,20,8,31,12.333,15.167,17.167,9,1.0,5.64,6.121,0.7184,0.5243,1190,1169.0,1190,1169.0,1.0,12.33,0.5243,0.6667,8.83,1.798,74.4,32.5,0.448,31,0,16,1
17-0-2024-11,Kolar,All,2024-11,17,0,24298,11,16,9,20,19,15.0,15.333,15.917,16,1.0,5.647,4.481,0.9424,1.0052,1701,1368.33,1701,1368.33,1.0,15.0,1.0052,0.5625,9.0,1.798,74.4,32.5,0.448,30,0,19,1
17-0-2024-12,Kolar,All,2024-12,17,0,24299,12,19,16,9,18,14.667,14.5,15.917,19,1.0,4.573,4.481,0.9215,1.1937,1744,1545.0,1744,1545.0,1.0,14.67,1.1937,0.5789,8.33,1.798,74.4,32.5,0.448,31,0,14,1
17-0-2025-01,Kolar,All,2025-01,17,0,24300,1,14,19,16,18,16.333,14.333,15.583,14,1.0,4.57,4.462,1.0481,0.8984,1290,1578.33,1290,1578.33,1.0,16.33,0.8984,0.6429,8.33,1.798,74.4,32.5,0.448,31,0,11,1
17-0-2025-02,Kolar,All,2025-02,17,0,24301,2,11,14,19,11,14.667,14.833,15.0,11,1.0,3.976,4.564,0.9778,0.7333,1210,1414.67,1210,1414.67,1.0,14.67,0.7333,0.5455,8.33,1.798,74.4,32.5,0.448,28,0,10,1
17-0-2025-03,Kolar,All,2025-03,17,0,24302,3,10,11,14,18,11.667,13.167,14.917,10,1.0,3.532,4.645,0.7821,0.6704,1077,1192.33,1077,1192.33,1.0,11.67,0.6704,0.8,8.17,1.798,74.4,32.5,0.448,31,0,16,1
17-0-2025-04,Kolar,All,2025-04,17,0,24303,4,16,10,11,15,12.333,14.333,14.75,16,1.0,3.091,4.567,0.8362,1.0847,1168,1151.67,1168,1151.67,1.0,12.33,1.0847,0.4375,8.33,1.798,74.4,32.5,0.448,30,1,20,1
17-0-2025-05,Kolar,All,2025-05,17,0,24304,5,20,16,10,24,15.333,15.0,15.167,20,1.0,3.742,4.793,1.011,1.3187,1168,1137.67,1168,1137.67,1.0,15.33,1.3187,0.7,9.17,1.798,74.4,32.5,0.448,31,0,11,1
17-0-2025-06,Kolar,All,2025-06,17,0,24305,6,11,20,16,15,15.667,13.667,14.083,11,1.0,3.496,4.092,1.1124,0.7811,1190,1175.33,1190,1175.33,1.0,15.67,0.7811,0.5455,8.33,1.798,74.4,32.5,0.448,30,0,16,1
17-0-2025-07,Kolar,All,2025-07,17,0,24306,7,16,11,20,8,15.667,14.0,14.167,16,1.0,3.606,4.12,1.1059,1.1294,1187,1181.67,1187,1181.67,1.0,15.67,1.1294,0.6875,8.67,1.798,74.4,32.5,0.448,31,0,7,1
17-0-2025-08,Kolar,All,2025-08,17,0,24307,8,7,16,11,20,11.333,13.333,14.083,7,1.0,4.384,4.252,0.8047,0.497,1190,1189.0,1190,1189.0,1.0,11.33,0.497,0.1429,7.83,1.798,74.4,32.5,0.448,31,0,11,1
17-0-2025-09,Kolar,All,2025-09,17,0,24308,9,11,7,16,9,11.333,13.5,13.333,11,1.0,4.272,3.923,0.85,0.825,1214,1197.0,1214,1197.0,1.0,11.33,0.825,0.8182,8.0,1.798,74.4,32.5,0.448,30,1,22,1
17-0-2025-10,Kolar,All,2025-10,17,0,24309,10,22,11,7,16,13.333,14.5,14.417,22,1.0,5.315,4.349,0.9249,1.526,1104,1169.33,1104,1169.33,1.0,13.33,1.526,0.5909,9.0,1.798,74.4,32.5,0.448,31,1,25,1
17-0-2025-11,Kolar,All,2025-11,17,0,24310,11,25,22,11,19,19.333,15.333,15.167,25,1.0,6.394,5.241,1.2747,1.6484,1707,1341.67,1707,1341.67,1.0,19.33,1.6484,0.56,9.0,1.798,74.4,32.5,0.448,30,0,26,1
17-0-2025-12,Kolar,All,2025-12,17,0,24311,12,26,25,22,14,24.333,17.833,15.75,26,1.0,7.104,5.974,1.545,1.6508,1697,1502.67,1697,1502.67,1.0,24.33,1.6508,0.5769,10.5,1.798,74.4,32.5,0.448,31,0,27,1
17-0-2026-01,Kolar,All,2026-01,17,0,24312,1,27,26,25,11,26.0,19.667,16.833,27,1.0,7.782,6.694,1.5446,1.604,1284,1562.67,1284,1562.67,1.0,26.0,1.604,0.5926,11.33,1.798,74.4,32.5,0.448,31,1,46,1
17-0-2026-02,Kolar,All,2026-02,17,0,24313,2,46,27,26,10,33.0,26.167,19.75,46,1.0,10.351,10.215,1.6709,2.3291,2265,1748.67,2265,1748.67,1.0,33.0,2.3291,0.5652,15.5,1.798,74.4,32.5,0.448,28,0,35,1
17-0-2026-03,Kolar,All,2026-03,17,0,24314,3,35,46,27,16,36.0,30.167,21.833,35,1.0,8.112,10.558,1.6489,1.6031,2094,1881.0,2094,1881.0,1.0,36.0,1.6031,0.4,16.33,1.798,74.4,32.5,0.448,31,0,41,1
17-0-2026-04,Kolar,All,2026-04,17,0,24315,4,41,35,46,20,40.667,33.333,23.917,41,1.0,8.014,11.615,1.7003,1.7143,2455,2271.33,2455,2271.33,1.0,40.67,1.7143,0.439,17.17,1.798,74.4,32.5,0.448,30,0,22,1
17-0-2026-05,Kolar,All,2026-05,17,0,24316,5,22,41,35,11,32.667,32.833,24.083,22,1.0,8.591,11.572,1.3564,0.9135,2324,2291.0,2324,2291.0,1.0,32.67,0.9135,0.5455,16.83,1.798,74.4,32.5,0.448,31,0,37,1
17-0-2026-06,Kolar,All,2026-06,17,0,24317,6,37,22,41,16,33.333,34.667,26.25,37,1.0,8.097,11.351,1.2698,1.4095,2456,2411.67,2456,2411.67,1.0,33.33,1.4095,0.3514,16.5,1.798,74.4,32.5,0.448,30,0,28,1
18-0-2024-02,Raichur,All,2024-02,18,0,24289,2,20,16,13,17,16.333,16.5,16.0,20,1.0,5.058,4.743,1.0208,1.25,1240,1432.33,1240,1432.33,1.0,16.33,1.25,0.6,9.67,2.257,59.6,22.4,0.269,28,0,11,1
18-0-2024-03,Raichur,All,2024-03,18,0,24290,3,11,20,16,8,15.667,15.667,15.5,11,1.0,5.467,4.924,1.0108,0.7097,1148,1225.0,1148,1225.0,1.0,15.67,0.7097,0.5455,9.5,2.257,59.6,22.4,0.269,31,0,9,1
18-0-2024-04,Raichur,All,2024-04,18,0,24291,4,9,11,20,21,13.333,15.667,15.583,9,1.0,5.467,4.804,0.8556,0.5775,1171,1186.33,1171,1186.33,1.0,13.33,0.5775,0.2222,9.0,2.257,59.6,22.4,0.269,30,0,15,1
18-0-2024-05,Raichur,All,2024-05,18,0,24292,5,15,9,11,16,11.667,14.0,15.083,15,1.0,3.559,4.518,0.7735,0.9945,1175,1164.67,1175,1164.67,1.0,11.67,0.9945,0.6,7.67,2.257,59.6,22.4,0.269,31,1,19,1
18-0-2024-06,Raichur,All,2024-06,18,0,24293,6,19,15,9,12,14.333,15.0,15.333,19,1.0,3.958,4.643,0.9348,1.2391,1270,1205.33,1270,1205.33,1.0,14.33,1.2391,0.4737,7.83,2.257,59.6,22.4,0.269,30,0,10,1
18-0-2024-07,Raichur,All,2024-07,18,0,24294,7,10,19,15,19,14.667,14.0,15.167,10,1.0,4.32,4.793,0.967,0.6593,1177,1207.33,1177,1207.33,1.0,14.67,0.6593,0.5,7.17,2.257,59.6,22.4,0.269,31,0,14,1
18-0-2024-08,Raichur,All,2024-08,18,0,24295,8,14,10,19,16,14.333,13.0,14.75,14,1.0,3.416,4.657,0.9718,0.9492,1103,1183.33,1103,1183.33,1.0,14.33,0.9492,0.5,6.33,2.257,59.6,22.4,0.269,31,0,7,1
18-0-2024-09,Raichur,All,2024-09,18,0,24296,9,7,14,10,9,10.333,12.333,14.0,7,1.0,4.069,5.099,0.7381,0.5,1214,1164.67,1214,1164.67,1.0,10.33,0.5,0.4286,5.83,2.257,59.6,22.4,0.269,30,1,16,1
18-0-2024-10,Raichur,All,2024-10,18,0,24297,10,16,7,14,25,12.333,13.5,14.583,16,1.0,3.948,4.89,0.8457,1.0971,1190,1169.0,1190,1169.0,1.0,12.33,1.0971,0.5625,7.0,2.257,59.6,22.4,0.269,31,1,26,1
18-0-2024-11,Raichur,All,2024-11,18,0,24298,11,26,16,7,13,16.333,15.333,14.667,26,1.0,6.155,5.072,1.1136,1.7727,1701,1368.33,1701,1368.33,1.0,16.33,1.7727,0.6923,8.5,2.257,59.6,22.4,0.269,30,0,18,1
18-0-2024-12,Raichur,All,2024-12,18,0,24299,12,18,26,16,16,20.0,15.167,15.083,18,1.0,6.067,5.123,1.326,1.1934,1744,1545.0,1744,1545.0,1.0,20.0,1.1934,0.3889,8.17,2.257,59.6,22.4,0.269,31,0,14,1
18-0-2025-01,Raichur,All,2025-01,18,0,24300,1,14,18,26,20,19.333,15.833,14.917,14,1.0,5.669,5.123,1.2961,0.9385,1290,1578.33,1290,1578.33,1.0,19.33,0.9385,0.4286,8.33,2.257,59.6,22.4,0.269,31,0,18,1
18-0-2025-02,Raichur,All,2025-02,18,0,24301,2,18,14,18,11,16.667,16.5,14.75,18,1.0,5.649,4.985,1.1299,1.2203,1210,1414.67,1210,1414.67,1.0,16.67,1.2203,0.6667,9.17,2.257,59.6,22.4,0.269,28,0,15,1
18-0-2025-03,Raichur,All,2025-03,18,0,24302,3,15,18,14,9,15.667,17.833,15.083,15,1.0,3.933,4.856,1.0387,0.9945,1077,1192.33,1077,1192.33,1.0,15.67,0.9945,0.4,9.67,2.257,59.6,22.4,0.269,31,0,6,1
18-0-2025-04,Raichur,All,2025-04,18,0,24303,4,6,15,18,15,13.0,16.167,14.833,6,1.0,5.956,5.225,0.8764,0.4045,1168,1151.67,1168,1151.67,1.0,13.0,0.4045,0.6667,8.83,2.257,59.6,22.4,0.269,30,1,20,1
18-0-2025-05,Raichur,All,2025-05,18,0,24304,5,20,6,15,19,13.667,15.167,15.25,20,1.0,4.561,5.418,0.8962,1.3115,1168,1137.67,1168,1137.67,1.0,13.67,1.3115,0.6,7.83,2.257,59.6,22.4,0.269,31,0,16,1
18-0-2025-06,Raichur,All,2025-06,18,0,24305,6,16,20,6,10,14.0,14.833,15.0,16,1.0,4.413,5.307,0.9333,1.0667,1190,1175.33,1190,1175.33,1.0,14.0,1.0667,0.625,8.33,2.257,59.6,22.4,0.269,30,0,13,1
18-0-2025-07,Raichur,All,2025-07,18,0,24306,7,13,16,20,14,16.333,14.667,15.25,13,1.0,4.46,5.134,1.071,0.8525,1187,1181.67,1187,1181.67,1.0,16.33,0.8525,0.6154,8.67,2.257,59.6,22.4,0.269,31,0,15,1
18-0-2025-08,Raichur,All,2025-08,18,0,24307,8,15,13,16,7,14.667,14.167,15.333,15,1.0,4.22,5.121,0.9565,0.9783,1190,1189.0,1190,1189.0,1.0,14.67,0.9783,0.4667,7.83,2.257,59.6,22.4,0.269,31,1,22,1
18-0-2025-09,Raichur,All,2025-09,18,0,24308,9,22,15,13,16,16.667,15.333,16.583,22,1.0,5.153,4.751,1.005,1.3266,1214,1197.0,1214,1197.0,1.0,16.67,1.3266,0.3636,8.17,2.257,59.6,22.4,0.269,30,0,16,1
18-0-2025-10,Raichur,All,2025-10,18,0,24309,10,16,22,15,26,17.667,17.0,16.583,16,1.0,3.055,4.751,1.0653,0.9648,1104,1169.33,1104,1169.33,1.0,17.67,0.9648,0.75,9.5,2.257,59.6,22.4,0.269,31,0,18,1
18-0-2025-11,Raichur,All,2025-11,18,0,24310,11,18,16,22,18,18.667,16.667,15.917,18,1.0,2.809,3.861,1.1728,1.1309,1707,1341.67,1707,1341.67,1.0,18.67,1.1309,0.5,9.0,2.257,59.6,22.4,0.269,30,0,16,1
18-0-2025-12,Raichur,All,2025-12,18,0,24311,12,16,18,16,14,16.667,16.667,15.75,16,1.0,2.809,3.811,1.0582,1.0159,1697,1502.67,1697,1502.67,1.0,16.67,1.0159,0.6875,9.17,2.257,59.6,22.4,0.269,31,0,6,1
18-0-2026-01,Raichur,All,2026-01,18,0,24312,1,6,16,18,18,13.333,15.5,15.083,6,1.0,4.822,4.663,0.884,0.3978,1284,1562.67,1284,1562.67,1.0,13.33,0.3978,0.6667,8.5,2.257,59.6,22.4,0.269,31,1,38,1
18-0-2026-02,Raichur,All,2026-02,18,0,24313,2,38,6,16,15,20.0,19.333,16.75,38,1.0,9.638,7.875,1.194,2.2687,2265,1748.67,2265,1748.67,1.0,20.0,2.2687,0.7632,12.17,2.257,59.6,22.4,0.269,28,1,29,1
18-0-2026-03,Raichur,All,2026-03,18,0,24314,3,29,38,6,6,24.333,20.5,17.917,29,1.0,10.292,8.539,1.3581,1.6186,2094,1881.0,2094,1881.0,1.0,24.33,1.6186,0.6207,13.83,2.257,59.6,22.4,0.269,31,1,35,1
18-0-2026-04,Raichur,All,2026-04,18,0,24315,4,35,29,38,20,34.0,23.667,20.333,35,1.0,11.294,8.919,1.6721,1.7213,2455,2271.33,2455,2271.33,1.0,34.0,1.7213,0.4286,14.33,2.257,59.6,22.4,0.269,30,0,27,1
18-0-2026-05,Raichur,All,2026-05,18,0,24316,5,27,35,29,16,30.333,25.167,20.917,27,1.0,11.037,9.105,1.4502,1.2908,2324,2291.0,2324,2291.0,1.0,30.33,1.2908,0.5185,15.17,2.257,59.6,22.4,0.269,31,0,20,1
18-0-2026-06,Raichur,All,2026-06,18,0,24317,6,20,27,35,13,27.333,25.833,21.25,20,1.0,10.574,8.992,1.2863,0.9412,2456,2411.67,2456,2411.67,1.0,27.33,0.9412,0.7,15.67,2.257,59.6,22.4,0.269,30,0,35,1
19-0-2024-02,Bidar,All,2024-02,19,0,24289,2,10,10,23,5,14.333,16.5,15.25,10,1.0,4.992,4.969,0.9399,0.6557,1240,1432.33,1240,1432.33,1.0,14.33,0.6557,0.7,10.33,1.993,70.5,24.4,0.366,28,0,11,1
19-0-2024-03,Bidar,All,2024-03,19,0,24290,3,11,10,10,17,10.333,15.5,15.75,11,1.0,5.377,4.146,0.6561,0.6984,1148,1225.0,1148,1225.0,1.0,10.33,0.6984,0.5455,9.5,1.993,70.5,24.4,0.366,31,0,13,1
19-0-2024-04,Bidar,All,2024-04,19,0,24291,4,13,11,10,16,11.333,14.667,15.417,13,1.0,5.312,4.192,0.7351,0.8432,1171,1186.33,1171,1186.33,1.0,11.33,0.8432,0.6154,9.17,1.993,70.5,24.4,0.366,30,0,13,1
19-0-2024-05,Bidar,All,2024-05,19,0,24292,5,13,13,11,17,12.333,13.333,15.167,13,1.0,4.497,4.239,0.8132,0.8571,1175,1164.67,1175,1164.67,1.0,12.33,0.8571,0.4615,8.17,1.993,70.5,24.4,0.366,31,0,13,1
19-0-2024-06,Bidar,All,2024-06,19,0,24293,6,13,13,13,18,13.0,11.667,14.833,13,1.0,1.374,4.239,0.8764,0.8764,1270,1205.33,1270,1205.33,1.0,13.0,0.8764,0.6154,7.0,1.993,70.5,24.4,0.366,30,0,4,1
19-0-2024-07,Bidar,All,2024-07,19,0,24294,7,4,13,13,11,10.0,10.667,13.667,4,1.0,3.197,5.055,0.7317,0.2927,1177,1207.33,1177,1207.33,1.0,10.0,0.2927,0.5,6.17,1.993,70.5,24.4,0.366,31,0,7,1
19-0-2024-08,Bidar,All,2024-08,19,0,24295,8,7,4,13,17,8.0,10.167,13.333,7,1.0,3.484,5.344,0.6,0.525,1103,1183.33,1103,1183.33,1.0,8.0,0.525,0.7143,5.83,1.993,70.5,24.4,0.366,31,1,17,1
19-0-2024-09,Bidar,All,2024-09,19,0,24296,9,17,7,4,18,9.333,11.167,13.333,17,1.0,4.337,5.344,0.7,1.275,1214,1164.67,1214,1164.67,1.0,9.33,1.275,0.7059,6.83,1.993,70.5,24.4,0.366,30,0,9,1
19-0-2024-10,Bidar,All,2024-10,19,0,24297,10,9,17,7,21,11.0,10.5,12.583,9,1.0,4.311,5.267,0.8742,0.7152,1190,1169.0,1190,1169.0,1.0,11.0,0.7152,0.5556,6.33,1.993,70.5,24.4,0.366,31,1,16,1
19-0-2024-11,Bidar,All,2024-11,19,0,24298,11,16,9,17,23,14.0,11.0,12.167,16,1.0,4.726,4.758,1.1507,1.3151,1701,1368.33,1701,1368.33,1.0,14.0,1.3151,0.6875,7.17,1.993,70.5,24.4,0.366,30,0,13,1
