backlog,open_cases,inflow,cleared,backlog_heinous,backlog_lag1,backlog_lag2,backlog_lag3,cleared_lag1,cleared_lag2,cleared_lag3,inflow_lag1,inflow_lag2,inflow_lag3,backlog_mean3,cleared_mean3,inflow_mean3,growth_3mo,growth_1mo,clearance_rate,clearance_rate_3mo,load,stale_share,heinous_share,month_of_year,target_backlog_up_20pct_3mo
58,65,6,1,5,57,51,46,0,2,2,1,2,7,51.3333,1.3333,3.3333,1.1299,1.0175,0.0172,0.026,4.5,0.8923,0.0862,3,0
55,65,4,4,5,58,57,51,1,0,2,6,1,2,55.3333,1.0,3.0,0.994,0.9483,0.0727,0.0181,4.0,0.8462,0.0909,4,0
58,68,5,2,5,55,58,57,4,1,0,4,6,1,56.6667,1.6667,3.6667,1.0235,1.0545,0.0345,0.0294,3.0,0.8529,0.0862,5,0
60,74,8,2,6,58,55,58,2,4,1,5,4,6,57.0,2.3333,5.0,1.0526,1.0345,0.0333,0.0409,3.4286,0.8108,0.1,6,0
64,78,6,2,6,60,58,55,2,2,4,8,5,4,57.6667,2.6667,5.6667,1.1098,1.0667,0.0312,0.0462,2.25,0.8205,0.0938,7,0
68,77,3,4,7,64,60,58,2,2,2,6,8,5,60.6667,2.0,6.3333,1.1209,1.0625,0.0588,0.033,1.5,0.8831,0.1029,8,0
69,76,3,4,7,68,64,60,4,2,2,3,6,8,64.0,2.6667,5.6667,1.0781,1.0147,0.058,0.0417,1.125,0.9079,0.1014,9,0
68,79,8,5,8,69,68,64,4,4,2,3,3,6,67.0,3.3333,4.0,1.0149,0.9855,0.0735,0.0498,2.4,0.8608,0.1176,10,0
68,81,5,3,9,68,69,68,5,4,4,8,3,3,68.3333,4.3333,4.6667,0.9951,1.0,0.0441,0.0634,1.1538,0.8395,0.1324,11,0
73,85,7,3,9,68,68,69,3,5,4,5,8,3,68.3333,4.0,5.3333,1.0683,1.0735,0.0411,0.0585,1.75,0.8588,0.1233,12,0
77,91,7,1,9,73,68,68,3,3,5,7,5,8,69.6667,3.6667,6.6667,1.1053,1.0548,0.013,0.0526,1.9091,0.8462,0.1169,1,1
81,101,12,2,9,77,73,68,1,3,3,7,7,5,72.6667,2.3333,6.3333,1.1147,1.0519,0.0247,0.0321,5.1429,0.802,0.1111,2,1
87,111,13,3,9,81,77,73,2,1,3,12,7,7,77.0,2.0,8.6667,1.1299,1.0741,0.0345,0.026,6.5,0.7838,0.1034,3,0
13,22,6,1,3,9,4,1,0,0,0,2,5,5,4.6667,0.0,4.0,2.7857,1.4444,0.0769,0.0,0.0,0.5909,0.2308,7,1
12,27,8,3,2,13,9,4,1,0,0,6,2,5,8.6667,0.3333,4.3333,1.3846,0.9231,0.25,0.0385,24.0,0.4444,0.1667,8,1
15,30,6,3,1,12,13,9,3,1,0,8,6,2,11.3333,1.3333,5.3333,1.3235,1.25,0.2,0.1176,4.5,0.5,0.0667,9,1
23,38,9,1,2,15,12,13,3,3,1,6,8,6,13.3333,2.3333,6.6667,1.725,1.5333,0.0435,0.175,3.8571,0.6053,0.087,10,1
27,40,5,3,2,23,15,12,1,3,3,9,6,8,16.6667,2.3333,7.6667,1.62,1.1739,0.1111,0.14,2.1429,0.675,0.0741,11,0
29,37,4,7,0,27,23,15,3,1,3,5,9,6,21.6667,2.3333,6.6667,1.3385,1.0741,0.2414,0.1077,1.7143,0.7838,0.0,12,0
28,34,3,6,0,29,27,23,7,3,1,4,5,9,26.3333,3.6667,6.0,1.0633,0.9655,0.2143,0.1392,0.8182,0.8235,0.0,1,0
30,40,6,0,0,28,29,27,6,7,3,3,4,5,28.0,5.3333,4.0,1.0714,1.0714,0.0,0.1905,1.125,0.75,0.0,2,1
31,42,6,4,1,30,28,29,0,6,7,6,3,4,29.0,4.3333,4.3333,1.069,1.0333,0.129,0.1494,1.3846,0.7381,0.0323,3,1
32,45,7,4,1,31,30,28,4,0,6,6,6,3,29.6667,3.3333,5.0,1.0787,1.0323,0.125,0.1124,2.1,0.7111,0.0312,4,1
37,51,7,1,2,32,31,30,4,4,0,7,6,6,31.0,2.6667,6.3333,1.1935,1.1562,0.027,0.086,2.625,0.7255,0.0541,5,1
41,53,5,3,2,37,32,31,1,4,4,7,7,6,33.3333,3.0,6.6667,1.23,1.1081,0.0732,0.09,1.6667,0.7736,0.0488,6,0
47,52,1,2,2,41,37,32,3,1,4,5,7,7,36.6667,2.6667,6.3333,1.2818,1.1463,0.0426,0.0727,0.375,0.9038,0.0426,7,0
49,54,4,2,2,47,41,37,2,3,1,1,5,7,41.6667,2.0,4.3333,1.176,1.0426,0.0408,0.048,2.0,0.9074,0.0408,8,0
46,50,1,5,2,49,47,41,2,2,3,4,1,5,45.6667,2.3333,3.3333,1.0073,0.9388,0.1087,0.0511,0.4286,0.92,0.0435,9,0
45,49,2,3,2,46,49,47,5,2,2,1,4,1,47.3333,3.0,2.0,0.9507,0.9783,0.0667,0.0634,0.6667,0.9184,0.0444,10,0
47,55,6,0,3,45,46,49,3,5,2,2,1,4,46.6667,3.3333,2.3333,1.0071,1.0444,0.0,0.0714,1.8,0.8545,0.0638,11,0
49,56,2,1,3,47,45,46,0,3,5,6,2,1,46.0,2.6667,3.0,1.0652,1.0426,0.0204,0.058,0.75,0.875,0.0612,12,0
52,56,2,2,3,49,47,45,1,0,3,2,6,2,47.0,1.3333,3.3333,1.1064,1.0612,0.0385,0.0284,1.5,0.9286,0.0577,1,0
54,59,3,0,3,52,49,47,2,1,0,2,2,6,49.3333,1.0,3.3333,1.0946,1.0385,0.0,0.0203,3.0,0.9153,0.0556,2,0
53,63,7,3,3,54,52,49,0,2,1,3,2,2,51.6667,1.0,2.3333,1.0258,0.9815,0.0566,0.0194,7.0,0.8413,0.0566,3,0
54,65,3,1,3,53,54,52,3,0,2,7,3,2,53.0,1.6667,4.0,1.0189,1.0189,0.0185,0.0314,1.8,0.8308,0.0556,4,0
57,64,4,5,3,54,53,54,1,3,0,3,7,3,53.6667,1.3333,4.3333,1.0621,1.0556,0.0877,0.0248,3.0,0.8906,0.0526,5,0
59,68,5,1,3,57,54,53,5,1,3,4,3,7,54.6667,3.0,4.6667,1.0793,1.0351,0.0169,0.0549,1.6667,0.8676,0.0508,6,0
58,64,0,4,3,59,57,54,1,5,1,5,4,3,56.6667,2.3333,4.0,1.0235,0.9831,0.069,0.0412,0.0,0.9062,0.0517,7,0
63,66,3,1,5,58,59,57,4,1,5,0,5,4,58.0,3.3333,3.0,1.0862,1.0862,0.0159,0.0575,0.9,0.9545,0.0794,8,0
62,68,5,3,5,63,58,59,1,4,1,3,0,5,60.0,2.0,2.6667,1.0333,0.9841,0.0484,0.0333,2.5,0.9118,0.0806,9,0
62,71,5,2,5,62,63,58,3,1,4,5,3,0,61.0,2.6667,2.6667,1.0164,1.0,0.0323,0.0437,1.875,0.8732,0.0806,10,0
64,76,6,1,5,62,62,63,2,3,1,5,5,3,62.3333,2.0,4.3333,1.0267,1.0323,0.0156,0.0321,3.0,0.8421,0.0781,11,1
67,81,7,2,6,64,62,62,1,2,3,6,5,5,62.6667,2.0,5.3333,1.0691,1.0469,0.0299,0.0319,3.5,0.8272,0.0896,12,0
72,92,12,1,7,67,64,62,2,1,2,7,6,5,64.3333,1.6667,6.0,1.1192,1.0746,0.0139,0.0259,7.2,0.7826,0.0972,1,1
78,99,9,2,7,72,67,64,1,2,1,12,7,6,67.6667,1.3333,8.3333,1.1527,1.0833,0.0256,0.0197,6.75,0.7879,0.0897,2,1
80,103,9,5,7,78,72,67,2,1,2,9,12,7,72.3333,1.6667,9.3333,1.106,1.0256,0.0625,0.023,5.4,0.7767,0.0875,3,1
10,16,2,1,0,8,6,4,2,0,0,3,4,2,6.0,0.6667,3.0,1.6667,1.25,0.1,0.1111,3.0,0.625,0.0,6,1
13,16,1,1,1,10,8,6,1,2,0,2,3,4,8.0,1.0,3.0,1.625,1.3,0.0769,0.125,1.0,0.8125,0.0769,7,1
13,19,5,2,1,13,10,8,1,1,2,1,2,3,10.3333,1.3333,2.0,1.2581,1.0,0.1538,0.129,3.75,0.6842,0.0769,8,1
14,26,7,0,1,13,13,10,2,1,1,5,1,2,12.0,1.3333,2.6667,1.1667,1.0769,0.0,0.1111,5.25,0.5385,0.0714,9,1
18,30,5,1,1,14,13,13,0,2,1,7,5,1,13.3333,1.0,4.3333,1.35,1.2857,0.0556,0.075,5.0,0.6,0.0556,10,1
23,31,3,2,1,18,14,13,1,0,2,5,7,5,15.0,1.0,5.6667,1.5333,1.2778,0.087,0.0667,3.0,0.7419,0.0435,11,1
25,36,8,3,1,23,18,14,2,1,0,3,5,7,18.3333,1.0,5.0,1.3636,1.087,0.12,0.0545,8.0,0.6944,0.04,12,1
29,41,5,0,1,25,23,18,3,2,1,8,3,5,22.0,2.0,5.3333,1.3182,1.16,0.0,0.0909,2.5,0.7073,0.0345,1,0
31,39,2,4,1,29,25,23,0,3,2,5,8,3,25.6667,1.6667,5.3333,1.2078,1.069,0.129,0.0649,1.2,0.7949,0.0323,2,0
32,41,5,3,2,31,29,25,4,0,3,2,5,8,28.3333,2.3333,5.0,1.1294,1.0323,0.0938,0.0824,2.1429,0.7805,0.0625,3,0
34,42,3,2,4,32,31,29,3,4,0,5,2,5,30.6667,2.3333,4.0,1.1087,1.0625,0.0588,0.0761,1.2857,0.8095,0.1176,4,0
36,42,5,5,4,34,32,31,2,3,4,3,5,2,32.3333,3.0,3.3333,1.1134,1.0588,0.1389,0.0928,1.6667,0.8571,0.1111,5,0
37,44,2,0,4,36,34,32,5,2,3,5,3,5,34.0,3.3333,4.3333,1.0882,1.0278,0.0,0.098,0.6,0.8409,0.1081,6,0
40,44,2,2,4,37,36,34,0,5,2,2,5,3,35.6667,2.3333,3.3333,1.1215,1.0811,0.05,0.0654,0.8571,0.9091,0.1,7,0
38,47,5,2,4,40,37,36,2,0,5,2,2,5,37.6667,2.3333,3.0,1.0088,0.95,0.0526,0.0619,2.1429,0.8085,0.1053,8,1
41,49,2,0,6,38,40,37,2,2,0,5,2,2,38.3333,1.3333,3.0,1.0696,1.0789,0.0,0.0348,1.5,0.8367,0.1463,9,0
47,53,5,1,7,41,38,40,0,2,2,2,5,2,39.6667,1.3333,3.0,1.1849,1.1463,0.0213,0.0336,3.75,0.8868,0.1489,10,0
47,56,5,2,6,47,41,38,1,0,2,5,2,5,42.0,1.0,4.0,1.119,1.0,0.0426,0.0238,5.0,0.8393,0.1277,11,0
47,51,0,5,6,47,47,41,2,1,0,5,5,2,45.0,1.0,4.0,1.0444,1.0,0.1064,0.0222,0.0,0.9216,0.1277,12,0
46,51,4,4,6,47,47,47,5,2,1,0,5,5,47.0,2.6667,3.3333,0.9787,0.9787,0.087,0.0567,1.5,0.902,0.1304,1,0
46,51,1,1,7,46,47,47,4,5,2,4,0,5,46.6667,3.6667,3.0,0.9857,1.0,0.0217,0.0786,0.2727,0.902,0.1522,2,0
49,53,3,1,7,46,46,47,1,4,5,1,4,0,46.3333,3.3333,1.6667,1.0576,1.0652,0.0204,0.0719,0.9,0.9245,0.1429,3,0
49,56,4,1,7,49,46,46,1,1,4,3,1,4,47.0,2.0,2.6667,1.0426,1.0,0.0204,0.0426,2.0,0.875,0.1429,4,0
50,55,1,2,7,49,49,46,1,1,1,4,3,1,48.0,1.0,2.6667,1.0417,1.0204,0.04,0.0208,1.0,0.9091,0.14,5,0
52,59,5,1,8,50,49,49,2,1,1,1,4,3,49.3333,1.3333,2.6667,1.0541,1.04,0.0192,0.027,3.75,0.8814,0.1538,6,0
53,61,3,1,9,52,50,49,1,2,1,5,1,4,50.3333,1.3333,3.3333,1.053,1.0192,0.0189,0.0265,2.25,0.8689,0.1698,7,0
56,60,1,2,9,53,52,50,1,1,2,3,5,1,51.6667,1.3333,3.0,1.0839,1.0566,0.0357,0.0258,0.75,0.9333,0.1607,8,0
58,65,6,1,9,56,53,52,2,1,1,1,3,5,53.6667,1.3333,3.0,1.0807,1.0357,0.0172,0.0248,4.5,0.8923,0.1552,9,0
58,79,15,1,9,58,56,53,1,2,1,6,1,3,55.6667,1.3333,3.3333,1.0419,1.0,0.0172,0.024,11.25,0.7342,0.1552,10,1
60,83,9,5,9,58,58,56,1,1,2,15,6,1,57.3333,1.3333,7.3333,1.0465,1.0345,0.0833,0.0233,6.75,0.7229,0.15,11,1
68,87,8,4,9,60,58,58,5,1,1,9,15,6,58.6667,2.3333,10.0,1.1591,1.1333,0.0588,0.0398,3.4286,0.7816,0.1324,12,1
72,97,15,5,11,68,60,58,4,5,1,8,9,15,62.0,3.3333,10.6667,1.1613,1.0588,0.0694,0.0538,4.5,0.7423,0.1528,1,1
79,102,9,4,13,72,68,60,5,4,5,15,8,9,66.6667,4.6667,10.6667,1.185,1.0972,0.0506,0.07,1.9286,0.7745,0.1646,2,1
91,111,10,1,14,79,72,68,4,5,4,9,15,8,73.0,4.3333,10.6667,1.2466,1.1519,0.011,0.0594,2.3077,0.8198,0.1538,3,0
11,20,3,1,1,9,6,4,0,1,1,5,5,3,6.3333,0.6667,4.3333,1.7368,1.2222,0.0909,0.1053,4.5,0.55,0.0909,7,1
15,22,3,1,2,11,9,6,1,0,1,3,5,5,8.6667,0.6667,4.3333,1.7308,1.3636,0.0667,0.0769,4.5,0.6818,0.1333,8,1
20,29,7,0,3,15,11,9,1,1,0,3,3,5,11.6667,0.6667,3.6667,1.7143,1.3333,0.0,0.0571,10.5,0.6897,0.15,9,1
20,33,7,3,2,20,15,11,0,1,1,7,3,3,15.3333,0.6667,4.3333,1.3043,1.0,0.15,0.0435,10.5,0.6061,0.1,10,1
23,35,6,4,2,20,20,15,3,0,1,7,7,3,18.3333,1.3333,5.6667,1.2545,1.15,0.1739,0.0727,4.5,0.6571,0.087,11,1
26,34,2,3,2,23,20,20,4,3,0,6,7,7,21.0,2.3333,6.6667,1.2381,1.1304,0.1154,0.1111,0.8571,0.7647,0.0769,12,0
30,35,3,2,2,26,23,20,3,4,3,2,6,7,23.0,3.3333,5.0,1.3043,1.1538,0.0667,0.1449,0.9,0.8571,0.0667,1,0
29,32,1,4,2,30,26,23,2,3,4,3,2,6,26.3333,3.0,3.6667,1.1013,0.9667,0.1379,0.1139,0.3333,0.9062,0.069,2,0
30,35,4,1,2,29,30,26,4,2,3,1,3,2,28.3333,3.0,2.0,1.0588,1.0345,0.0333,0.1059,1.3333,0.8571,0.0667,3,0
27,31,0,4,2,30,29,30,1,4,2,4,1,3,29.6667,2.3333,2.6667,0.9101,0.9,0.1481,0.0787,0.0,0.871,0.0741,4,0
29,33,4,2,3,27,30,29,4,1,4,0,4,1,28.6667,3.0,1.6667,1.0116,1.0741,0.069,0.1047,1.3333,0.8788,0.1034,5,1
29,40,7,0,3,29,27,30,2,4,1,4,0,4,28.6667,2.3333,2.6667,1.0116,1.0,0.0,0.0814,3.0,0.725,0.1034,6,1
31,40,2,2,2,29,29,27,0,2,4,7,4,0,28.3333,2.0,3.6667,1.0941,1.069,0.0645,0.0706,1.0,0.775,0.0645,7,1
36,44,5,1,2,31,29,29,2,0,2,2,7,4,29.6667,1.3333,4.3333,1.2135,1.1613,0.0278,0.0449,3.75,0.8182,0.0556,8,0
36,45,4,3,3,36,31,29,1,2,0,5,2,7,32.0,1.0,4.6667,1.125,1.0,0.0833,0.0312,4.0,0.8,0.0833,9,1
39,49,5,1,3,36,36,31,3,1,2,4,5,2,34.3333,2.0,3.6667,1.1359,1.0833,0.0256,0.0583,2.5,0.7959,0.0769,10,0
42,51,4,2,3,39,36,36,1,3,1,5,4,5,37.0,1.6667,4.6667,1.1351,1.0769,0.0476,0.045,2.4,0.8235,0.0714,11,0
45,55,6,2,3,42,39,36,2,1,3,4,5,4,39.0,2.0,4.3333,1.1538,1.0714,0.0444,0.0513,3.0,0.8182,0.0667,12,0
43,53,3,5,2,45,42,39,2,2,1,6,4,5,42.0,1.6667,5.0,1.0238,0.9556,0.1163,0.0397,1.8,0.8113,0.0465,1,0
49,53,0,0,4,43,45,42,5,2,2,3,6,4,43.3333,3.0,4.3333,1.1308,1.1395,0.0,0.0692,0.0,0.9245,0.0816,2,0
48,52,4,5,4,49,43,45,0,5,2,0,3,6,45.6667,2.3333,3.0,1.0511,0.9796,0.1042,0.0511,1.7143,0.9231,0.0833,3,0
46,54,4,2,4,48,49,43,5,0,5,4,0,3,46.6667,3.3333,2.3333,0.9857,0.9583,0.0435,0.0714,1.2,0.8519,0.087,4,0
50,55,2,1,4,46,48,49,2,5,0,4,4,0,47.6667,2.3333,2.6667,1.049,1.087,0.02,0.049,0.8571,0.9091,0.08,5,0
51,56,3,2,3,50,46,48,1,2,5,2,4,4,48.0,2.6667,3.3333,1.0625,1.02,0.0392,0.0556,1.125,0.9107,0.0588,6,0
52,58,4,2,3,51,50,46,2,1,2,3,2,4,49.0,1.6667,3.0,1.0612,1.0196,0.0385,0.034,2.4,0.8966,0.0577,7,0
54,60,2,0,3,52,51,50,2,2,1,4,3,2,51.0,1.6667,3.0,1.0588,1.0385,0.0,0.0327,1.2,0.9,0.0556,8,0
57,63,5,2,4,54,52,51,0,2,2,2,4,3,52.3333,1.3333,3.0,1.0892,1.0556,0.0351,0.0255,3.75,0.9048,0.0702,9,0
56,63,2,2,4,57,54,52,2,0,2,5,2,4,54.3333,1.3333,3.6667,1.0307,0.9825,0.0357,0.0245,1.5,0.8889,0.0714,10,0
59,67,5,1,4,56,57,54,2,2,0,2,5,2,55.6667,1.3333,3.0,1.0599,1.0536,0.0169,0.024,3.75,0.8806,0.0678,11,0
60,68,3,2,5,59,56,57,1,2,2,5,2,5,57.3333,1.6667,4.0,1.0465,1.0169,0.0333,0.0291,1.8,0.8824,0.0833,12,0
64,76,10,2,5,60,59,56,2,1,2,3,5,2,58.3333,1.6667,3.3333,1.0971,1.0667,0.0312,0.0286,6.0,0.8421,0.0781,1,1
64,81,9,4,5,64,60,59,2,2,1,10,3,5,61.0,1.6667,6.0,1.0492,1.0,0.0625,0.0273,5.4,0.7901,0.0781,2,1
72,92,12,1,5,64,64,60,4,2,2,9,10,3,62.6667,2.6667,7.3333,1.1489,1.125,0.0139,0.0426,4.5,0.7826,0.0694,3,1
12,28,6,1,1,8,7,3,1,0,0,10,5,1,6.0,0.3333,5.3333,2.0,1.5,0.0833,0.0556,18.0,0.4286,0.0833,7,1
19,25,0,3,1,12,8,7,1,1,0,6,10,5,9.0,0.6667,7.0,2.1111,1.5833,0.1579,0.0741,0.0,0.76,0.0526,8,0
23,29,5,1,1,19,12,8,3,1,1,0,6,10,13.0,1.6667,5.3333,1.7692,1.2105,0.0435,0.1282,3.0,0.7931,0.0435,9,0
20,35,10,4,1,23,19,12,1,3,1,5,0,6,18.0,1.6667,3.6667,1.1111,0.8696,0.2,0.0926,6.0,0.5714,0.05,10,1
22,38,5,2,1,20,23,19,4,1,3,10,5,0,20.6667,2.6667,5.0,1.0645,1.1,0.0909,0.129,1.875,0.5789,0.0455,11,1
25,33,4,9,1,22,20,23,2,4,1,5,10,5,21.6667,2.3333,6.6667,1.1538,1.1364,0.36,0.1077,1.7143,0.7576,0.04,12,1
29,40,7,0,2,25,22,20,9,2,4,4,5,10,22.3333,5.0,6.3333,1.2985,1.16,0.0,0.2239,1.4,0.725,0.069,1,0
30,40,2,2,2,29,25,22,0,9,2,7,4,5,25.3333,3.6667,5.3333,1.1842,1.0345,0.0667,0.1447,0.5455,0.75,0.0667,2,0
34,41,3,2,3,30,29,25,2,0,9,2,7,4,28.0,3.6667,4.3333,1.2143,1.1333,0.0588,0.131,0.8182,0.8293,0.0882,3,0
34,42,5,4,4,34,30,29,2,2,0,3,2,7,31.0,1.3333,4.0,1.0968,1.0,0.1176,0.043,3.75,0.8095,0.1176,4,1
36,50,8,0,4,34,34,30,4,2,2,5,3,2,32.6667,2.6667,3.3333,1.102,1.0588,0.0,0.0816,3.0,0.72,0.1111,5,0
39,48,1,3,5,36,34,34,0,4,2,8,5,3,34.6667,2.0,5.3333,1.125,1.0833,0.0769,0.0577,0.5,0.8125,0.1282,6,0
41,46,3,5,3,39,36,34,3,0,4,1,8,5,36.3333,2.3333,4.6667,1.1284,1.0513,0.122,0.0642,1.2857,0.8913,0.0732,7,0
41,49,6,3,3,41,39,36,5,3,0,3,1,8,38.6667,2.6667,4.0,1.0603,1.0,0.0732,0.069,2.25,0.8367,0.0732,8,0
42,50,2,1,3,41,41,39,3,5,3,6,3,1,40.3333,3.6667,3.3333,1.0413,1.0244,0.0238,0.0909,0.5455,0.84,0.0714,9,0
47,53,4,1,5,42,41,41,1,3,5,2,6,3,41.3333,3.0,3.6667,1.1371,1.119,0.0213,0.0726,1.3333,0.8868,0.1064,10,0
46,54,4,3,5,47,42,41,1,1,3,4,2,6,43.3333,1.6667,4.0,1.0615,0.9787,0.0652,0.0385,2.4,0.8519,0.1087,11,0
48,57,6,3,5,46,47,42,3,1,1,4,4,2,45.0,1.6667,3.3333,1.0667,1.0435,0.0625,0.037,3.6,0.8421,0.1042,12,0
50,58,2,1,5,48,46,47,3,3,1,6,4,4,47.0,2.3333,4.6667,1.0638,1.0417,0.02,0.0496,0.8571,0.8621,0.1,1,0
53,63,6,1,5,50,48,46,1,3,3,2,6,4,48.0,2.3333,4.0,1.1042,1.06,0.0189,0.0486,2.5714,0.8413,0.0943,2,0
55,63,2,2,7,53,50,48,1,1,3,6,2,6,50.3333,1.6667,4.6667,1.0927,1.0377,0.0364,0.0331,1.2,0.873,0.1273,3,0
59,69,9,3,5,55,53,50,2,1,1,2,6,2,52.6667,1.3333,3.3333,1.1203,1.0727,0.0508,0.0253,6.75,0.8551,0.0847,4,0
58,70,4,3,4,59,55,53,3,2,1,9,2,6,55.6667,2.0,5.6667,1.0419,0.9831,0.0517,0.0359,2.0,0.8286,0.069,5,0
62,68,3,5,5,58,59,55,3,3,2,4,9,2,57.3333,2.6667,5.0,1.0814,1.069,0.0806,0.0465,1.125,0.9118,0.0806,6,0
64,67,0,1,6,62,58,59,5,3,3,3,4,9,59.6667,3.6667,5.3333,1.0726,1.0323,0.0156,0.0615,0.0,0.9552,0.0938,7,0
64,69,5,3,6,64,62,58,1,5,3,0,3,4,61.3333,3.0,2.3333,1.0435,1.0,0.0469,0.0489,1.6667,0.9275,0.0938,8,0
61,71,6,4,6,64,64,62,3,1,5,5,0,3,63.3333,3.0,2.6667,0.9632,0.9531,0.0656,0.0474,2.0,0.8592,0.0984,9,0
63,73,3,1,5,61,64,64,4,3,1,6,5,0,63.0,2.6667,3.6667,1.0,1.0328,0.0159,0.0423,1.125,0.863,0.0794,10,0
66,76,6,3,6,63,61,64,1,4,3,3,6,5,62.6667,2.6667,4.6667,1.0532,1.0476,0.0455,0.0426,2.25,0.8684,0.0909,11,0
70,83,9,2,8,66,63,61,3,1,4,6,3,6,63.3333,2.6667,5.0,1.1053,1.0606,0.0286,0.0421,3.375,0.8434,0.1143,12,0
73,88,9,4,8,70,66,63,2,3,1,9,6,3,66.3333,2.0,6.0,1.1005,1.0429,0.0548,0.0302,4.5,0.8295,0.1096,1,0
74,90,8,6,7,73,70,66,4,2,3,9,9,6,69.6667,3.0,8.0,1.0622,1.0137,0.0811,0.0431,2.6667,0.8222,0.0946,2,1
79,99,10,1,7,74,73,70,6,4,2,8,9,9,72.3333,4.0,8.6667,1.0922,1.0676,0.0127,0.0553,2.5,0.798,0.0886,3,0
10,22,7,0,0,1,0,0,1,0,0,5,7,4,0.3333,0.3333,5.3333,30.0,10.0,0.0,1.0,21.0,0.4545,0.0,4,1
15,24,2,0,0,10,1,0,0,1,0,7,5,7,3.6667,0.3333,6.3333,4.0909,1.5,0.0,0.0909,6.0,0.625,0.0,5,1
19,25,3,2,0,15,10,1,0,0,1,2,7,5,8.6667,0.3333,4.6667,2.1923,1.2667,0.1053,0.0385,9.0,0.76,0.0,6,0
21,28,4,1,0,19,15,10,2,0,0,3,2,7,14.6667,0.6667,4.0,1.4318,1.1053,0.0476,0.0455,6.0,0.75,0.0,7,1
20,30,6,4,0,21,19,15,1,2,0,4,3,2,18.3333,1.0,3.0,1.0909,0.9524,0.2,0.0545,6.0,0.6667,0.0,8,1
22,33,4,1,0,20,21,19,4,1,2,6,4,3,20.0,2.3333,4.3333,1.1,1.1,0.0455,0.1167,1.7143,0.6667,0.0,9,1
28,39,7,1,1,22,20,21,1,4,1,4,6,4,21.0,2.0,4.6667,1.3333,1.2727,0.0357,0.0952,3.5,0.7179,0.0357,10,1
31,42,3,0,1,28,22,20,1,1,4,7,4,6,23.3333,2.0,5.6667,1.3286,1.1071,0.0,0.0857,1.5,0.7381,0.0323,11,0
34,42,2,2,2,31,28,22,0,1,1,3,7,4,27.0,0.6667,4.6667,1.2593,1.0968,0.0588,0.0247,3.0,0.8095,0.0588,12,0
35,45,8,5,3,34,31,28,2,0,1,2,3,7,31.0,1.0,4.0,1.129,1.0294,0.1429,0.0323,8.0,0.7778,0.0857,1,0
33,43,3,5,3,35,34,31,5,2,0,8,2,3,33.3333,2.3333,4.3333,0.99,0.9429,0.1515,0.07,1.2857,0.7674,0.0909,2,0
40,45,2,0,3,33,35,34,5,5,2,3,8,2,34.0,4.0,4.3333,1.1765,1.2121,0.0,0.1176,0.5,0.8889,0.075,3,0
40,46,4,3,3,40,33,35,0,5,5,2,3,8,36.0,3.3333,4.3333,1.1111,1.0,0.075,0.0926,1.2,0.8696,0.075,4,0
38,47,6,5,1,40,40,33,3,0,5,4,2,3,37.6667,2.6667,3.0,1.0088,0.95,0.1316,0.0708,2.25,0.8085,0.0263,5,0
39,46,2,3,1,38,40,40,5,3,0,6,4,2,39.3333,2.6667,4.0,0.9915,1.0263,0.0769,0.0678,0.75,0.8478,0.0256,6,0
44,49,3,0,1,39,38,40,3,5,3,2,6,4,39.0,3.6667,4.0,1.1282,1.1282,0.0,0.094,0.8182,0.898,0.0227,7,0
43,47,1,3,1,44,39,38,0,3,5,3,2,6,40.3333,2.6667,3.6667,1.0661,0.9773,0.0698,0.0661,0.375,0.9149,0.0233,8,0
42,47,3,3,1,43,44,39,3,0,3,1,3,2,42.0,2.0,2.0,1.0,0.9767,0.0714,0.0476,1.5,0.8936,0.0238,9,0
45,52,5,0,3,42,43,44,3,3,0,3,1,3,43.0,2.0,2.3333,1.0465,1.0714,0.0,0.0465,2.5,0.8654,0.0667,10,0
45,55,6,3,2,45,42,43,0,3,3,5,3,1,43.3333,2.0,3.0,1.0385,1.0,0.0667,0.0462,3.0,0.8182,0.0444,11,1
49,61,7,1,2,45,45,42,3,0,3,6,5,3,44.0,2.0,4.6667,1.1136,1.0889,0.0204,0.0455,3.5,0.8033,0.0408,12,0
53,64,3,0,2,49,45,45,1,3,0,7,6,5,46.3333,1.3333,6.0,1.1439,1.0816,0.0,0.0288,2.25,0.8281,0.0377,1,0
58,62,1,3,3,53,49,45,0,1,3,3,7,6,49.0,1.3333,5.3333,1.1837,1.0943,0.0517,0.0272,0.75,0.9355,0.0517,2,0
57,60,3,5,4,58,53,49,3,0,1,1,3,7,53.3333,1.3333,3.6667,1.0687,0.9828,0.0877,0.025,2.25,0.95,0.0702,3,0
54,61,5,4,4,57,58,53,5,3,0,3,1,3,56.0,2.6667,2.3333,0.9643,0.9474,0.0741,0.0476,1.875,0.8852,0.0741,4,0
56,64,4,1,4,54,57,58,4,5,3,5,3,1,56.3333,4.0,3.0,0.9941,1.037,0.0179,0.071,1.0,0.875,0.0714,5,0
58,67,5,2,3,56,54,57,1,4,5,4,5,3,55.6667,3.3333,4.0,1.0419,1.0357,0.0345,0.0599,1.5,0.8657,0.0517,6,0
60,68,3,2,3,58,56,54,2,1,4,5,4,5,56.0,2.3333,4.6667,1.0714,1.0345,0.0333,0.0417,1.2857,0.8824,0.05,7,0
