row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,target
23-7-2025-08,Chikkamagaluru,Missing / UDR,2025-08,23,7,24307,8,2,2,3,1,2.333,1.667,1.167,15,0.1333,1
23-7-2025-09,Chikkamagaluru,Missing / UDR,2025-09,23,7,24308,9,1,2,2,1,1.667,1.667,1.167,15,0.0667,2
23-7-2025-10,Chikkamagaluru,Missing / UDR,2025-10,23,7,24309,10,2,1,2,2,1.667,1.833,1.25,14,0.1429,0
23-7-2025-11,Chikkamagaluru,Missing / UDR,2025-11,23,7,24310,11,0,2,1,0,1.0,1.667,1.083,22,0.0,0
23-7-2025-12,Chikkamagaluru,Missing / UDR,2025-12,23,7,24311,12,0,0,2,0,0.667,1.167,1.083,24,0.0,1
23-7-2026-01,Chikkamagaluru,Missing / UDR,2026-01,23,7,24312,1,1,0,0,0,0.333,1.0,1.167,13,0.0769,1
23-7-2026-02,Chikkamagaluru,Missing / UDR,2026-02,23,7,24313,2,1,1,0,1,0.667,0.833,1.25,19,0.0526,2
23-7-2026-03,Chikkamagaluru,Missing / UDR,2026-03,23,7,24314,3,2,1,1,1,1.333,1.0,1.333,21,0.0952,0
23-7-2026-04,Chikkamagaluru,Missing / UDR,2026-04,23,7,24315,4,0,2,1,1,1.0,0.667,1.25,19,0.0,1
23-7-2026-05,Chikkamagaluru,Missing / UDR,2026-05,23,7,24316,5,1,0,2,3,1.0,0.833,1.25,31,0.0323,1
23-7-2026-06,Chikkamagaluru,Missing / UDR,2026-06,23,7,24317,6,1,1,0,2,0.667,1.0,1.083,27,0.037,2
23-8-2024-06,Chikkamagaluru,Traffic / PAR,2024-06,23,8,24293,6,0,1,0,0,0.333,0.833,0.667,21,0.0,2
23-8-2024-07,Chikkamagaluru,Traffic / PAR,2024-07,23,8,24294,7,2,0,1,1,1.0,1.167,0.833,13,0.1538,1
23-8-2024-08,Chikkamagaluru,Traffic / PAR,2024-08,23,8,24295,8,1,2,0,1,1.0,1.167,0.833,14,0.0714,0
23-8-2024-09,Chikkamagaluru,Traffic / PAR,2024-09,23,8,24296,9,0,1,2,1,1.0,0.667,0.75,7,0.0,0
23-8-2024-10,Chikkamagaluru,Traffic / PAR,2024-10,23,8,24297,10,0,0,1,0,0.333,0.667,0.667,17,0.0,0
23-8-2024-11,Chikkamagaluru,Traffic / PAR,2024-11,23,8,24298,11,0,0,0,0,0.0,0.5,0.667,15,0.0,3
23-8-2024-12,Chikkamagaluru,Traffic / PAR,2024-12,23,8,24299,12,3,0,0,0,1.0,1.0,0.917,24,0.125,0
23-8-2025-01,Chikkamagaluru,Traffic / PAR,2025-01,23,8,24300,1,0,3,0,1,1.0,0.667,0.917,11,0.0,1
23-8-2025-02,Chikkamagaluru,Traffic / PAR,2025-02,23,8,24301,2,1,0,3,3,1.333,0.667,0.917,12,0.0833,1
23-8-2025-03,Chikkamagaluru,Traffic / PAR,2025-03,23,8,24302,3,1,1,0,0,0.667,0.833,0.75,24,0.0417,1
23-8-2025-04,Chikkamagaluru,Traffic / PAR,2025-04,23,8,24303,4,1,1,1,1,1.0,1.0,0.833,7,0.1429,0
23-8-2025-05,Chikkamagaluru,Traffic / PAR,2025-05,23,8,24304,5,0,1,1,0,0.667,1.0,0.75,8,0.0,1
23-8-2025-06,Chikkamagaluru,Traffic / PAR,2025-06,23,8,24305,6,1,0,1,2,0.667,0.667,0.833,14,0.0714,1
23-8-2025-07,Chikkamagaluru,Traffic / PAR,2025-07,23,8,24306,7,1,1,0,1,0.667,0.833,0.75,18,0.0556,1
23-8-2025-08,Chikkamagaluru,Traffic / PAR,2025-08,23,8,24307,8,1,1,1,0,1.0,0.833,0.75,15,0.0667,1
23-8-2025-09,Chikkamagaluru,Traffic / PAR,2025-09,23,8,24308,9,1,1,1,0,1.0,0.833,0.833,15,0.0667,3
23-8-2025-10,Chikkamagaluru,Traffic / PAR,2025-10,23,8,24309,10,3,1,1,0,1.667,1.167,1.083,14,0.2143,1
23-8-2025-11,Chikkamagaluru,Traffic / PAR,2025-11,23,8,24310,11,1,3,1,3,1.667,1.333,1.167,22,0.0455,1
23-8-2025-12,Chikkamagaluru,Traffic / PAR,2025-12,23,8,24311,12,1,1,3,0,1.667,1.333,1.0,24,0.0417,0
23-8-2026-01,Chikkamagaluru,Traffic / PAR,2026-01,23,8,24312,1,0,1,1,1,0.667,1.167,1.0,13,0.0,2
23-8-2026-02,Chikkamagaluru,Traffic / PAR,2026-02,23,8,24313,2,2,0,1,1,1.0,1.333,1.083,19,0.1053,2
23-8-2026-03,Chikkamagaluru,Traffic / PAR,2026-03,23,8,24314,3,2,2,0,1,1.333,1.5,1.167,21,0.0952,1
23-8-2026-04,Chikkamagaluru,Traffic / PAR,2026-04,23,8,24315,4,1,2,2,0,1.667,1.167,1.167,19,0.0526,2
23-8-2026-05,Chikkamagaluru,Traffic / PAR,2026-05,23,8,24316,5,2,1,2,1,1.667,1.333,1.333,31,0.0645,2
23-8-2026-06,Chikkamagaluru,Traffic / PAR,2026-06,23,8,24317,6,2,2,1,1,1.667,1.5,1.417,27,0.0741,2
24-1-2024-02,Chamarajanagar,Crimes Against Body,2024-02,24,1,24289,2,0,2,3,0,1.667,1.833,1.5,11,0.0,2
24-1-2024-03,Chamarajanagar,Crimes Against Body,2024-03,24,1,24290,3,2,0,2,1,1.333,1.833,1.667,9,0.2222,2
24-1-2024-04,Chamarajanagar,Crimes Against Body,2024-04,24,1,24291,4,2,2,0,1,1.333,1.667,1.75,6,0.3333,1
24-1-2024-05,Chamarajanagar,Crimes Against Body,2024-05,24,1,24292,5,1,2,2,3,1.667,1.667,1.75,9,0.1111,3
24-1-2024-06,Chamarajanagar,Crimes Against Body,2024-06,24,1,24293,6,3,1,2,0,2.0,1.667,1.75,8,0.375,0
24-1-2024-07,Chamarajanagar,Crimes Against Body,2024-07,24,1,24294,7,0,3,1,2,1.333,1.333,1.75,8,0.0,0
24-1-2024-08,Chamarajanagar,Crimes Against Body,2024-08,24,1,24295,8,0,0,3,2,1.0,1.333,1.583,7,0.0,4
24-1-2024-09,Chamarajanagar,Crimes Against Body,2024-09,24,1,24296,9,4,0,0,3,1.333,1.667,1.75,13,0.3077,2
24-1-2024-10,Chamarajanagar,Crimes Against Body,2024-10,24,1,24297,10,2,4,0,1,2.0,1.667,1.667,13,0.1538,0
24-1-2024-11,Chamarajanagar,Crimes Against Body,2024-11,24,1,24298,11,0,2,4,3,2.0,1.5,1.583,19,0.0,1
24-1-2024-12,Chamarajanagar,Crimes Against Body,2024-12,24,1,24299,12,1,0,2,2,1.0,1.167,1.417,7,0.1429,3
24-1-2025-01,Chamarajanagar,Crimes Against Body,2025-01,24,1,24300,1,3,1,0,0,1.333,1.667,1.5,14,0.2143,2
24-1-2025-02,Chamarajanagar,Crimes Against Body,2025-02,24,1,24301,2,2,3,1,2,2.0,2.0,1.667,12,0.1667,0
24-1-2025-03,Chamarajanagar,Crimes Against Body,2025-03,24,1,24302,3,0,2,3,2,1.667,1.333,1.5,9,0.0,1
24-1-2025-04,Chamarajanagar,Crimes Against Body,2025-04,24,1,24303,4,1,0,2,1,1.0,1.167,1.417,11,0.0909,2
24-1-2025-05,Chamarajanagar,Crimes Against Body,2025-05,24,1,24304,5,2,1,0,3,1.0,1.5,1.5,10,0.2,3
24-1-2025-06,Chamarajanagar,Crimes Against Body,2025-06,24,1,24305,6,3,2,1,0,2.0,1.833,1.5,6,0.5,2
24-1-2025-07,Chamarajanagar,Crimes Against Body,2025-07,24,1,24306,7,2,3,2,0,2.333,1.667,1.667,8,0.25,1
24-1-2025-08,Chamarajanagar,Crimes Against Body,2025-08,24,1,24307,8,1,2,3,4,2.0,1.5,1.75,8,0.125,2
24-1-2025-09,Chamarajanagar,Crimes Against Body,2025-09,24,1,24308,9,2,1,2,2,1.667,1.833,1.583,5,0.4,0
24-1-2025-10,Chamarajanagar,Crimes Against Body,2025-10,24,1,24309,10,0,2,1,0,1.0,1.667,1.417,7,0.0,0
24-1-2025-11,Chamarajanagar,Crimes Against Body,2025-11,24,1,24310,11,0,0,2,1,0.667,1.333,1.417,10,0.0,1
24-1-2025-12,Chamarajanagar,Crimes Against Body,2025-12,24,1,24311,12,1,0,0,3,0.333,1.0,1.417,11,0.0909,2
24-1-2026-01,Chamarajanagar,Crimes Against Body,2026-01,24,1,24312,1,2,1,0,2,1.0,1.0,1.333,7,0.2857,1
24-1-2026-02,Chamarajanagar,Crimes Against Body,2026-02,24,1,24313,2,1,2,1,0,1.333,1.0,1.25,20,0.05,5
24-1-2026-03,Chamarajanagar,Crimes Against Body,2026-03,24,1,24314,3,5,1,2,1,2.667,1.5,1.667,15,0.3333,3
24-1-2026-04,Chamarajanagar,Crimes Against Body,2026-04,24,1,24315,4,3,5,1,2,3.0,2.0,1.833,14,0.2143,3
24-1-2026-05,Chamarajanagar,Crimes Against Body,2026-05,24,1,24316,5,3,3,5,3,3.667,2.5,1.917,20,0.15,6
24-1-2026-06,Chamarajanagar,Crimes Against Body,2026-06,24,1,24317,6,6,3,3,2,4.0,3.333,2.167,22,0.2727,2
24-2-2024-02,Chamarajanagar,Crimes Against Property,2024-02,24,2,24289,2,2,8,8,3,6.0,5.333,4.333,11,0.1818,4
24-2-2024-03,Chamarajanagar,Crimes Against Property,2024-03,24,2,24290,3,4,2,8,4,4.667,5.5,4.417,9,0.4444,2
24-2-2024-04,Chamarajanagar,Crimes Against Property,2024-04,24,2,24291,4,2,4,2,1,2.667,5.667,4.25,6,0.3333,3
24-2-2024-05,Chamarajanagar,Crimes Against Property,2024-05,24,2,24292,5,3,2,4,7,3.0,4.5,4.417,9,0.3333,2
24-2-2024-06,Chamarajanagar,Crimes Against Property,2024-06,24,2,24293,6,2,3,2,4,2.333,3.5,4.0,8,0.25,3
24-2-2024-07,Chamarajanagar,Crimes Against Property,2024-07,24,2,24294,7,3,2,3,1,2.667,2.667,3.917,8,0.375,4
24-2-2024-08,Chamarajanagar,Crimes Against Property,2024-08,24,2,24295,8,4,3,2,3,3.0,3.0,4.167,7,0.5714,4
24-2-2024-09,Chamarajanagar,Crimes Against Property,2024-09,24,2,24296,9,4,4,3,1,3.667,3.0,4.25,13,0.3077,3
24-2-2024-10,Chamarajanagar,Crimes Against Property,2024-10,24,2,24297,10,3,4,4,10,3.667,3.167,4.417,13,0.2308,17
24-2-2024-11,Chamarajanagar,Crimes Against Property,2024-11,24,2,24298,11,17,3,4,8,8.0,5.5,5.0,19,0.8947,4
24-2-2024-12,Chamarajanagar,Crimes Against Property,2024-12,24,2,24299,12,4,17,3,8,8.0,5.833,4.667,7,0.5714,8
24-2-2025-01,Chamarajanagar,Crimes Against Property,2025-01,24,2,24300,1,8,4,17,2,9.667,6.667,4.667,14,0.5714,5
24-2-2025-02,Chamarajanagar,Crimes Against Property,2025-02,24,2,24301,2,5,8,4,4,5.667,6.833,4.917,12,0.4167,3
24-2-2025-03,Chamarajanagar,Crimes Against Property,2025-03,24,2,24302,3,3,5,8,2,5.333,6.667,4.833,9,0.3333,4
24-2-2025-04,Chamarajanagar,Crimes Against Property,2025-04,24,2,24303,4,4,3,5,3,4.0,6.833,5.0,11,0.3636,5
24-2-2025-05,Chamarajanagar,Crimes Against Property,2025-05,24,2,24304,5,5,4,3,2,4.0,4.833,5.167,10,0.5,2
24-2-2025-06,Chamarajanagar,Crimes Against Property,2025-06,24,2,24305,6,2,5,4,3,3.667,4.5,5.167,6,0.3333,3
24-2-2025-07,Chamarajanagar,Crimes Against Property,2025-07,24,2,24306,7,3,2,5,4,3.333,3.667,5.167,8,0.375,2
24-2-2025-08,Chamarajanagar,Crimes Against Property,2025-08,24,2,24307,8,2,3,2,4,2.333,3.167,5.0,8,0.25,2
24-2-2025-09,Chamarajanagar,Crimes Against Property,2025-09,24,2,24308,9,2,2,3,3,2.333,3.0,4.833,5,0.4,4
24-2-2025-10,Chamarajanagar,Crimes Against Property,2025-10,24,2,24309,10,4,2,2,17,2.667,3.0,4.917,7,0.5714,9
24-2-2025-11,Chamarajanagar,Crimes Against Property,2025-11,24,2,24310,11,9,4,2,4,5.0,3.667,4.25,10,0.9,4
24-2-2025-12,Chamarajanagar,Crimes Against Property,2025-12,24,2,24311,12,4,9,4,8,5.667,4.0,4.25,11,0.3636,2
24-2-2026-01,Chamarajanagar,Crimes Against Property,2026-01,24,2,24312,1,2,4,9,5,5.0,3.833,3.75,7,0.2857,9
24-2-2026-02,Chamarajanagar,Crimes Against Property,2026-02,24,2,24313,2,9,2,4,3,5.0,5.0,4.083,20,0.45,6
24-2-2026-03,Chamarajanagar,Crimes Against Property,2026-03,24,2,24314,3,6,9,2,4,5.667,5.667,4.333,15,0.4,3
24-2-2026-04,Chamarajanagar,Crimes Against Property,2026-04,24,2,24315,4,3,6,9,5,6.0,5.5,4.25,14,0.2143,7
24-2-2026-05,Chamarajanagar,Crimes Against Property,2026-05,24,2,24316,5,7,3,6,2,5.333,5.167,4.417,20,0.35,3
24-2-2026-06,Chamarajanagar,Crimes Against Property,2026-06,24,2,24317,6,3,7,3,3,4.333,5.0,4.5,22,0.1364,10
24-3-2024-05,Chamarajanagar,Crimes Against Women,2024-05,24,3,24292,5,0,0,1,1,0.333,0.833,0.917,9,0.0,0
24-3-2024-06,Chamarajanagar,Crimes Against Women,2024-06,24,3,24293,6,0,0,0,0,0.0,0.833,0.833,8,0.0,1
24-3-2024-07,Chamarajanagar,Crimes Against Women,2024-07,24,3,24294,7,1,0,0,1,0.333,0.833,0.917,8,0.125,0
24-3-2024-08,Chamarajanagar,Crimes Against Women,2024-08,24,3,24295,8,0,1,0,0,0.333,0.333,0.833,7,0.0,0
24-3-2024-09,Chamarajanagar,Crimes Against Women,2024-09,24,3,24296,9,0,0,1,2,0.333,0.167,0.833,13,0.0,3
24-3-2024-10,Chamarajanagar,Crimes Against Women,2024-10,24,3,24297,10,3,0,0,2,1.0,0.667,0.917,13,0.2308,2
24-3-2024-11,Chamarajanagar,Crimes Against Women,2024-11,24,3,24298,11,2,3,0,0,1.667,1.0,0.917,19,0.1053,0
24-3-2024-12,Chamarajanagar,Crimes Against Women,2024-12,24,3,24299,12,0,2,3,1,1.667,1.0,0.917,7,0.0,0
24-3-2025-01,Chamarajanagar,Crimes Against Women,2025-01,24,3,24300,1,0,0,2,3,0.667,0.833,0.833,14,0.0,0
24-3-2025-02,Chamarajanagar,Crimes Against Women,2025-02,24,3,24301,2,0,0,0,1,0.0,0.833,0.583,12,0.0,0
24-3-2025-03,Chamarajanagar,Crimes Against Women,2025-03,24,3,24302,3,0,0,0,0,0.0,0.833,0.5,9,0.0,0
24-3-2025-04,Chamarajanagar,Crimes Against Women,2025-04,24,3,24303,4,0,0,0,0,0.0,0.333,0.5,11,0.0,0
24-3-2025-05,Chamarajanagar,Crimes Against Women,2025-05,24,3,24304,5,0,0,0,0,0.0,0.0,0.5,10,0.0,0
24-3-2025-06,Chamarajanagar,Crimes Against Women,2025-06,24,3,24305,6,0,0,0,1,0.0,0.0,0.5,6,0.0,0
24-3-2025-07,Chamarajanagar,Crimes Against Women,2025-07,24,3,24306,7,0,0,0,0,0.0,0.0,0.417,8,0.0,1
24-3-2025-08,Chamarajanagar,Crimes Against Women,2025-08,24,3,24307,8,1,0,0,0,0.333,0.167,0.5,8,0.125,0
24-3-2025-09,Chamarajanagar,Crimes Against Women,2025-09,24,3,24308,9,0,1,0,3,0.333,0.167,0.5,5,0.0,0
24-3-2025-10,Chamarajanagar,Crimes Against Women,2025-10,24,3,24309,10,0,0,1,2,0.333,0.167,0.25,7,0.0,0
24-3-2025-11,Chamarajanagar,Crimes Against Women,2025-11,24,3,24310,11,0,0,0,0,0.0,0.167,0.083,10,0.0,0
24-3-2025-12,Chamarajanagar,Crimes Against Women,2025-12,24,3,24311,12,0,0,0,0,0.0,0.167,0.083,11,0.0,0
24-3-2026-01,Chamarajanagar,Crimes Against Women,2026-01,24,3,24312,1,0,0,0,0,0.0,0.167,0.083,7,0.0,2
24-3-2026-02,Chamarajanagar,Crimes Against Women,2026-02,24,3,24313,2,2,0,0,0,0.667,0.333,0.25,20,0.1,1
24-3-2026-03,Chamarajanagar,Crimes Against Women,2026-03,24,3,24314,3,1,2,0,0,1.0,0.5,0.333,15,0.0667,2
24-3-2026-04,Chamarajanagar,Crimes Against Women,2026-04,24,3,24315,4,2,1,2,0,1.667,0.833,0.5,14,0.1429,1
24-3-2026-05,Chamarajanagar,Crimes Against Women,2026-05,24,3,24316,5,1,2,1,0,1.333,1.0,0.583,20,0.05,1
24-3-2026-06,Chamarajanagar,Crimes Against Women,2026-06,24,3,24317,6,1,1,2,0,1.333,1.167,0.667,22,0.0455,2
24-4-2024-03,Chamarajanagar,Cyber Crime,2024-03,24,4,24290,3,0,2,0,1,0.667,1.167,1.25,9,0.0,0
24-4-2024-04,Chamarajanagar,Cyber Crime,2024-04,24,4,24291,4,0,0,2,1,0.667,0.667,1.167,6,0.0,4
24-4-2024-05,Chamarajanagar,Cyber Crime,2024-05,24,4,24292,5,4,0,0,3,1.333,1.167,1.417,9,0.4444,0
24-4-2024-06,Chamarajanagar,Cyber Crime,2024-06,24,4,24293,6,0,4,0,2,1.333,1.0,1.167,8,0.0,2
24-4-2024-07,Chamarajanagar,Cyber Crime,2024-07,24,4,24294,7,2,0,4,1,2.0,1.333,1.167,8,0.25,2
24-4-2024-08,Chamarajanagar,Cyber Crime,2024-08,24,4,24295,8,2,2,0,0,1.333,1.333,1.25,7,0.2857,4
24-4-2024-09,Chamarajanagar,Cyber Crime,2024-09,24,4,24296,9,4,2,2,3,2.667,2.0,1.583,13,0.3077,1
24-4-2024-10,Chamarajanagar,Cyber Crime,2024-10,24,4,24297,10,1,4,2,1,2.333,2.167,1.417,13,0.0769,0
24-4-2024-11,Chamarajanagar,Cyber Crime,2024-11,24,4,24298,11,0,1,4,1,1.667,1.5,1.333,19,0.0,1
24-4-2024-12,Chamarajanagar,Cyber Crime,2024-12,24,4,24299,12,1,0,1,0,0.667,1.667,1.333,7,0.1429,1
24-4-2025-01,Chamarajanagar,Cyber Crime,2025-01,24,4,24300,1,1,1,0,2,0.667,1.5,1.417,14,0.0714,3
24-4-2025-02,Chamarajanagar,Cyber Crime,2025-02,24,4,24301,2,3,1,1,0,1.667,1.667,1.5,12,0.25,5
24-4-2025-03,Chamarajanagar,Cyber Crime,2025-03,24,4,24302,3,5,3,1,0,3.0,1.833,1.917,9,0.5556,3
24-4-2025-04,Chamarajanagar,Cyber Crime,2025-04,24,4,24303,4,3,5,3,4,3.667,2.167,2.167,11,0.2727,2
24-4-2025-05,Chamarajanagar,Cyber Crime,2025-05,24,4,24304,5,2,3,5,0,3.333,2.5,2.0,10,0.2,1
24-4-2025-06,Chamarajanagar,Cyber Crime,2025-06,24,4,24305,6,1,2,3,2,2.0,2.5,2.083,6,0.1667,1
24-4-2025-07,Chamarajanagar,Cyber Crime,2025-07,24,4,24306,7,1,1,2,2,1.333,2.5,2.0,8,0.125,3
24-4-2025-08,Chamarajanagar,Cyber Crime,2025-08,24,4,24307,8,3,1,1,4,1.667,2.5,2.083,8,0.375,0
24-4-2025-09,Chamarajanagar,Cyber Crime,2025-09,24,4,24308,9,0,3,1,1,1.333,1.667,1.75,5,0.0,2
24-4-2025-10,Chamarajanagar,Cyber Crime,2025-10,24,4,24309,10,2,0,3,0,1.667,1.5,1.833,7,0.2857,1
24-4-2025-11,Chamarajanagar,Cyber Crime,2025-11,24,4,24310,11,1,2,0,1,1.0,1.333,1.917,10,0.1,3
24-4-2025-12,Chamarajanagar,Cyber Crime,2025-12,24,4,24311,12,3,1,2,1,2.0,1.667,2.083,11,0.2727,1
24-4-2026-01,Chamarajanagar,Cyber Crime,2026-01,24,4,24312,1,1,3,1,3,1.667,1.667,2.083,7,0.1429,4
24-4-2026-02,Chamarajanagar,Cyber Crime,2026-02,24,4,24313,2,4,1,3,5,2.667,1.833,2.167,20,0.2,2
24-4-2026-03,Chamarajanagar,Cyber Crime,2026-03,24,4,24314,3,2,4,1,3,2.333,2.167,1.917,15,0.1333,4
24-4-2026-04,Chamarajanagar,Cyber Crime,2026-04,24,4,24315,4,4,2,4,2,3.333,2.5,2.0,14,0.2857,8
24-4-2026-05,Chamarajanagar,Cyber Crime,2026-05,24,4,24316,5,8,4,2,1,4.667,3.667,2.5,20,0.4,4
24-4-2026-06,Chamarajanagar,Cyber Crime,2026-06,24,4,24317,6,4,8,4,1,5.333,3.833,2.75,22,0.1818,2
24-5-2024-04,Chamarajanagar,Economic Offences,2024-04,24,5,24291,4,2,1,0,2,1.0,1.167,0.833,6,0.3333,0
24-5-2024-05,Chamarajanagar,Economic Offences,2024-05,24,5,24292,5,0,2,1,0,1.0,1.0,0.667,9,0.0,0
24-5-2024-06,Chamarajanagar,Economic Offences,2024-06,24,5,24293,6,0,0,2,0,0.667,0.5,0.667,8,0.0,2
24-5-2024-07,Chamarajanagar,Economic Offences,2024-07,24,5,24294,7,2,0,0,1,0.667,0.833,0.833,8,0.25,1
24-5-2024-08,Chamarajanagar,Economic Offences,2024-08,24,5,24295,8,1,2,0,0,1.0,1.0,0.833,7,0.1429,0
24-5-2024-09,Chamarajanagar,Economic Offences,2024-09,24,5,24296,9,0,1,2,0,1.0,0.833,0.833,13,0.0,1
24-5-2024-10,Chamarajanagar,Economic Offences,2024-10,24,5,24297,10,1,0,1,1,0.667,0.667,0.917,13,0.0769,0
24-5-2024-11,Chamarajanagar,Economic Offences,2024-11,24,5,24298,11,0,1,0,3,0.333,0.667,0.833,19,0.0,1
24-5-2024-12,Chamarajanagar,Economic Offences,2024-12,24,5,24299,12,1,0,1,0,0.667,0.833,0.667,7,0.1429,0
24-5-2025-01,Chamarajanagar,Economic Offences,2025-01,24,5,24300,1,0,1,0,0,0.333,0.5,0.667,14,0.0,1
24-5-2025-02,Chamarajanagar,Economic Offences,2025-02,24,5,24301,2,1,0,1,1,0.667,0.5,0.75,12,0.0833,0
24-5-2025-03,Chamarajanagar,Economic Offences,2025-03,24,5,24302,3,0,1,0,2,0.333,0.5,0.667,9,0.0,2
24-5-2025-04,Chamarajanagar,Economic Offences,2025-04,24,5,24303,4,2,0,1,0,1.0,0.667,0.667,11,0.1818,1
24-5-2025-05,Chamarajanagar,Economic Offences,2025-05,24,5,24304,5,1,2,0,0,1.0,0.833,0.75,10,0.1,0
24-5-2025-06,Chamarajanagar,Economic Offences,2025-06,24,5,24305,6,0,1,2,2,1.0,0.667,0.75,6,0.0,1
24-5-2025-07,Chamarajanagar,Economic Offences,2025-07,24,5,24306,7,1,0,1,1,0.667,0.833,0.667,8,0.125,0
24-5-2025-08,Chamarajanagar,Economic Offences,2025-08,24,5,24307,8,0,1,0,0,0.333,0.667,0.583,8,0.0,1
24-5-2025-09,Chamarajanagar,Economic Offences,2025-09,24,5,24308,9,1,0,1,1,0.667,0.833,0.667,5,0.2,0
24-5-2025-10,Chamarajanagar,Economic Offences,2025-10,24,5,24309,10,0,1,0,0,0.333,0.5,0.583,7,0.0,0
24-5-2025-11,Chamarajanagar,Economic Offences,2025-11,24,5,24310,11,0,0,1,1,0.333,0.333,0.583,10,0.0,2
24-5-2025-12,Chamarajanagar,Economic Offences,2025-12,24,5,24311,12,2,0,0,0,0.667,0.667,0.667,11,0.1818,2
24-5-2026-01,Chamarajanagar,Economic Offences,2026-01,24,5,24312,1,2,2,0,1,1.333,0.833,0.833,7,0.2857,2
24-5-2026-02,Chamarajanagar,Economic Offences,2026-02,24,5,24313,2,2,2,2,0,2.0,1.167,0.917,20,0.1,1
24-5-2026-03,Chamarajanagar,Economic Offences,2026-03,24,5,24314,3,1,2,2,2,1.667,1.167,1.0,15,0.0667,0
24-5-2026-04,Chamarajanagar,Economic Offences,2026-04,24,5,24315,4,0,1,2,1,1.0,1.167,0.833,14,0.0,1
24-5-2026-05,Chamarajanagar,Economic Offences,2026-05,24,5,24316,5,1,0,1,0,0.667,1.333,0.833,20,0.05,3
24-5-2026-06,Chamarajanagar,Economic Offences,2026-06,24,5,24317,6,3,1,0,1,1.333,1.5,1.083,22,0.1364,3
24-6-2024-03,Chamarajanagar,NDPS,2024-03,24,6,24290,3,0,1,0,0,0.333,0.167,0.083,9,0.0,0
24-6-2024-04,Chamarajanagar,NDPS,2024-04,24,6,24291,4,0,0,1,0,0.333,0.167,0.083,6,0.0,0
24-6-2024-05,Chamarajanagar,NDPS,2024-05,24,6,24292,5,0,0,0,0,0.0,0.167,0.083,9,0.0,0
24-6-2024-06,Chamarajanagar,NDPS,2024-06,24,6,24293,6,0,0,0,0,0.0,0.167,0.083,8,0.0,0
24-6-2024-07,Chamarajanagar,NDPS,2024-07,24,6,24294,7,0,0,0,0,0.0,0.167,0.083,8,0.0,0
24-6-2024-08,Chamarajanagar,NDPS,2024-08,24,6,24295,8,0,0,0,0,0.0,0.0,0.083,7,0.0,1
24-6-2024-09,Chamarajanagar,NDPS,2024-09,24,6,24296,9,1,0,0,0,0.333,0.167,0.167,13,0.0769,0
24-6-2024-10,Chamarajanagar,NDPS,2024-10,24,6,24297,10,0,1,0,0,0.333,0.167,0.167,13,0.0,0
24-6-2024-11,Chamarajanagar,NDPS,2024-11,24,6,24298,11,0,0,1,0,0.333,0.167,0.167,19,0.0,0
24-6-2024-12,Chamarajanagar,NDPS,2024-12,24,6,24299,12,0,0,0,0,0.0,0.167,0.167,7,0.0,0
24-6-2025-01,Chamarajanagar,NDPS,2025-01,24,6,24300,1,0,0,0,1,0.0,0.167,0.167,14,0.0,1
24-6-2025-02,Chamarajanagar,NDPS,2025-02,24,6,24301,2,1,0,0,0,0.333,0.333,0.167,12,0.0833,0
24-6-2025-03,Chamarajanagar,NDPS,2025-03,24,6,24302,3,0,1,0,0,0.333,0.167,0.167,9,0.0,0
24-6-2025-04,Chamarajanagar,NDPS,2025-04,24,6,24303,4,0,0,1,0,0.333,0.167,0.167,11,0.0,0
24-6-2025-05,Chamarajanagar,NDPS,2025-05,24,6,24304,5,0,0,0,0,0.0,0.167,0.167,10,0.0,0
24-6-2025-06,Chamarajanagar,NDPS,2025-06,24,6,24305,6,0,0,0,0,0.0,0.167,0.167,6,0.0,0
24-6-2025-07,Chamarajanagar,NDPS,2025-07,24,6,24306,7,0,0,0,0,0.0,0.167,0.167,8,0.0,0
24-6-2025-08,Chamarajanagar,NDPS,2025-08,24,6,24307,8,0,0,0,1,0.0,0.0,0.167,8,0.0,0
24-6-2025-09,Chamarajanagar,NDPS,2025-09,24,6,24308,9,0,0,0,0,0.0,0.0,0.083,5,0.0,0
24-6-2025-10,Chamarajanagar,NDPS,2025-10,24,6,24309,10,0,0,0,0,0.0,0.0,0.083,7,0.0,0
24-6-2025-11,Chamarajanagar,NDPS,2025-11,24,6,24310,11,0,0,0,0,0.0,0.0,0.083,10,0.0,0
24-6-2025-12,Chamarajanagar,NDPS,2025-12,24,6,24311,12,0,0,0,0,0.0,0.0,0.083,11,0.0,0
24-6-2026-01,Chamarajanagar,NDPS,2026-01,24,6,24312,1,0,0,0,1,0.0,0.0,0.083,7,0.0,1
24-6-2026-02,Chamarajanagar,NDPS,2026-02,24,6,24313,2,1,0,0,0,0.333,0.167,0.083,20,0.05,0
24-6-2026-03,Chamarajanagar,NDPS,2026-03,24,6,24314,3,0,1,0,0,0.333,0.167,0.083,15,0.0,0
24-6-2026-04,Chamarajanagar,NDPS,2026-04,24,6,24315,4,0,0,1,0,0.333,0.167,0.083,14,0.0,0
24-6-2026-05,Chamarajanagar,NDPS,2026-05,24,6,24316,5,0,0,0,0,0.0,0.167,0.083,20,0.0,1
