prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_women_365
2,512,859,0.8504,2,1,0,0
2,10,148,2.0,1,1,0,0
2,40,178,2.0,1,1,0,0
2,70,208,2.0,1,1,0,0
2,100,238,2.0,1,1,0,0
2,130,268,2.0,1,1,0,0
2,160,298,2.0,1,1,0,0
2,190,328,2.0,1,1,0,0
2,220,358,2.0,1,1,0,0
2,250,388,1.8827,1,1,0,0
2,280,418,1.7476,1,1,0,0
2,310,448,1.6306,1,1,0,0
2,340,478,1.5282,1,1,0,0
2,370,508,1.438,1,1,0,0
2,400,538,1.3578,1,1,0,0
2,430,568,1.2861,1,1,0,0
2,460,598,1.2216,1,1,0,0
2,490,628,1.1632,1,1,0,0
2,520,658,1.1102,1,1,0,0
2,550,688,1.0618,1,1,0,0
1,22,22,1.0,1,1,0,0
1,52,52,1.0,1,1,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
1,172,172,1.0,1,1,0,0
1,202,202,1.0,1,1,0,0
1,232,232,1.0,1,1,0,1
1,262,262,1.0,1,1,0,1
1,292,292,1.0,1,1,0,1
1,322,322,1.0,1,1,0,1
1,352,352,1.0,1,1,0,1
1,382,382,0.9562,1,1,0,1
1,412,412,0.8865,1,1,0,1
1,442,442,0.8264,1,1,0,1
1,472,472,0.7738,1,1,0,1
1,502,502,0.7276,1,1,0,1
1,532,532,0.6866,1,1,0,1
5,50,287,5.0,3,2,0,0
5,80,317,5.0,3,2,0,0
5,110,347,5.0,3,2,0,0
6,28,377,5.813,3,3,0,0
6,58,407,5.3845,3,3,0,0
6,88,437,5.0149,3,3,0,0
6,118,467,4.6927,3,3,0,0
6,148,497,4.4095,3,3,0,0
7,26,527,4.8515,4,3,0,0
7,56,557,4.5902,4,3,0,0
7,86,587,4.3556,4,3,0,0
7,116,617,4.1438,4,3,0,0
7,146,647,3.9517,4,3,0,0
7,176,677,3.7766,4,3,0,0
7,206,707,3.6163,4,3,0,0
7,236,737,3.4691,4,3,0,0
7,266,767,3.3334,4,3,0,0
7,296,797,3.208,4,3,0,0
7,326,827,3.0916,4,3,0,0
2,97,262,2.0,1,1,1,0
2,127,292,2.0,1,1,1,0
2,157,322,2.0,1,1,1,0
3,13,352,3.0,1,1,2,0
3,43,382,2.8685,1,1,2,0
3,73,412,2.6596,1,1,2,0
3,103,442,2.4791,1,1,2,0
3,133,472,2.3215,1,1,2,0
3,163,502,2.1828,1,1,2,0
3,193,532,2.0597,1,1,2,0
3,223,562,1.9497,1,1,2,0
3,253,592,1.8509,1,1,2,0
3,283,622,1.7617,1,1,2,0
3,313,652,1.6806,1,1,2,0
3,343,682,1.6067,1,1,2,0
3,373,712,1.539,1,1,2,0
3,403,742,1.4768,1,1,2,0
3,433,772,1.4194,1,1,2,0
4,11,802,1.8217,1,1,2,0
1,54,54,1.0,1,1,0,0
1,84,84,1.0,1,1,0,0
1,114,114,1.0,1,1,0,0
1,144,144,1.0,1,1,0,0
1,174,174,1.0,1,1,0,0
1,204,204,1.0,1,1,0,0
2,12,234,2.0,1,1,0,0
2,42,264,2.0,1,1,0,0
3,9,294,3.0,1,1,0,0
3,39,324,3.0,1,1,0,0
3,69,354,3.0,1,1,0,0
3,99,384,2.8535,1,1,0,0
3,129,414,2.6467,1,1,0,0
3,159,444,2.4679,1,1,0,0
3,189,474,2.3117,1,1,0,0
4,11,504,2.8988,1,2,0,0
4,41,534,2.736,1,2,0,0
4,71,564,2.5904,1,2,0,0
5,15,594,3.0745,1,2,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,125,125,1.0,1,1,0,0
1,155,155,1.0,1,1,0,0
1,185,185,1.0,1,1,0,0
1,215,215,1.0,1,1,0,0
1,245,245,1.0,1,1,0,0
2,14,275,2.0,1,1,1,0
2,44,305,2.0,1,1,1,0
2,74,335,2.0,1,1,1,0
2,104,365,2.0,1,1,1,0
2,134,395,1.8494,1,1,1,0
2,164,425,1.7188,1,1,1,0
3,11,455,2.4082,1,1,1,0
3,41,485,2.2593,1,1,1,0
3,71,515,2.1277,1,1,1,0
3,101,545,2.0106,1,1,1,0
3,131,575,1.9057,1,1,1,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,125,125,1.0,1,1,0,0
1,155,155,1.0,1,1,0,0
1,185,185,1.0,1,1,0,0
1,215,215,1.0,1,1,0,0
1,245,245,1.0,1,1,0,0
1,275,275,1.0,1,1,0,0
1,305,305,1.0,1,1,0,0
1,335,335,1.0,1,1,0,0
1,365,365,1.0,1,1,0,0
1,395,395,0.9247,1,1,0,0
1,425,425,0.8594,1,1,0,0
2,11,455,1.6055,1,1,0,0
2,41,485,1.5062,1,1,0,0
2,71,515,1.4184,1,1,0,0
2,101,545,1.3404,1,1,0,0
2,131,575,1.2704,1,1,0,0
1,27,27,1.0,1,1,0,0
1,57,57,1.0,1,1,0,0
1,87,87,1.0,1,1,0,0
1,117,117,1.0,1,1,0,0
1,147,147,1.0,1,1,0,0
1,177,177,1.0,1,1,0,0
2,24,207,2.0,1,2,1,0
2,54,237,2.0,1,2,1,0
2,84,267,2.0,1,2,1,0
2,114,297,2.0,1,2,1,0
2,144,327,2.0,1,2,1,0
2,174,357,2.0,1,2,1,0
2,204,387,1.8876,1,2,1,0
2,234,417,1.7518,1,2,1,0
3,19,447,2.4513,1,2,1,0
1,38,38,1.0,1,1,0,0
1,68,68,1.0,1,1,0,0
1,98,98,1.0,1,1,0,0
1,128,128,1.0,1,1,0,0
2,13,158,2.0,1,1,0,0
2,43,188,2.0,1,1,0,0
2,73,218,2.0,1,1,0,0
2,103,248,2.0,1,1,0,0
2,133,278,2.0,1,1,0,0
2,163,308,2.0,1,1,0,0
2,193,338,2.0,1,1,0,0
2,223,368,1.9851,1,1,0,0
2,253,398,1.8354,1,1,0,0
2,283,428,1.7068,1,1,0,0
2,313,458,1.595,1,1,0,0
2,343,488,1.4969,1,1,0,0
2,373,518,1.4102,1,1,0,0
2,403,548,1.333,1,1,0,0
2,433,578,1.2638,1,1,0,0
1,34,34,1.0,1,1,0,0
1,64,64,1.0,1,1,0,0
1,94,94,1.0,1,1,0,0
1,124,124,1.0,1,1,0,0
1,154,154,1.0,1,1,0,0
1,184,184,1.0,1,1,0,0
1,214,214,1.0,1,1,0,0
1,244,244,1.0,1,1,0,0
1,274,274,1.0,1,1,0,0
1,304,304,1.0,1,1,0,0
1,334,334,1.0,1,1,0,0
2,14,364,2.0,1,2,0,0
2,44,394,1.8541,1,2,0,0
2,74,424,1.7229,1,2,0,0
2,104,454,1.609,1,2,0,0
2,134,484,1.5093,1,2,0,0
2,164,514,1.4212,1,2,0,0
2,194,544,1.3428,1,2,0,0
2,224,574,1.2726,1,2,0,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
1,141,141,1.0,1,1,0,0
1,171,171,1.0,1,1,0,0
1,201,201,1.0,1,1,0,0
2,13,231,2.0,1,2,0,0
2,43,261,2.0,1,2,0,0
2,73,291,2.0,1,2,0,0
2,103,321,2.0,1,2,0,0
2,133,351,2.0,1,2,0,0
3,15,381,2.876,1,2,1,0
3,45,411,2.6661,1,2,1,0
3,75,441,2.4847,1,2,1,0
3,105,471,2.3264,1,2,1,0
3,135,501,2.1871,1,2,1,0
4,13,531,2.7514,1,3,1,0
4,43,561,2.6043,1,3,1,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
1,141,141,1.0,1,1,0,0
1,171,171,1.0,1,1,0,0
1,201,201,1.0,1,1,0,0
1,231,231,1.0,1,1,0,0
1,261,261,1.0,1,1,0,0
1,291,291,1.0,1,1,0,0
1,321,321,1.0,1,1,0,0
1,351,351,1.0,1,1,0,0
2,15,381,1.9173,1,1,1,0
2,45,411,1.7774,1,1,1,0
2,75,441,1.6565,1,1,1,0
2,105,471,1.551,1,1,1,0
2,135,501,1.4581,1,1,1,0
3,13,531,2.0636,1,2,1,0
3,43,561,1.9532,1,2,1,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
2,13,172,2.0,1,2,0,0
2,43,202,2.0,1,2,0,0
2,73,232,2.0,1,2,0,0
2,103,262,2.0,1,2,0,0
2,133,292,2.0,1,2,0,0
2,163,322,2.0,1,2,0,0
2,193,352,2.0,1,2,0,0
3,12,382,2.8685,1,3,0,0
3,42,412,2.6596,1,3,0,0
3,72,442,2.4791,1,3,0,0
3,102,472,2.3215,1,3,0,0
3,132,502,2.1828,1,3,0,0
3,162,532,2.0597,1,3,0,0
3,192,562,1.9497,1,3,0,0
4,24,592,2.4679,1,3,0,0
4,54,622,2.3489,1,3,0,0
1,45,45,1.0,1,1,0,0
1,75,75,1.0,1,1,0,0
1,105,105,1.0,1,1,0,0
1,135,135,1.0,1,1,0,0
2,29,165,2.0,1,1,1,0
2,59,195,2.0,1,1,1,0
2,89,225,2.0,1,1,1,0
2,119,255,2.0,1,1,1,0
2,149,285,2.0,1,1,1,0
3,2,315,3.0,1,1,1,0
3,32,345,3.0,1,1,1,0
3,62,375,2.922,1,1,1,0
3,92,405,2.7056,1,1,1,0
3,122,435,2.519,1,1,1,0
4,2,465,3.1419,1,1,1,0
4,32,495,2.9515,1,1,1,0
4,62,525,2.7829,1,1,1,0
4,92,555,2.6324,1,1,1,0
4,122,585,2.4974,1,1,1,0
1,18,18,1.0,1,1,1,0
1,48,48,1.0,1,1,1,0
1,78,78,1.0,1,1,1,0
1,108,108,1.0,1,1,1,0
1,138,138,1.0,1,1,1,0
2,14,168,2.0,1,2,1,0
2,44,198,2.0,1,2,1,0
2,74,228,2.0,1,2,1,0
2,104,258,2.0,1,2,1,0
2,134,288,2.0,1,2,1,0
3,20,318,3.0,1,2,1,0
3,50,348,3.0,1,2,1,0
3,80,378,2.8988,1,2,1,0
3,110,408,2.6857,1,2,1,0
3,140,438,2.5017,1,2,1,0
3,170,468,2.3413,1,2,1,0
3,200,498,2.2003,1,2,1,0
3,230,528,2.0753,1,2,1,0
3,260,558,1.9637,1,2,1,0
1,66,66,1.0,1,1,0,0
1,96,96,1.0,1,1,0,0
1,126,126,1.0,1,1,0,0
1,156,156,1.0,1,1,0,0
1,186,186,1.0,1,1,0,0
1,216,216,1.0,1,1,0,0
1,246,246,1.0,1,1,0,0
2,29,276,2.0,1,2,0,0
2,59,306,2.0,1,2,0,0
2,89,336,2.0,1,2,0,0
2,119,366,1.9959,1,2,0,0
2,149,396,1.8447,1,2,0,0
2,179,426,1.7148,1,2,0,0
2,209,456,1.602,1,2,0,0
2,239,486,1.5031,1,2,0,0
2,269,516,1.4157,1,2,0,0
2,299,546,1.3379,1,2,0,0
2,329,576,1.2682,1,2,0,0
2,359,606,1.2054,1,2,0,0
1,88,88,1.0,1,1,0,0
2,22,118,2.0,1,2,0,0
2,52,148,2.0,1,2,0,0
2,82,178,2.0,1,2,0,0
2,112,208,2.0,1,2,0,0
2,142,238,2.0,1,2,0,0
2,172,268,2.0,1,2,0,0
2,202,298,2.0,1,2,0,0
3,16,328,3.0,1,2,0,0
3,46,358,3.0,1,2,0,0
3,76,388,2.8241,1,2,0,0
3,106,418,2.6214,1,2,0,0
3,136,448,2.4459,1,2,0,0
3,166,478,2.2924,1,2,0,0
3,196,508,2.157,1,2,0,0
4,8,538,2.7156,1,3,0,0
4,38,568,2.5722,1,3,0,0
4,68,598,2.4431,1,3,0,0
4,98,628,2.3264,1,3,0,0
2,39,136,2.0,1,1,0,0
2,69,166,2.0,1,1,0,0
2,99,196,2.0,1,1,0,0
2,129,226,2.0,1,1,0,0
2,159,256,2.0,1,1,0,0
2,189,286,2.0,1,1,0,0
2,219,316,2.0,1,1,0,0
3,23,346,3.0,1,2,0,0
3,53,376,2.9142,1,2,0,0
3,83,406,2.6989,1,2,0,0
3,113,436,2.5132,1,2,0,0
3,143,466,2.3514,1,2,0,0
4,18,496,2.9456,1,2,0,0
4,48,526,2.7776,1,2,0,0
4,78,556,2.6277,1,2,0,0
4,108,586,2.4932,1,2,0,0
4,138,616,2.3718,1,2,0,0
4,168,646,2.2616,1,2,0,0
4,198,676,2.1612,1,2,0,0
2,39,136,2.0,1,1,0,0
2,69,166,2.0,1,1,0,0
2,99,196,2.0,1,1,0,0
2,129,226,2.0,1,1,0,0
2,159,256,2.0,1,1,0,0
2,189,286,2.0,1,1,0,0
2,219,316,2.0,1,1,0,0
3,23,346,3.0,1,2,0,0
3,53,376,2.9142,1,2,0,0
3,83,406,2.6989,1,2,0,0
3,113,436,2.5132,1,2,0,0
3,143,466,2.3514,1,2,0,0
4,18,496,2.9456,1,2,0,0
4,48,526,2.7776,1,2,0,0
4,78,556,2.6277,1,2,0,0
4,108,586,2.4932,1,2,0,0
4,138,616,2.3718,1,2,0,0
4,168,646,2.2616,1,2,0,0
4,198,676,2.1612,1,2,0,0
1,9,9,1.0,1,1,0,0
1,39,39,1.0,1,1,0,0
1,69,69,1.0,1,1,0,0
1,99,99,1.0,1,1,0,0
1,129,129,1.0,1,1,0,0
1,159,159,1.0,1,1,0,0
2,19,189,2.0,1,2,0,0
2,49,219,2.0,1,2,0,0
2,79,249,2.0,1,2,0,0
2,109,279,2.0,1,2,0,0
2,139,309,2.0,1,2,0,0
2,169,339,2.0,1,2,0,0
2,199,369,1.9797,1,2,0,0
2,229,399,1.8308,1,2,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
2,13,141,2.0,1,2,0,0
2,43,171,2.0,1,2,0,0
2,73,201,2.0,1,2,0,0
2,103,231,2.0,1,2,0,0
2,133,261,2.0,1,2,0,0
2,163,291,2.0,1,2,0,0
2,193,321,2.0,1,2,0,0
2,223,351,2.0,1,2,0,0
2,253,381,1.9173,1,2,0,0
2,283,411,1.7774,1,2,0,0
2,313,441,1.6565,1,2,0,0
2,343,471,1.551,1,2,0,0
2,373,501,1.4581,1,2,0,0
2,403,531,1.3757,1,2,0,0
2,433,561,1.3021,1,2,0,0
2,463,591,1.236,1,2,0,0
1,18,18,1.0,1,1,0,0
1,48,48,1.0,1,1,0,0
1,78,78,1.0,1,1,0,0
1,108,108,1.0,1,1,0,0
1,138,138,1.0,1,1,0,0
2,12,168,2.0,1,2,0,0
2,42,198,2.0,1,2,0,0
2,72,228,2.0,1,2,0,0
2,102,258,2.0,1,2,0,0
2,132,288,2.0,1,2,0,0
2,162,318,2.0,1,2,0,0
3,10,348,3.0,1,2,0,0
3,40,378,2.8988,1,2,0,0
1,18,18,1.0,1,1,0,0
1,48,48,1.0,1,1,0,0
1,78,78,1.0,1,1,0,0
1,108,108,1.0,1,1,0,0
1,138,138,1.0,1,1,0,0
2,12,168,2.0,1,2,0,0
2,42,198,2.0,1,2,0,0
2,72,228,2.0,1,2,0,0
2,102,258,2.0,1,2,0,0
2,132,288,2.0,1,2,0,0
2,162,318,2.0,1,2,0,0
3,10,348,3.0,1,2,0,0
3,40,378,2.8988,1,2,0,0
1,108,108,1.0,1,1,1,0
2,8,138,2.0,1,2,1,0
2,38,168,2.0,1,2,1,0
3,15,198,3.0,1,2,1,0
3,45,228,3.0,1,2,1,0
3,75,258,3.0,1,2,1,0
3,105,288,3.0,1,2,1,0
3,135,318,3.0,1,2,1,0
3,165,348,3.0,1,2,1,0
3,195,378,2.8988,1,2,1,0
3,225,408,2.6857,1,2,1,0
4,11,438,3.3356,1,3,1,0
4,41,468,3.1218,1,3,1,0
4,71,498,2.9337,1,3,1,0
4,101,528,2.767,1,3,1,0
4,131,558,2.6183,1,3,1,0
4,161,588,2.4847,1,3,1,0
4,191,618,2.3641,1,3,1,0
4,221,648,2.2546,1,3,1,0
2,61,189,2.0,1,2,0,0
2,91,219,2.0,1,2,0,0
2,121,249,2.0,1,2,0,0
2,151,279,2.0,1,2,0,0
2,181,309,2.0,1,2,0,0
2,211,339,2.0,1,2,0,0
2,241,369,1.9797,1,2,0,0
2,271,399,1.8308,1,2,0,0
2,301,429,1.7028,1,2,0,0
2,331,459,1.5915,1,2,0,0
2,361,489,1.4939,1,2,0,0
2,391,519,1.4075,1,2,0,0
2,421,549,1.3306,1,2,0,0
2,451,579,1.2617,1,2,0,0
2,481,609,1.1995,1,2,0,0
2,511,639,1.1432,1,2,0,0
2,541,669,1.0919,1,2,0,0
2,571,699,1.0451,1,2,0,0
2,601,729,1.0021,1,2,0,0
1,52,52,1.0,1,1,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
1,172,172,1.0,1,1,0,0
1,202,202,1.0,1,1,0,0
1,232,232,1.0,1,1,0,0
2,17,262,2.0,1,2,0,0
2,47,292,2.0,1,2,0,0
2,77,322,2.0,1,2,0,0
2,107,352,2.0,1,2,0,0
3,22,382,2.8685,1,2,0,0
3,52,412,2.6596,1,2,0,0
3,82,442,2.4791,1,2,0,0
3,112,472,2.3215,1,2,0,0
3,142,502,2.1828,1,2,0,0
3,172,532,2.0597,1,2,0,0
3,202,562,1.9497,1,2,0,0
3,232,592,1.8509,1,2,0,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
1,160,160,1.0,1,1,0,0
1,190,190,1.0,1,1,0,0
2,11,220,2.0,1,2,0,0
2,41,250,2.0,1,2,0,0
2,71,280,2.0,1,2,0,0
2,101,310,2.0,1,2,0,0
2,131,340,2.0,1,2,0,0
2,161,370,1.9743,1,2,0,0
2,191,400,1.8263,1,2,0,0
3,10,430,2.5483,1,2,0,0
3,40,460,2.3821,1,2,0,0
3,70,490,2.2362,1,2,0,0
1,11,11,1.0,1,1,0,0
1,41,41,1.0,1,1,0,0
1,71,71,1.0,1,1,0,0
1,101,101,1.0,1,1,0,0
1,131,131,1.0,1,1,0,0
1,161,161,1.0,1,1,0,0
1,191,191,1.0,1,1,0,0
1,221,221,1.0,1,1,0,0
2,17,251,2.0,1,1,1,0
2,47,281,2.0,1,1,1,0
2,77,311,2.0,1,1,1,0
2,107,341,2.0,1,1,1,0
3,3,371,2.9535,1,1,1,0
3,33,401,2.7325,1,1,1,0
3,63,431,2.5423,1,1,1,0
3,93,461,2.3769,1,1,1,0
3,123,491,2.2317,1,1,1,0
1,11,11,1.0,1,1,0,0
1,41,41,1.0,1,1,0,0
1,71,71,1.0,1,1,0,0
1,101,101,1.0,1,1,0,0
1,131,131,1.0,1,1,0,0
1,161,161,1.0,1,1,0,0
1,191,191,1.0,1,1,0,0
1,221,221,1.0,1,1,0,0
2,17,251,2.0,1,1,1,0
2,47,281,2.0,1,1,1,0
2,77,311,2.0,1,1,1,0
2,107,341,2.0,1,1,1,0
3,3,371,2.9535,1,1,1,0
3,33,401,2.7325,1,1,1,0
3,63,431,2.5423,1,1,1,0
3,93,461,2.3769,1,1,1,0
3,123,491,2.2317,1,1,1,0
2,13,155,2.0,1,1,0,0
2,43,185,2.0,1,1,0,0
2,73,215,2.0,1,1,0,0
2,103,245,2.0,1,1,0,0
2,133,275,2.0,1,1,0,0
2,163,305,2.0,1,1,0,0
2,193,335,2.0,1,1,0,0
2,223,365,2.0,1,1,0,0
2,253,395,1.8494,1,1,0,0
2,283,425,1.7188,1,1,0,0
2,313,455,1.6055,1,1,0,0
2,343,485,1.5062,1,1,0,0
2,373,515,1.4184,1,1,0,0
2,403,545,1.3404,1,1,0,0
2,433,575,1.2704,1,1,0,0
2,463,605,1.2074,1,1,0,0
2,493,635,1.1504,1,1,0,0
2,523,665,1.0985,1,1,0,0
2,553,695,1.0511,1,1,0,0
2,13,155,2.0,1,1,0,0
2,43,185,2.0,1,1,0,0
2,73,215,2.0,1,1,0,0
2,103,245,2.0,1,1,0,0
2,133,275,2.0,1,1,0,0
2,163,305,2.0,1,1,0,0
2,193,335,2.0,1,1,0,0
2,223,365,2.0,1,1,0,0
2,253,395,1.8494,1,1,0,0
2,283,425,1.7188,1,1,0,0
2,313,455,1.6055,1,1,0,0
2,343,485,1.5062,1,1,0,0
2,373,515,1.4184,1,1,0,0
2,403,545,1.3404,1,1,0,0
2,433,575,1.2704,1,1,0,0
2,463,605,1.2074,1,1,0,0
2,493,635,1.1504,1,1,0,0
2,523,665,1.0985,1,1,0,0
2,553,695,1.0511,1,1,0,0
1,22,22,1.0,1,1,0,0
1,52,52,1.0,1,1,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
2,26,142,2.0,1,2,0,0
2,56,172,2.0,1,2,0,0
2,86,202,2.0,1,2,0,0
2,116,232,2.0,1,2,0,0
2,146,262,2.0,1,2,0,0
2,176,292,2.0,1,2,0,0
2,206,322,2.0,1,2,0,0
3,21,352,3.0,1,3,0,0
3,51,382,2.8685,1,3,0,0
3,81,412,2.6596,1,3,0,0
1,54,54,1.0,1,1,0,0
1,84,84,1.0,1,1,0,0
1,114,114,1.0,1,1,0,0
1,144,144,1.0,1,1,0,0
2,28,174,2.0,1,1,0,0
2,58,204,2.0,1,1,0,0
2,88,234,2.0,1,1,0,0
2,118,264,2.0,1,1,0,0
2,148,294,2.0,1,1,0,0
2,178,324,2.0,1,1,0,0
2,208,354,2.0,1,1,0,0
2,238,384,1.9023,1,1,0,0
2,268,414,1.7645,1,1,0,0
2,298,444,1.6453,1,1,0,0
2,328,474,1.5411,1,1,0,0
2,358,504,1.4494,1,1,0,0
2,388,534,1.368,1,1,0,0
2,418,564,1.2952,1,1,0,0
2,448,594,1.2298,1,1,0,0
2,28,133,2.0,1,1,0,0
2,58,163,2.0,1,1,0,0
2,88,193,2.0,1,1,0,0
2,118,223,2.0,1,1,0,0
2,148,253,2.0,1,1,0,0
2,178,283,2.0,1,1,0,0
2,208,313,2.0,1,1,0,0
2,238,343,2.0,1,1,0,0
2,268,373,1.9584,1,1,0,0
2,298,403,1.8127,1,1,0,0
2,328,433,1.6871,1,1,0,0
2,358,463,1.5778,1,1,0,0
2,388,493,1.4817,1,1,0,0
2,418,523,1.3967,1,1,0,0
2,448,553,1.321,1,1,0,0
2,478,583,1.253,1,1,0,0
2,508,613,1.1917,1,1,0,0
2,538,643,1.1361,1,1,0,0
2,568,673,1.0854,1,1,0,0
1,15,15,1.0,1,1,0,0
1,45,45,1.0,1,1,0,0
1,75,75,1.0,1,1,0,0
2,16,105,2.0,1,1,0,0
2,46,135,2.0,1,1,0,0
2,76,165,2.0,1,1,0,0
2,106,195,2.0,1,1,0,0
2,136,225,2.0,1,1,0,0
2,166,255,2.0,1,1,0,0
2,196,285,2.0,1,1,0,0
2,226,315,2.0,1,1,0,0
2,256,345,2.0,1,1,0,0
2,286,375,1.948,1,1,0,0
2,316,405,1.8037,1,1,0,0
2,346,435,1.6793,1,1,0,0
2,376,465,1.571,1,1,0,0
2,406,495,1.4758,1,1,0,0
2,13,102,2.0,1,2,1,0
2,43,132,2.0,1,2,1,0
2,73,162,2.0,1,2,1,0
2,103,192,2.0,1,2,1,0
2,133,222,2.0,1,2,1,0
2,163,252,2.0,1,2,1,0
2,193,282,2.0,1,2,1,0
2,223,312,2.0,1,2,1,0
2,253,342,2.0,1,2,1,0
2,283,372,1.9637,1,2,1,0
2,313,402,1.8172,1,2,1,0
2,343,432,1.691,1,2,1,0
2,373,462,1.5812,1,2,1,0
2,403,492,1.4848,1,2,1,0
2,433,522,1.3994,1,2,1,0
2,463,552,1.3234,1,2,1,0
2,493,582,1.2552,1,2,1,0
2,523,612,1.1936,1,2,1,0
2,553,642,1.1379,1,2,1,0
1,126,126,1.0,1,1,0,0
2,15,156,2.0,1,2,0,0
2,45,186,2.0,1,2,0,0
2,75,216,2.0,1,2,0,0
2,105,246,2.0,1,2,0,0
2,135,276,2.0,1,2,0,0
2,165,306,2.0,1,2,0,0
2,195,336,2.0,1,2,0,0
2,225,366,1.9959,1,2,0,0
2,255,396,1.8447,1,2,0,0
2,285,426,1.7148,1,2,0,0
2,315,456,1.602,1,2,0,0
2,345,486,1.5031,1,2,0,0
2,375,516,1.4157,1,2,0,0
2,405,546,1.3379,1,2,0,0
2,435,576,1.2682,1,2,0,0
2,465,606,1.2054,1,2,0,0
2,495,636,1.1486,1,2,0,0
2,525,666,1.0968,1,2,0,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
2,21,111,2.0,1,2,0,0
2,51,141,2.0,1,2,0,0
2,81,171,2.0,1,2,0,0
2,111,201,2.0,1,2,0,0
2,141,231,2.0,1,2,0,0
2,171,261,2.0,1,2,0,0
3,9,291,3.0,1,2,0,0
3,39,321,3.0,1,2,0,0
3,69,351,3.0,1,2,0,0
3,99,381,2.876,1,2,0,0
1,123,123,1.0,1,1,0,0
1,153,153,1.0,1,1,0,0
1,183,183,1.0,1,1,0,0
2,19,213,2.0,1,1,0,0
2,49,243,2.0,1,1,0,0
2,79,273,2.0,1,1,0,0
2,109,303,2.0,1,1,0,0
2,139,333,2.0,1,1,0,0
2,169,363,2.0,1,1,0,0
2,199,393,1.8588,1,1,0,0
2,229,423,1.727,1,1,0,0
2,259,453,1.6126,1,1,0,0
2,289,483,1.5124,1,1,0,0
2,319,513,1.424,1,1,0,0
2,349,543,1.3453,1,1,0,0
2,379,573,1.2749,1,1,0,0
2,409,603,1.2114,1,1,0,0
2,439,633,1.154,1,1,0,0
2,469,663,1.1018,1,1,0,0
1,72,72,1.0,1,1,0,0
2,1,102,2.0,1,2,0,0
2,31,132,2.0,1,2,0,0
2,61,162,2.0,1,2,0,0
2,91,192,2.0,1,2,0,0
2,121,222,2.0,1,2,0,0
2,151,252,2.0,1,2,0,0
3,26,282,3.0,1,2,0,0
3,56,312,3.0,1,2,0,0
3,86,342,3.0,1,2,0,0
3,116,372,2.9456,1,2,0,0
3,146,402,2.7257,1,2,0,0
3,176,432,2.5365,1,2,0,0
3,206,462,2.3718,1,2,0,0
3,236,492,2.2271,1,2,0,0
3,266,522,2.0991,1,2,0,0
3,296,552,1.9851,1,2,0,0
3,326,582,1.8827,1,2,0,0
3,356,612,1.7904,1,2,0,0
1,123,123,1.0,1,1,0,0
1,153,153,1.0,1,1,0,0
1,183,183,1.0,1,1,0,0
1,213,213,1.0,1,1,0,0
2,1,243,2.0,1,2,0,0
2,31,273,2.0,1,2,0,0
2,61,303,2.0,1,2,0,0
2,91,333,2.0,1,2,0,0
2,121,363,2.0,1,2,0,0
3,2,393,2.7882,1,2,0,0
3,32,423,2.5904,1,2,0,0
3,62,453,2.4189,1,2,0,0
3,92,483,2.2686,1,2,0,0
3,122,513,2.136,1,2,0,0
3,152,543,2.018,1,2,0,0
4,12,573,2.5497,1,2,0,0
4,42,603,2.4229,1,2,0,0
4,72,633,2.3081,1,2,0,0
4,102,663,2.2036,1,2,0,0
1,176,176,1.0,1,1,0,0
2,24,206,2.0,1,1,0,0
2,54,236,2.0,1,1,0,0
3,26,266,3.0,1,1,0,0
3,56,296,3.0,1,1,0,0
3,86,326,3.0,1,1,0,0
3,116,356,3.0,1,1,0,0
3,146,386,2.8387,1,1,0,0
3,176,416,2.634,1,1,0,0
4,17,446,3.2758,1,1,1,0
4,47,476,3.0693,1,1,1,0
4,77,506,2.8874,1,1,1,0
4,107,536,2.7257,1,1,1,0
4,137,566,2.5813,1,1,1,0
4,167,596,2.4513,1,1,1,0
4,197,626,2.3339,1,1,1,0
4,227,656,2.2271,1,1,1,0
4,257,686,2.1297,1,1,1,0
4,287,716,2.0405,1,1,1,0
