row_key,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,std_6,std_12,accel_3_12,accel_1_12,head_state_lag_1,head_state_roll_3,state_lag_1,state_roll_3,head_state_share,district_roll_3,district_accel,detected_share_lag_1,detected_roll_6,population_m,literacy_pct,urban_pct,pop_density_k,days_in_month,target_spike
29-2-2025-10,29,2,24309,10,8,5,5,8,6.0,4.5,5.417,19,0.4211,2.062,2.29,1.1077,1.4769,394,422.67,1104,1169.33,0.3569,13.33,1.3988,0.5,2.33,1.267,69.2,25.1,0.354,31,1
29-2-2025-11,29,2,24310,11,9,8,5,10,7.333,5.833,5.5,18,0.5,1.951,2.398,1.3333,1.6364,979,602.33,1707,1341.67,0.5735,16.67,1.3012,0.3333,2.67,1.267,69.2,25.1,0.354,30,0
29-2-2025-12,29,2,24311,12,8,9,8,4,8.333,6.5,5.333,17,0.4706,1.893,2.134,1.5625,1.5,1016,796.33,1697,1502.67,0.5987,18.0,1.2439,0.375,2.83,1.267,69.2,25.1,0.354,31,0
29-2-2026-01,29,2,24312,1,7,8,9,6,8.0,7.0,5.583,8,0.875,1.528,2.139,1.4328,1.2537,513,836.0,1284,1562.67,0.3995,14.33,0.6,0.2857,3.0,1.267,69.2,25.1,0.354,31,0
29-2-2026-02,29,2,24313,2,7,7,8,4,7.333,7.333,5.667,25,0.28,1.247,2.173,1.2941,1.2353,860,796.33,2265,1748.67,0.3797,16.67,1.7751,0.8571,3.5,1.267,69.2,25.1,0.354,28,0
29-2-2026-03,29,2,24314,3,5,7,7,6,6.333,7.333,5.75,19,0.2632,1.247,2.126,1.1014,0.8696,793,722.0,2094,1881.0,0.3787,17.33,1.2737,0.8,3.67,1.267,69.2,25.1,0.354,31,1
29-2-2026-04,29,2,24315,4,13,5,7,1,8.333,8.167,6.333,35,0.3714,2.478,2.925,1.3158,2.0526,904,852.33,2455,2271.33,0.3682,26.33,2.0896,0.6923,4.5,1.267,69.2,25.1,0.354,30,0
29-2-2026-05,29,2,24316,5,6,13,5,4,8.0,7.667,6.75,22,0.2727,2.56,2.454,1.1852,0.8889,870,855.67,2324,2291.0,0.3744,25.33,1.2336,0.6667,4.67,1.267,69.2,25.1,0.354,31,0
29-2-2026-06,29,2,24317,6,10,6,13,4,9.667,8.0,7.25,32,0.3125,2.708,2.454,1.3333,1.3793,953,909.0,2456,2411.67,0.388,29.67,1.6552,0.3,4.67,1.267,69.2,25.1,0.354,30,1
29-4-2026-04,29,4,24315,4,7,6,3,3,5.333,3.5,2.917,35,0.2,2.5,2.178,1.8286,2.4,465,410.0,2455,2271.33,0.1894,26.33,2.0896,0.5714,2.17,1.267,69.2,25.1,0.354,30,0
29-4-2026-05,29,4,24316,5,5,7,6,2,6.0,3.667,3.083,22,0.2273,2.56,2.253,1.9459,1.6216,431,423.67,2324,2291.0,0.1855,25.33,1.2336,0.2,1.83,1.267,69.2,25.1,0.354,31,0
29-4-2026-06,29,4,24317,6,7,5,7,5,6.333,4.667,3.5,32,0.2188,2.494,2.466,1.8095,2.0,434,443.33,2456,2411.67,0.1767,29.67,1.6552,0.5714,2.5,1.267,69.2,25.1,0.354,30,0
3-1-2024-02,3,1,24289,2,15,9,17,12,13.667,12.167,12.0,74,0.2027,3.287,3.342,1.1389,1.25,146,158.67,1240,1432.33,0.1177,94.33,0.9507,0.7333,6.67,3.511,72.8,41.5,0.512,28,0
3-1-2024-03,3,1,24290,3,9,15,9,10,11.0,12.167,11.75,65,0.1385,3.287,3.443,0.9362,0.766,168,162.33,1148,1225.0,0.1463,73.67,0.8423,0.2222,6.0,3.511,72.8,41.5,0.512,31,0
3-1-2024-04,3,1,24291,4,8,9,15,8,10.667,12.0,11.583,64,0.125,3.464,3.57,0.9209,0.6906,170,161.33,1171,1186.33,0.1452,67.67,0.8458,0.375,6.0,3.511,72.8,41.5,0.512,30,0
3-1-2024-05,3,1,24292,5,13,8,9,9,10.0,11.833,12.0,79,0.1646,3.387,3.416,0.8333,1.0833,182,173.33,1175,1164.67,0.1549,69.33,1.0161,0.3077,5.33,3.511,72.8,41.5,0.512,31,0
3-1-2024-06,3,1,24293,6,9,13,8,14,10.0,10.5,12.0,81,0.1111,2.566,3.416,0.8333,0.75,174,175.33,1270,1205.33,0.137,74.67,1.0199,0.6667,5.0,3.511,72.8,41.5,0.512,30,0
3-1-2024-07,3,1,24294,7,7,9,13,18,9.667,10.167,11.417,73,0.0959,2.853,3.616,0.8467,0.6131,147,167.67,1177,1207.33,0.1249,77.67,0.904,0.5714,5.0,3.511,72.8,41.5,0.512,31,0
3-1-2024-08,3,1,24295,8,9,7,9,9,8.333,9.167,10.667,65,0.1385,1.863,3.064,0.7813,0.8438,149,156.67,1103,1183.33,0.1351,73.0,0.8125,0.4444,3.83,3.511,72.8,41.5,0.512,31,0
3-1-2024-09,3,1,24296,9,7,9,7,9,7.667,8.833,10.5,73,0.0959,2.034,3.202,0.7302,0.6667,169,155.0,1214,1164.67,0.1392,70.33,0.9022,0.2857,3.83,3.511,72.8,41.5,0.512,30,0
3-1-2024-10,3,1,24297,10,8,7,9,14,8.0,8.833,10.417,73,0.1096,2.034,3.252,0.768,0.768,135,151.0,1190,1169.0,0.1134,70.33,0.8985,0.875,4.5,3.511,72.8,41.5,0.512,31,0
3-1-2024-11,3,1,24298,11,10,8,7,17,8.333,8.333,10.083,106,0.0943,1.106,3.068,0.8264,0.9917,154,152.67,1701,1368.33,0.0905,84.0,1.3222,0.6,4.83,3.511,72.8,41.5,0.512,30,0
3-1-2024-12,3,1,24299,12,11,10,8,9,9.667,8.667,9.583,119,0.0924,1.491,2.29,1.0087,1.1478,175,154.67,1744,1545.0,0.1003,99.33,1.4969,0.5455,4.83,3.511,72.8,41.5,0.512,31,0
3-1-2025-01,3,1,24300,1,8,11,10,15,9.667,8.833,9.5,84,0.0952,1.344,2.327,1.0175,0.8421,151,160.0,1290,1578.33,0.1171,103.0,1.0544,0.75,5.17,3.511,72.8,41.5,0.512,31,0
3-1-2025-02,3,1,24301,2,7,8,11,9,8.667,8.5,8.833,59,0.1186,1.5,1.724,0.9811,0.7925,162,162.67,1210,1414.67,0.1339,87.33,0.7524,0.5714,5.17,3.511,72.8,41.5,0.512,28,0
3-1-2025-03,3,1,24302,3,5,7,8,8,6.667,8.167,8.5,58,0.0862,1.951,2.021,0.7843,0.5882,131,148.0,1077,1192.33,0.1216,67.0,0.7452,0.6,5.33,3.511,72.8,41.5,0.512,31,1
3-1-2025-04,3,1,24303,4,13,5,7,13,8.333,9.0,8.917,87,0.1494,2.646,2.361,0.9346,1.4579,159,150.67,1168,1151.67,0.1361,68.0,1.0909,0.7692,5.83,3.511,72.8,41.5,0.512,30,1
3-1-2025-05,3,1,24304,5,14,13,5,9,10.667,9.667,9.0,76,0.1842,3.249,2.517,1.1852,1.5556,199,163.0,1168,1137.67,0.1704,73.67,0.956,0.5714,6.17,3.511,72.8,41.5,0.512,31,0
3-1-2025-06,3,1,24305,6,11,14,13,7,12.667,9.667,9.167,70,0.1571,3.249,2.577,1.3818,1.2,183,180.33,1190,1175.33,0.1538,77.67,0.8908,0.6364,6.33,3.511,72.8,41.5,0.512,30,0
3-1-2025-07,3,1,24306,7,9,11,14,9,11.333,9.833,9.333,66,0.1364,3.184,2.494,1.2143,0.9643,149,177.0,1187,1181.67,0.1255,70.67,0.8462,0.5556,6.17,3.511,72.8,41.5,0.512,31,0
3-1-2025-08,3,1,24307,8,5,9,11,7,8.333,9.5,9.0,67,0.0746,3.547,2.769,0.9259,0.5556,171,167.67,1190,1189.0,0.1437,67.67,0.8571,0.2,5.67,3.511,72.8,41.5,0.512,31,0
3-1-2025-09,3,1,24308,9,9,5,9,8,7.667,10.167,9.167,65,0.1385,2.967,2.703,0.8364,0.9818,146,155.33,1214,1197.0,0.1203,66.0,0.8387,0.4444,5.83,3.511,72.8,41.5,0.512,30,1
3-1-2025-10,3,1,24309,10,12,9,5,10,8.667,10.0,9.5,65,0.1846,2.828,2.784,0.9123,1.2632,155,157.33,1104,1169.33,0.1404,65.67,0.846,0.75,5.67,3.511,72.8,41.5,0.512,31,0
3-1-2025-11,3,1,24310,11,10,12,9,11,10.333,9.333,9.5,110,0.0909,2.211,2.784,1.0877,1.0526,160,153.67,1707,1341.67,0.0937,80.0,1.4255,0.6,5.33,3.511,72.8,41.5,0.512,30,0
3-1-2025-12,3,1,24311,12,10,10,12,8,10.667,9.167,9.417,109,0.0917,2.115,2.753,1.1327,1.0619,157,157.33,1697,1502.67,0.0925,94.67,1.4279,0.7,5.33,3.511,72.8,41.5,0.512,31,0
3-1-2026-01,3,1,24312,1,11,10,10,7,10.333,9.5,9.667,84,0.131,2.217,2.749,1.069,1.1379,152,156.33,1284,1562.67,0.1184,101.0,1.1004,0.6364,5.67,3.511,72.8,41.5,0.512,31,1
3-1-2026-02,3,1,24313,2,24,11,10,5,15.0,12.667,11.083,141,0.1702,5.153,4.699,1.3534,2.1654,331,213.33,2265,1748.67,0.1461,111.33,1.6954,0.375,7.0,3.511,72.8,41.5,0.512,28,0
3-1-2026-03,3,1,24314,3,16,24,11,13,17.0,13.833,12.0,115,0.1391,4.981,4.491,1.4167,1.3333,291,258.0,2094,1881.0,0.139,113.33,1.3081,0.8125,8.5,3.511,72.8,41.5,0.512,31,0
3-1-2026-04,3,1,24315,4,21,16,24,14,20.333,15.333,12.667,159,0.1321,5.528,5.137,1.6053,1.6579,371,331.0,2455,2271.33,0.1511,138.33,1.693,0.5714,9.0,3.511,72.8,41.5,0.512,30,0
3-1-2026-05,3,1,24316,5,27,21,16,11,21.333,18.167,13.75,152,0.1776,6.362,6.495,1.5515,1.9636,331,331.0,2324,2291.0,0.1424,142.0,1.5162,0.5185,10.33,3.511,72.8,41.5,0.512,31,0
3-1-2026-06,3,1,24317,6,21,27,21,9,23.0,20.0,14.583,141,0.1489,5.228,6.726,1.5771,1.44,356,352.67,2456,2411.67,0.145,150.67,1.3281,0.381,10.5,3.511,72.8,41.5,0.512,30,0
3-2-2024-02,3,2,24289,2,31,40,71,27,47.333,43.167,33.583,74,0.4189,15.952,14.958,1.4094,0.9231,492,690.0,1240,1432.33,0.3968,94.33,0.9507,0.5484,25.33,3.511,72.8,41.5,0.512,28,0
3-2-2024-03,3,2,24290,3,21,31,40,28,30.667,41.833,33.083,65,0.3231,17.353,15.267,0.927,0.6348,425,477.67,1148,1225.0,0.3702,73.67,0.8423,0.4762,24.17,3.511,72.8,41.5,0.512,31,0
3-2-2024-04,3,2,24291,4,23,21,31,23,25.0,40.667,32.667,64,0.3594,18.318,15.467,0.7653,0.7041,437,451.33,1171,1186.33,0.3732,67.67,0.8458,0.6522,24.0,3.511,72.8,41.5,0.512,30,0
3-2-2024-05,3,2,24292,5,19,23,21,22,21.0,34.167,32.333,79,0.2405,17.93,15.713,0.6495,0.5876,421,427.67,1175,1164.67,0.3583,69.33,1.0161,0.7368,20.0,3.511,72.8,41.5,0.512,31,0
3-2-2024-06,3,2,24293,6,27,19,23,19,23.0,26.833,32.75,81,0.3333,7.081,15.498,0.7023,0.8244,495,451.0,1270,1205.33,0.3898,74.67,1.0199,0.5556,14.83,3.511,72.8,41.5,0.512,30,0
3-2-2024-07,3,2,24294,7,29,27,19,25,25.0,25.0,33.583,73,0.3973,4.32,14.997,0.7444,0.8635,451,455.67,1177,1207.33,0.3832,77.67,0.904,0.4138,13.83,3.511,72.8,41.5,0.512,31,0
3-2-2024-08,3,2,24295,8,20,29,27,29,25.333,23.167,33.167,65,0.3077,3.67,15.296,0.7638,0.603,424,456.67,1103,1183.33,0.3844,73.0,0.8125,0.65,13.17,3.511,72.8,41.5,0.512,31,0
3-2-2024-09,3,2,24296,9,30,20,29,30,26.333,24.667,33.25,73,0.411,4.269,15.276,0.792,0.9023,472,449.0,1214,1164.67,0.3888,70.33,0.9022,0.5667,14.33,3.511,72.8,41.5,0.512,30,0
3-2-2024-10,3,2,24297,10,27,30,20,58,25.667,25.333,33.0,73,0.3699,4.269,15.351,0.7778,0.8182,445,447.0,1190,1169.0,0.3739,70.33,0.8985,0.4815,14.0,3.511,72.8,41.5,0.512,31,1
3-2-2024-11,3,2,24298,11,57,27,30,71,38.0,31.667,32.917,106,0.5377,11.771,15.218,1.1544,1.7316,967,628.0,1701,1368.33,0.5685,84.0,1.3222,0.4386,15.83,3.511,72.8,41.5,0.512,30,1
3-2-2024-12,3,2,24299,12,69,57,27,40,51.0,38.667,32.75,119,0.5798,17.839,14.805,1.5573,2.1069,992,801.33,1744,1545.0,0.5688,99.33,1.4969,0.4783,18.83,3.511,72.8,41.5,0.512,31,0
3-2-2025-01,3,2,24300,1,36,69,57,31,54.0,39.833,32.417,84,0.4286,17.392,14.683,1.6658,1.1105,553,837.33,1290,1578.33,0.4287,103.0,1.0544,0.4722,19.67,3.511,72.8,41.5,0.512,31,0
3-2-2025-02,3,2,24301,2,17,36,69,21,40.667,39.333,31.25,59,0.2881,17.988,15.292,1.3013,0.544,452,665.67,1210,1414.67,0.3736,87.33,0.7524,0.5882,19.17,3.511,72.8,41.5,0.512,28,0
3-2-2025-03,3,2,24302,3,27,17,36,23,26.667,38.833,31.75,58,0.4655,18.279,15.045,0.8399,0.8504,425,476.67,1077,1192.33,0.3946,67.0,0.7452,0.5926,19.0,3.511,72.8,41.5,0.512,31,0
3-2-2025-04,3,2,24303,4,28,27,17,19,24.0,39.0,32.167,87,0.3218,18.175,14.865,0.7461,0.8705,407,428.0,1168,1151.67,0.3485,68.0,1.0909,0.25,18.0,3.511,72.8,41.5,0.512,30,0
3-2-2025-05,3,2,24304,5,20,28,27,27,25.0,32.833,32.25,76,0.2632,17.276,14.794,0.7752,0.6202,426,419.33,1168,1137.67,0.3647,73.67,0.956,0.4,15.17,3.511,72.8,41.5,0.512,31,0
3-2-2025-06,3,2,24305,6,18,20,28,29,22.0,24.333,31.5,70,0.2571,6.7,15.262,0.6984,0.5714,427,420.0,1190,1175.33,0.3588,77.67,0.8908,0.4444,11.0,3.511,72.8,41.5,0.512,30,0
3-2-2025-07,3,2,24306,7,25,18,20,20,21.0,22.5,31.167,66,0.3788,4.349,15.356,0.6738,0.8021,450,434.33,1187,1181.67,0.3791,70.67,0.8462,0.68,11.0,3.511,72.8,41.5,0.512,31,0
3-2-2025-08,3,2,24307,8,23,25,18,30,22.0,23.5,31.417,67,0.3433,3.594,15.196,0.7003,0.7321,440,439.0,1190,1189.0,0.3697,67.67,0.8571,0.5217,11.33,3.511,72.8,41.5,0.512,31,0
3-2-2025-09,3,2,24308,9,24,23,25,27,24.0,23.0,30.917,65,0.3692,3.266,15.332,0.7763,0.7763,434,441.33,1214,1197.0,0.3575,66.0,0.8387,0.375,10.17,3.511,72.8,41.5,0.512,30,0
3-2-2025-10,3,2,24309,10,22,24,23,57,23.0,22.0,30.5,65,0.3385,2.38,15.5,0.7541,0.7213,394,422.67,1104,1169.33,0.3569,65.67,0.846,0.6364,11.33,3.511,72.8,41.5,0.512,31,1
3-2-2025-11,3,2,24310,11,62,22,24,69,36.0,29.0,30.917,110,0.5636,14.922,16.256,1.1644,2.0054,979,602.33,1707,1341.67,0.5735,80.0,1.4255,0.5,15.17,3.511,72.8,41.5,0.512,30,1
3-2-2025-12,3,2,24311,12,68,62,22,36,50.667,37.333,30.833,109,0.6239,19.661,16.062,1.6432,2.2054,1016,796.33,1697,1502.67,0.5987,94.67,1.4279,0.5735,20.33,3.511,72.8,41.5,0.512,31,0
3-2-2026-01,3,2,24312,1,36,68,62,17,55.333,39.167,30.833,84,0.4286,18.925,16.062,1.7946,1.1676,513,836.0,1284,1562.67,0.3995,101.0,1.1004,0.6667,21.5,3.511,72.8,41.5,0.512,31,0
3-2-2026-02,3,2,24313,2,53,36,68,27,52.333,44.167,33.833,141,0.3759,17.93,16.552,1.5468,1.5665,860,796.33,2265,1748.67,0.3797,111.33,1.6954,0.566,24.5,3.511,72.8,41.5,0.512,28,0
3-2-2026-03,3,2,24314,3,49,53,36,28,46.0,48.333,35.667,115,0.4261,15.499,16.908,1.2897,1.3738,793,722.0,2094,1881.0,0.3787,113.33,1.3081,0.5306,27.33,3.511,72.8,41.5,0.512,31,0
3-2-2026-04,3,2,24315,4,59,49,53,20,53.667,54.5,38.25,159,0.3711,10.275,17.88,1.4031,1.5425,904,852.33,2455,2271.33,0.3682,138.33,1.693,0.4746,29.67,3.511,72.8,41.5,0.512,30,0
3-2-2026-05,3,2,24316,5,60,59,49,18,56.0,54.167,41.583,152,0.3947,10.057,17.895,1.3467,1.4429,870,855.67,2324,2291.0,0.3744,142.0,1.5162,0.5333,29.83,3.511,72.8,41.5,0.512,31,0
3-2-2026-06,3,2,24317,6,57,60,59,25,58.667,52.333,44.833,141,0.4043,8.199,16.827,1.3086,1.2714,953,909.0,2456,2411.67,0.388,150.67,1.3281,0.5965,29.0,3.511,72.8,41.5,0.512,30,0
3-3-2024-02,3,3,24289,2,8,8,6,6,7.333,5.667,5.25,74,0.1081,1.886,2.087,1.3968,1.5238,105,102.0,1240,1432.33,0.0847,94.33,0.9507,0.875,3.5,3.511,72.8,41.5,0.512,28,0
3-3-2024-03,3,3,24290,3,6,8,8,8,7.333,6.167,5.25,65,0.0923,1.462,2.087,1.3968,1.1429,80,96.67,1148,1225.0,0.0697,73.67,0.8423,0.6667,3.83,3.511,72.8,41.5,0.512,31,0
3-3-2024-04,3,3,24291,4,9,6,8,4,7.667,6.833,5.333,64,0.1406,1.675,2.211,1.4375,1.6875,100,95.0,1171,1186.33,0.0854,67.67,0.8458,0.6667,4.67,3.511,72.8,41.5,0.512,30,0
3-3-2024-05,3,3,24292,5,8,9,6,4,7.667,7.5,5.667,79,0.1013,1.118,2.285,1.3529,1.4118,92,90.67,1175,1164.67,0.0783,69.33,1.0161,0.75,5.0,3.511,72.8,41.5,0.512,31,0
3-3-2024-06,3,3,24293,6,8,8,9,1,8.333,7.833,6.0,81,0.0988,0.898,2.309,1.3889,1.3333,87,93.0,1270,1205.33,0.0685,74.67,1.0199,0.125,4.67,3.511,72.8,41.5,0.512,30,0
3-3-2024-07,3,3,24294,7,7,8,8,6,7.667,7.667,6.5,73,0.0959,0.943,1.756,1.1795,1.0769,105,94.67,1177,1207.33,0.0892,77.67,0.904,0.7143,4.83,3.511,72.8,41.5,0.512,31,0
3-3-2024-08,3,3,24295,8,6,7,8,3,7.0,7.333,6.5,65,0.0923,1.106,1.756,1.0769,0.9231,94,95.33,1103,1183.33,0.0852,73.0,0.8125,0.3333,4.0,3.511,72.8,41.5,0.512,31,1
3-3-2024-09,3,3,24296,9,10,6,7,5,7.667,8.0,7.083,73,0.137,1.291,1.656,1.0824,1.4118,95,98.0,1214,1164.67,0.0783,70.33,0.9022,0.5,4.17,3.511,72.8,41.5,0.512,30,0
3-3-2024-10,3,3,24297,10,5,10,6,4,7.0,7.333,7.083,73,0.0685,1.599,1.656,0.9882,0.7059,78,89.0,1190,1169.0,0.0655,70.33,0.8985,0.8,3.83,3.511,72.8,41.5,0.512,31,0
3-3-2024-11,3,3,24298,11,8,5,10,6,7.667,7.333,7.417,106,0.0755,1.599,1.382,1.0337,1.0787,102,91.67,1701,1368.33,0.06,84.0,1.3222,0.75,3.83,3.511,72.8,41.5,0.512,30,0
3-3-2024-12,3,3,24299,12,8,8,5,8,7.0,7.333,7.583,119,0.0672,1.599,1.32,0.9231,1.0549,116,98.67,1744,1545.0,0.0665,99.33,1.4969,0.25,4.0,3.511,72.8,41.5,0.512,31,0
3-3-2025-01,3,3,24300,1,9,8,8,8,8.333,7.667,7.667,84,0.1071,1.7,1.374,1.087,1.1739,91,103.0,1290,1578.33,0.0705,103.0,1.0544,0.5556,4.0,3.511,72.8,41.5,0.512,31,0
3-3-2025-02,3,3,24301,2,10,9,8,6,9.0,8.333,7.833,59,0.1695,1.7,1.518,1.1489,1.2766,90,99.0,1210,1414.67,0.0744,87.33,0.7524,0.4,4.33,3.511,72.8,41.5,0.512,28,0
3-3-2025-03,3,3,24302,3,6,10,9,9,8.333,7.667,7.833,58,0.1034,1.7,1.518,1.0638,0.766,86,89.0,1077,1192.33,0.0799,67.0,0.7452,0.5,4.0,3.511,72.8,41.5,0.512,31,0
3-3-2025-04,3,3,24303,4,10,6,10,8,8.667,8.5,7.917,87,0.1149,1.384,1.605,1.0947,1.2632,109,95.0,1168,1151.67,0.0933,68.0,1.0909,0.4,4.0,3.511,72.8,41.5,0.512,30,0
3-3-2025-05,3,3,24304,5,6,10,6,8,7.333,8.167,7.75,76,0.0789,1.675,1.689,0.9462,0.7742,73,89.33,1168,1137.67,0.0625,73.67,0.956,0.3333,3.33,3.511,72.8,41.5,0.512,31,0
3-3-2025-06,3,3,24305,6,4,6,10,7,6.667,7.5,7.417,70,0.0571,2.291,1.977,0.8989,0.5393,90,90.67,1190,1175.33,0.0756,77.67,0.8908,0.5,3.33,3.511,72.8,41.5,0.512,30,0
3-3-2025-07,3,3,24306,7,5,4,6,6,5.0,6.833,7.25,66,0.0758,2.339,2.087,0.6897,0.6897,83,82.0,1187,1181.67,0.0699,70.67,0.8462,0.4,2.83,3.511,72.8,41.5,0.512,31,0
3-3-2025-08,3,3,24307,8,6,5,4,10,5.0,6.167,7.25,67,0.0896,1.863,2.087,0.6897,0.8276,88,87.0,1190,1189.0,0.0739,67.67,0.8571,0.1667,2.33,3.511,72.8,41.5,0.512,31,0
3-3-2025-09,3,3,24308,9,7,6,5,5,6.0,6.333,7.0,65,0.1077,1.886,1.915,0.8571,1.0,115,95.33,1214,1197.0,0.0947,66.0,0.8387,0.5714,2.5,3.511,72.8,41.5,0.512,30,0
3-3-2026-01,3,3,24312,1,7,4,5,10,5.333,5.0,5.917,84,0.0833,2.082,2.396,0.9014,1.1831,104,96.33,1284,1562.67,0.081,101.0,1.1004,0.7143,2.67,3.511,72.8,41.5,0.512,31,1
3-3-2026-02,3,3,24313,2,19,7,4,6,10.0,7.167,6.667,141,0.1348,5.669,4.249,1.5,2.85,200,128.33,2265,1748.67,0.0883,111.33,1.6954,0.6842,4.67,3.511,72.8,41.5,0.512,28,0
3-3-2026-03,3,3,24314,3,8,19,7,10,11.333,7.333,6.833,115,0.0696,5.676,4.259,1.6585,1.1707,164,156.0,2094,1881.0,0.0783,113.33,1.3081,0.375,4.5,3.511,72.8,41.5,0.512,31,0
3-3-2026-04,3,3,24315,4,9,8,19,6,12.0,8.667,6.75,159,0.0566,4.922,4.206,1.7778,1.3333,191,185.0,2455,2271.33,0.0778,138.33,1.693,0.4444,5.17,3.511,72.8,41.5,0.512,30,0
3-3-2026-05,3,3,24316,5,12,9,8,4,9.667,9.833,7.25,152,0.0789,4.74,4.437,1.3333,1.6552,193,182.67,2324,2291.0,0.083,142.0,1.5162,0.5833,5.83,3.511,72.8,41.5,0.512,31,0
3-3-2026-06,3,3,24317,6,8,12,9,5,9.667,10.5,7.583,141,0.0567,4.113,4.329,1.2747,1.0549,180,188.0,2456,2411.67,0.0733,150.67,1.3281,0.75,6.33,3.511,72.8,41.5,0.512,30,0
3-4-2024-02,3,4,24289,2,5,13,18,11,12.0,12.5,12.25,74,0.0676,5.377,5.372,0.9796,0.4082,220,220.33,1240,1432.33,0.1774,94.33,0.9507,0.4,5.5,3.511,72.8,41.5,0.512,28,0
3-4-2024-03,3,4,24290,3,11,5,13,22,9.667,13.167,12.25,65,0.1692,4.879,5.372,0.7891,0.898,236,228.0,1148,1225.0,0.2056,73.67,0.8423,0.4545,5.67,3.511,72.8,41.5,0.512,31,0
3-4-2024-04,3,4,24291,4,8,11,5,5,8.0,12.5,11.083,64,0.125,5.252,4.591,0.7218,0.7218,210,222.0,1171,1186.33,0.1793,67.67,0.8458,0.75,5.67,3.511,72.8,41.5,0.512,30,1
3-4-2024-05,3,4,24292,5,19,8,11,10,12.667,12.333,12.25,79,0.2405,5.022,4.675,1.034,1.551,214,220.0,1175,1164.67,0.1821,69.33,1.0161,0.6842,6.33,3.511,72.8,41.5,0.512,31,1
3-4-2024-06,3,4,24293,6,19,19,8,9,15.333,12.5,13.0,81,0.2346,5.22,4.967,1.1795,1.4615,244,222.67,1270,1205.33,0.1921,74.67,1.0199,0.6842,7.5,3.511,72.8,41.5,0.512,30,0
3-4-2024-07,3,4,24294,7,14,19,19,15,17.333,12.667,13.417,73,0.1918,5.249,4.821,1.2919,1.0435,214,224.0,1177,1207.33,0.1818,77.67,0.904,0.5714,7.83,3.511,72.8,41.5,0.512,31,0
3-4-2024-08,3,4,24295,8,10,14,19,7,14.333,13.5,13.0,65,0.1538,4.272,4.882,1.1026,0.7692,189,215.67,1103,1183.33,0.1714,73.0,0.8125,0.6,8.5,3.511,72.8,41.5,0.512,31,0
3-4-2024-09,3,4,24296,9,10,10,14,12,11.333,13.333,13.25,73,0.137,4.384,4.639,0.8553,0.7547,224,209.0,1214,1164.67,0.1845,70.33,0.9022,0.8,9.0,3.511,72.8,41.5,0.512,30,0
3-4-2024-10,3,4,24297,10,14,10,10,20,11.333,14.333,13.417,73,0.1918,3.682,4.627,0.8447,1.0435,229,214.0,1190,1169.0,0.1924,70.33,0.8985,0.4286,9.0,3.511,72.8,41.5,0.512,31,1
3-4-2024-11,3,4,24298,11,18,14,10,18,14.0,14.167,13.25,106,0.1698,3.484,4.418,1.0566,1.3585,215,222.67,1701,1368.33,0.1264,84.0,1.3222,0.3889,8.0,3.511,72.8,41.5,0.512,30,0
3-4-2024-12,3,4,24299,12,11,18,14,13,14.333,12.833,12.667,119,0.0924,2.853,4.21,1.1316,0.8684,202,215.33,1744,1545.0,0.1158,99.33,1.4969,0.3636,6.5,3.511,72.8,41.5,0.512,31,0
3-4-2025-01,3,4,24300,1,12,11,18,5,13.667,12.5,12.583,84,0.1429,2.814,4.212,1.0861,0.9536,238,218.33,1290,1578.33,0.1845,103.0,1.0544,0.5833,6.33,3.511,72.8,41.5,0.512,31,0
3-4-2025-02,3,4,24301,2,12,12,11,11,11.667,12.833,13.167,59,0.2034,2.609,3.555,0.8861,0.9114,229,223.0,1210,1414.67,0.1893,87.33,0.7524,0.4167,6.17,3.511,72.8,41.5,0.512,28,0
3-4-2025-03,3,4,24302,3,9,12,12,8,11.0,12.667,13.0,58,0.1552,2.809,3.697,0.8462,0.6923,209,225.33,1077,1192.33,0.1941,67.0,0.7452,0.4444,5.5,3.511,72.8,41.5,0.512,31,1
3-4-2025-04,3,4,24303,4,19,9,12,19,13.333,13.5,13.917,87,0.2184,3.686,3.707,0.9581,1.3653,221,219.67,1168,1151.67,0.1892,68.0,1.0909,0.5789,6.33,3.511,72.8,41.5,0.512,30,0
3-4-2025-05,3,4,24304,5,12,19,9,19,13.333,12.5,13.333,76,0.1579,3.096,3.399,1.0,0.9,211,213.67,1168,1137.67,0.1807,73.67,0.956,0.6667,6.5,3.511,72.8,41.5,0.512,31,0
3-4-2025-06,3,4,24305,6,14,12,19,14,15.0,13.0,12.917,70,0.2,3.055,2.957,1.1613,1.0839,194,208.67,1190,1175.33,0.163,77.67,0.8908,0.4286,6.83,3.511,72.8,41.5,0.512,30,0
3-4-2025-07,3,4,24306,7,10,14,12,10,12.0,12.667,12.583,66,0.1515,3.249,3.04,0.9536,0.7947,214,206.33,1187,1181.67,0.1803,70.67,0.8462,0.7,6.83,3.511,72.8,41.5,0.512,31,1
3-4-2025-08,3,4,24307,8,18,10,14,10,14.0,13.667,13.25,67,0.2687,3.771,3.269,1.0566,1.3585,214,207.33,1190,1189.0,0.1798,67.67,0.8571,0.6667,8.0,3.511,72.8,41.5,0.512,31,0
