prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_back_180
1,577,577,0.633,1,1,0,1
1,607,607,0.6017,1,1,0,1
1,637,637,0.5734,1,1,0,1
2,15,667,1.0952,1,2,0,0
2,45,697,1.0481,1,2,0,0
2,75,727,1.0048,1,2,0,0
2,105,757,0.965,1,2,0,0
2,135,787,0.9282,1,2,0,0
2,165,817,0.8941,1,2,0,0
2,195,847,0.8625,1,2,0,0
2,225,877,0.833,1,2,0,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
1,160,160,1.0,1,1,0,0
1,190,190,1.0,1,1,0,0
1,220,220,1.0,1,1,0,0
1,250,250,1.0,1,1,0,1
1,280,280,1.0,1,1,0,1
1,310,310,1.0,1,1,0,1
1,340,340,1.0,1,1,0,1
1,370,370,0.9872,1,1,0,1
1,400,400,0.9131,1,1,0,1
2,19,430,1.6988,2,2,0,0
2,137,152,2.0,2,2,1,0
2,167,182,2.0,2,2,1,0
2,197,212,2.0,2,2,1,0
2,227,242,2.0,2,2,1,0
2,257,272,2.0,2,2,1,0
2,287,302,2.0,2,2,1,1
2,317,332,2.0,2,2,1,1
2,347,362,2.0,2,2,1,1
2,377,392,1.8635,2,2,1,1
2,407,422,1.731,2,2,1,1
2,437,452,1.6162,2,2,1,1
3,3,482,2.2733,3,2,1,0
3,33,512,2.1401,3,2,1,0
3,63,542,2.0217,3,2,1,0
3,93,572,1.9156,3,2,1,0
3,123,602,1.8202,3,2,1,0
3,153,632,1.7338,3,2,1,0
3,183,662,1.6552,3,2,1,0
3,213,692,1.5835,3,2,1,0
3,243,722,1.5177,3,2,1,0
3,273,752,1.4571,3,2,1,0
3,303,782,1.4012,3,2,1,0
3,333,812,1.3494,3,2,1,0
3,363,842,1.3014,3,2,1,0
3,393,872,1.2566,3,2,1,0
1,8,8,1.0,1,1,0,1
2,9,38,2.0,2,2,0,0
2,39,68,2.0,2,2,0,0
2,69,98,2.0,2,2,0,0
2,99,128,2.0,2,2,0,0
2,129,158,2.0,2,2,0,0
2,159,188,2.0,2,2,0,0
2,189,218,2.0,2,2,0,0
2,219,248,2.0,2,2,0,0
2,249,278,2.0,2,2,0,0
2,279,308,2.0,2,2,0,0
2,309,338,2.0,2,2,0,0
2,339,368,1.9851,2,2,0,0
2,369,398,1.8354,2,2,0,0
2,399,428,1.7068,2,2,0,0
2,429,458,1.595,2,2,0,0
2,459,488,1.4969,2,2,0,0
2,489,518,1.4102,2,2,0,0
2,519,548,1.333,2,2,0,0
2,549,578,1.2638,2,2,0,0
2,579,608,1.2015,2,2,0,0
2,609,638,1.145,2,2,0,0
2,639,668,1.0936,2,2,0,0
2,669,698,1.0466,2,2,0,0
2,699,728,1.0034,2,2,0,0
1,25,25,1.0,1,1,0,0
1,55,55,1.0,1,1,0,0
1,85,85,1.0,1,1,0,0
1,115,115,1.0,1,1,0,0
1,145,145,1.0,1,1,0,1
1,175,175,1.0,1,1,0,1
1,205,205,1.0,1,1,0,1
1,235,235,1.0,1,1,0,1
1,265,265,1.0,1,1,0,1
1,295,295,1.0,1,1,0,1
2,19,325,2.0,2,2,1,1
2,49,355,2.0,2,2,1,1
2,79,385,1.8974,2,2,1,1
2,44,340,2.0,2,2,0,0
2,74,370,1.9743,2,2,0,0
2,104,400,1.8263,2,2,0,0
2,134,430,1.6988,2,2,0,0
2,164,460,1.588,2,2,0,0
2,194,490,1.4908,2,2,0,1
2,224,520,1.4048,2,2,0,1
2,254,550,1.3282,2,2,0,1
2,284,580,1.2595,2,2,0,1
2,314,610,1.1975,2,2,0,1
2,344,640,1.1414,2,2,0,1
3,23,670,1.6354,3,2,0,0
3,53,700,1.5654,3,2,0,0
3,83,730,1.501,3,2,0,0
3,113,760,1.4418,3,2,0,0
3,143,790,1.387,3,2,0,0
3,173,820,1.3363,3,2,0,0
3,203,850,1.2891,3,2,0,0
3,233,880,1.2452,3,2,0,0
3,263,910,1.2041,3,2,0,0
3,293,940,1.1657,3,2,0,0
3,323,970,1.1296,3,2,0,0
3,353,1000,1.0958,3,2,0,0
3,383,1030,1.0638,3,2,0,0
3,413,1060,1.0337,3,2,0,0
1,207,207,1.0,1,1,0,0
1,237,237,1.0,1,1,0,0
1,267,267,1.0,1,1,0,0
1,297,297,1.0,1,1,0,0
1,327,327,1.0,1,1,0,0
1,357,357,1.0,1,1,0,0
1,387,387,0.9438,1,1,0,0
1,417,417,0.8759,1,1,0,0
1,447,447,0.8171,1,1,0,0
1,477,477,0.7657,1,1,0,0
1,507,507,0.7204,1,1,0,0
1,537,537,0.6802,1,1,0,0
1,567,567,0.6442,1,1,0,0
1,597,597,0.6118,1,1,0,0
1,627,627,0.5825,1,1,0,0
1,657,657,0.5559,1,1,0,0
1,687,687,0.5317,1,1,0,0
1,717,717,0.5094,1,1,0,0
1,747,747,0.489,1,1,0,0
1,777,777,0.4701,1,1,0,0
1,807,807,0.4526,1,1,0,0
1,837,837,0.4364,1,1,0,0
1,867,867,0.4213,1,1,0,1
1,897,897,0.4072,1,1,0,1
1,927,927,0.394,1,1,0,1
1,173,173,1.0,1,1,0,0
1,203,203,1.0,1,1,0,0
1,233,233,1.0,1,1,0,0
1,263,263,1.0,1,1,0,0
1,293,293,1.0,1,1,0,0
1,323,323,1.0,1,1,0,0
1,353,353,1.0,1,1,0,0
1,383,383,0.9537,1,1,0,0
1,413,413,0.8844,1,1,0,0
1,443,443,0.8245,1,1,0,0
1,473,473,0.7722,1,1,0,0
1,503,503,0.7261,1,1,0,0
1,533,533,0.6853,1,1,0,0
1,563,563,0.6488,1,1,0,0
1,593,593,0.6159,1,1,0,0
1,623,623,0.5863,1,1,0,0
1,653,653,0.5593,1,1,0,0
1,683,683,0.5348,1,1,0,0
1,713,713,0.5123,1,1,0,0
1,743,743,0.4916,1,1,0,0
1,773,773,0.4725,1,1,0,0
1,803,803,0.4549,1,1,0,0
1,833,833,0.4385,1,1,0,1
1,863,863,0.4232,1,1,0,1
1,893,893,0.409,1,1,0,1
1,268,268,1.0,1,1,1,0
1,298,298,1.0,1,1,1,0
1,328,328,1.0,1,1,1,0
1,358,358,1.0,1,1,1,0
1,388,388,0.9414,1,1,1,0
1,418,418,0.8738,1,1,1,0
1,448,448,0.8153,1,1,1,0
1,478,478,0.7641,1,1,1,0
1,508,508,0.719,1,1,1,0
1,538,538,0.6789,1,1,1,0
1,568,568,0.643,1,1,1,0
1,598,598,0.6108,1,1,1,0
1,628,628,0.5816,1,1,1,0
1,658,658,0.5551,1,1,1,0
1,688,688,0.5309,1,1,1,0
1,718,718,0.5087,1,1,1,0
1,748,748,0.4883,1,1,1,0
1,778,778,0.4695,1,1,1,0
1,808,808,0.452,1,1,1,1
1,838,838,0.4359,1,1,1,1
1,868,868,0.4208,1,1,1,1
1,898,898,0.4067,1,1,1,1
1,928,928,0.3936,1,1,1,1
1,958,958,0.3813,1,1,1,1
2,4,988,0.7394,1,2,2,0
2,182,291,2.0,2,2,1,1
3,27,321,3.0,2,3,1,1
3,57,351,3.0,2,3,1,1
4,4,381,3.8346,3,3,1,1
4,34,411,3.5547,3,3,1,1
4,64,441,3.3129,3,3,1,1
4,94,471,3.1019,3,3,1,1
5,26,501,3.6452,3,4,1,1
5,56,531,3.4393,3,4,1,1
5,86,561,3.2553,3,4,1,1
5,116,591,3.0901,3,4,1,1
5,146,621,2.9408,3,4,1,1
5,176,651,2.8053,3,4,1,1
6,16,681,3.2181,3,4,1,0
6,46,711,3.0823,3,4,1,0
6,76,741,2.9575,3,4,1,0
6,106,771,2.8424,3,4,1,0
6,136,801,2.736,3,4,1,0
6,166,831,2.6372,3,4,1,0
6,196,861,2.5453,3,4,1,0
6,226,891,2.4596,3,4,1,0
6,256,921,2.3795,3,4,1,0
6,286,951,2.3044,3,4,1,0
6,316,981,2.2339,3,4,1,0
6,346,1011,2.1677,3,4,1,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
1,160,160,1.0,1,1,0,0
1,190,190,1.0,1,1,0,1
1,220,220,1.0,1,1,0,1
1,250,250,1.0,1,1,0,1
1,75,75,1.0,1,1,0,0
1,105,105,1.0,1,1,0,0
1,135,135,1.0,1,1,0,0
1,165,165,1.0,1,1,0,0
1,195,195,1.0,1,1,0,0
1,225,225,1.0,1,1,0,0
1,255,255,1.0,1,1,0,0
1,285,285,1.0,1,1,0,0
1,315,315,1.0,1,1,0,0
1,345,345,1.0,1,1,0,0
1,375,375,0.974,1,1,0,0
1,405,405,0.9019,1,1,0,0
1,435,435,0.8397,1,1,0,0
1,465,465,0.7855,1,1,0,0
1,495,495,0.7379,1,1,0,0
1,525,525,0.6957,1,1,0,0
1,555,555,0.6581,1,1,0,0
1,585,585,0.6244,1,1,0,0
1,615,615,0.5939,1,1,0,0
1,645,645,0.5663,1,1,0,0
1,675,675,0.5411,1,1,0,0
1,705,705,0.5181,1,1,0,0
1,735,735,0.4969,1,1,0,0
1,765,765,0.4775,1,1,0,1
1,795,795,0.4594,1,1,0,1
3,6,317,3.0,3,2,0,0
3,36,347,3.0,3,2,0,0
3,66,377,2.9065,3,2,0,0
3,96,407,2.6923,3,2,0,0
3,126,437,2.5074,3,2,0,0
3,156,467,2.3464,3,2,0,0
3,186,497,2.2047,3,2,0,0
3,216,527,2.0792,3,2,0,0
3,246,557,1.9672,3,2,0,0
3,276,587,1.8667,3,2,0,0
3,306,617,1.7759,3,2,0,0
3,336,647,1.6936,3,2,0,0
3,366,677,1.6185,3,2,0,0
3,396,707,1.5499,3,2,0,0
3,426,737,1.4868,3,2,0,0
3,456,767,1.4286,3,2,0,0
3,486,797,1.3748,3,2,0,1
3,516,827,1.325,3,2,0,1
3,546,857,1.2786,3,2,0,1
3,576,887,1.2353,3,2,0,1
3,606,917,1.1949,3,2,0,1
3,636,947,1.1571,3,2,0,1
4,2,977,1.4954,3,3,0,0
4,32,1007,1.4508,3,3,0,0
4,62,1037,1.4089,3,3,0,0
1,17,17,1.0,1,1,0,0
1,47,47,1.0,1,1,0,0
1,77,77,1.0,1,1,0,0
1,107,107,1.0,1,1,0,0
1,137,137,1.0,1,1,0,0
1,167,167,1.0,1,1,0,0
1,197,197,1.0,1,1,0,0
1,227,227,1.0,1,1,0,0
1,257,257,1.0,1,1,0,1
1,287,287,1.0,1,1,0,1
1,317,317,1.0,1,1,0,1
1,347,347,1.0,1,1,0,1
1,377,377,0.9688,1,1,0,1
1,407,407,0.8974,1,1,0,1
2,4,437,1.6716,2,2,0,0
2,34,467,1.5642,2,2,0,0
2,64,497,1.4698,2,2,0,0
2,94,527,1.3861,2,2,0,0
2,124,557,1.3115,2,2,0,1
2,154,587,1.2445,2,2,0,1
2,184,617,1.184,2,2,0,1
1,26,26,1.0,1,1,1,1
1,56,56,1.0,1,1,1,1
1,86,86,1.0,1,1,1,1
1,116,116,1.0,1,1,1,1
2,17,146,2.0,2,2,1,0
2,47,176,2.0,2,2,1,0
2,77,206,2.0,2,2,1,0
2,107,236,2.0,2,2,1,0
2,137,266,2.0,2,2,1,0
2,167,296,2.0,2,2,1,0
2,197,326,2.0,2,2,1,0
2,227,356,2.0,2,2,1,0
2,257,386,1.8925,2,2,1,0
2,287,416,1.756,2,2,1,0
1,14,14,1.0,1,1,0,0
1,44,44,1.0,1,1,0,0
1,74,74,1.0,1,1,0,0
1,104,104,1.0,1,1,0,1
1,134,134,1.0,1,1,0,1
1,164,164,1.0,1,1,0,1
1,194,194,1.0,1,1,0,1
1,224,224,1.0,1,1,0,1
1,254,254,1.0,1,1,0,1
2,3,284,2.0,2,1,0,1
3,12,314,3.0,3,2,0,1
3,42,344,3.0,3,2,0,1
3,72,374,2.9298,3,2,0,1
3,102,404,2.7123,3,2,0,1
3,132,434,2.5248,3,2,0,1
3,162,464,2.3615,3,2,0,1
4,18,494,2.9575,4,2,0,0
4,48,524,2.7882,4,2,0,0
4,78,554,2.6372,4,2,0,0
4,108,584,2.5017,4,2,0,0
4,138,614,2.3795,4,2,0,0
4,168,644,2.2686,4,2,0,0
4,198,674,2.1677,4,2,0,0
1,13,13,1.0,1,1,1,0
1,43,43,1.0,1,1,1,0
1,73,73,1.0,1,1,1,0
1,103,103,1.0,1,1,1,0
1,133,133,1.0,1,1,1,0
1,163,163,1.0,1,1,1,0
1,193,193,1.0,1,1,1,0
1,223,223,1.0,1,1,1,1
1,253,253,1.0,1,1,1,1
1,283,283,1.0,1,1,1,1
1,313,313,1.0,1,1,1,1
1,343,343,1.0,1,1,1,1
1,373,373,0.9792,1,1,1,1
2,20,403,1.8127,2,2,1,0
2,50,433,1.6871,2,2,1,0
2,80,463,1.5778,2,2,1,0
2,110,493,1.4817,2,2,1,0
2,140,523,1.3967,2,2,1,0
2,170,553,1.321,2,2,1,0
2,200,583,1.253,2,2,1,0
2,8,28,2.0,1,1,0,0
2,38,58,2.0,1,1,0,0
2,68,88,2.0,1,1,0,0
2,98,118,2.0,1,1,0,0
2,128,148,2.0,1,1,0,0
2,158,178,2.0,1,1,0,0
2,188,208,2.0,1,1,0,0
2,218,238,2.0,1,1,0,0
2,248,268,2.0,1,1,0,0
2,278,298,2.0,1,1,0,0
2,308,328,2.0,1,1,0,0
2,338,358,2.0,1,1,0,0
2,368,388,1.8827,1,1,0,0
2,398,418,1.7476,1,1,0,0
2,428,448,1.6306,1,1,0,0
2,458,478,1.5282,1,1,0,0
2,488,508,1.438,1,1,0,0
2,518,538,1.3578,1,1,0,0
2,548,568,1.2861,1,1,0,0
4,16,214,4.0,3,2,0,0
4,46,244,4.0,3,2,0,0
4,76,274,4.0,3,2,0,0
4,106,304,4.0,3,2,0,0
4,136,334,4.0,3,2,0,0
4,166,364,4.0,3,2,0,0
4,196,394,3.7081,3,2,0,0
4,226,424,3.4458,3,2,0,0
4,256,454,3.2181,3,2,0,0
4,286,484,3.0186,3,2,0,0
4,316,514,2.8424,3,2,0,0
4,346,544,2.6857,3,2,0,0
4,376,574,2.5453,3,2,0,0
4,406,604,2.4189,3,2,0,0
4,436,634,2.3044,3,2,0,0
4,466,664,2.2003,3,2,0,1
4,496,694,2.1052,3,2,0,1
4,526,724,2.018,3,2,0,1
4,556,754,1.9377,3,2,0,1
4,586,784,1.8635,3,2,0,1
4,616,814,1.7948,3,2,0,1
5,20,844,2.1638,4,3,0,0
5,50,874,2.0895,4,3,0,0
5,80,904,2.0202,4,3,0,0
5,110,934,1.9553,4,3,0,0
1,29,29,1.0,1,1,0,1
1,59,59,1.0,1,1,0,1
2,28,89,2.0,2,2,0,0
2,58,119,2.0,2,2,0,0
2,88,149,2.0,2,2,0,1
2,118,179,2.0,2,2,0,1
2,148,209,2.0,2,2,0,1
2,178,239,2.0,2,2,0,1
2,208,269,2.0,2,2,0,1
2,238,299,2.0,2,2,0,1
3,18,329,3.0,3,2,0,0
3,48,359,3.0,3,2,0,0
3,78,389,2.8168,3,2,0,0
3,108,419,2.6152,3,2,0,1
3,138,449,2.4404,3,2,0,1
3,168,479,2.2876,3,2,0,1
3,198,509,2.1528,3,2,0,1
3,228,539,2.0329,3,2,0,1
3,258,569,1.9257,3,2,0,1
4,12,599,2.4391,4,2,1,0
4,42,629,2.3227,4,2,1,0
4,72,659,2.217,4,2,1,0
4,102,689,2.1205,4,2,1,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,0
1,60,60,1.0,1,1,0,0
1,90,90,1.0,1,1,0,0
1,120,120,1.0,1,1,0,0
1,150,150,1.0,1,1,0,0
1,180,180,1.0,1,1,0,0
1,210,210,1.0,1,1,0,0
1,240,240,1.0,1,1,0,0
1,270,270,1.0,1,1,0,0
1,300,300,1.0,1,1,0,0
1,330,330,1.0,1,1,0,1
1,360,360,1.0,1,1,0,1
1,390,390,0.9365,1,1,0,1
1,420,420,0.8696,1,1,0,1
1,450,450,0.8117,1,1,0,1
1,480,480,0.7609,1,1,0,1
2,26,510,1.4324,2,2,0,0
2,56,540,1.3528,2,2,0,0
2,86,570,1.2816,2,2,0,0
2,116,600,1.2175,2,2,0,0
2,146,630,1.1595,2,2,0,0
2,176,660,1.1068,2,2,0,0
1,6,6,1.0,1,1,1,1
1,36,36,1.0,1,1,1,1
1,66,66,1.0,1,1,1,1
1,96,96,1.0,1,1,1,1
1,126,126,1.0,1,1,1,1
1,156,156,1.0,1,1,1,1
2,11,186,2.0,2,2,1,0
2,41,216,2.0,2,2,1,0
2,71,246,2.0,2,2,1,0
2,101,276,2.0,2,2,1,0
2,131,306,2.0,2,2,1,0
2,161,336,2.0,2,2,1,0
2,191,366,1.9959,2,2,1,0
2,221,396,1.8447,2,2,1,0
2,251,426,1.7148,2,2,1,0
2,281,456,1.602,2,2,1,0
2,311,486,1.5031,2,2,1,0
2,341,516,1.4157,2,2,1,0
1,92,92,1.0,1,1,0,0
1,122,122,1.0,1,1,0,0
1,152,152,1.0,1,1,0,0
1,182,182,1.0,1,1,0,0
1,212,212,1.0,1,1,0,0
1,242,242,1.0,1,1,0,0
1,272,272,1.0,1,1,0,0
1,302,302,1.0,1,1,0,0
1,332,332,1.0,1,1,0,0
1,362,362,1.0,1,1,0,0
1,392,392,0.9318,1,1,0,0
1,422,422,0.8655,1,1,0,0
1,452,452,0.8081,1,1,0,0
1,482,482,0.7578,1,1,0,1
1,512,512,0.7134,1,1,0,1
1,542,542,0.6739,1,1,0,1
1,572,572,0.6385,1,1,0,1
1,602,602,0.6067,1,1,0,1
1,632,632,0.5779,1,1,0,1
2,6,662,1.1035,2,2,0,0
2,36,692,1.0556,2,2,0,0
2,66,722,1.0118,2,2,0,0
2,96,752,0.9714,2,2,0,0
2,126,782,0.9341,2,2,0,0
2,156,812,0.8996,2,2,0,0
1,25,25,1.0,1,1,0,0
1,55,55,1.0,1,1,0,0
1,85,85,1.0,1,1,0,0
1,115,115,1.0,1,1,0,0
1,145,145,1.0,1,1,0,0
1,175,175,1.0,1,1,0,0
1,205,205,1.0,1,1,0,0
1,235,235,1.0,1,1,0,0
1,265,265,1.0,1,1,0,0
1,295,295,1.0,1,1,0,0
1,325,325,1.0,1,1,0,0
1,355,355,1.0,1,1,0,0
1,385,385,0.9487,1,1,0,0
1,415,415,0.8801,1,1,0,0
1,445,445,0.8208,1,1,0,0
1,475,475,0.7689,1,1,0,0
1,505,505,0.7233,1,1,0,0
1,535,535,0.6827,1,1,0,1
1,565,565,0.6465,1,1,0,1
1,595,595,0.6139,1,1,0,1
1,625,625,0.5844,1,1,0,1
1,655,655,0.5576,1,1,0,1
1,685,685,0.5332,1,1,0,1
2,1,715,1.0217,2,1,0,0
2,31,745,0.9805,2,1,0,0
1,26,26,1.0,1,1,0,1
2,22,56,2.0,2,2,0,0
2,67,98,2.0,2,2,1,0
2,97,128,2.0,2,2,1,0
2,127,158,2.0,2,2,1,0
2,157,188,2.0,2,2,1,0
2,187,218,2.0,2,2,1,0
2,217,248,2.0,2,2,1,0
2,247,278,2.0,2,2,1,0
2,277,308,2.0,2,2,1,0
2,307,338,2.0,2,2,1,0
2,337,368,1.9851,2,2,1,0
2,367,398,1.8354,2,2,1,0
2,397,428,1.7068,2,2,1,0
2,427,458,1.595,2,2,1,0
2,457,488,1.4969,2,2,1,0
2,487,518,1.4102,2,2,1,0
2,517,548,1.333,2,2,1,0
2,547,578,1.2638,2,2,1,0
2,577,608,1.2015,2,2,1,0
2,607,638,1.145,2,2,1,0
2,637,668,1.0936,2,2,1,1
2,667,698,1.0466,2,2,1,1
2,697,728,1.0034,2,2,1,1
2,727,758,0.9637,2,2,1,1
2,757,788,0.927,2,2,1,1
2,787,818,0.893,2,2,1,1
1,4,4,1.0,1,1,0,0
1,34,34,1.0,1,1,0,0
1,64,64,1.0,1,1,0,0
1,94,94,1.0,1,1,0,0
1,124,124,1.0,1,1,0,0
1,154,154,1.0,1,1,0,0
1,184,184,1.0,1,1,0,0
1,214,214,1.0,1,1,0,0
1,244,244,1.0,1,1,0,0
1,274,274,1.0,1,1,0,0
1,304,304,1.0,1,1,0,0
1,334,334,1.0,1,1,0,0
1,364,364,1.0,1,1,0,0
1,394,394,0.927,1,1,0,0
1,424,424,0.8614,1,1,0,0
1,454,454,0.8045,1,1,0,0
1,484,484,0.7546,1,1,0,0
1,514,514,0.7106,1,1,0,0
1,544,544,0.6714,1,1,0,0
1,574,574,0.6363,1,1,0,0
1,604,604,0.6047,1,1,0,0
1,634,634,0.5761,1,1,0,0
1,664,664,0.5501,1,1,0,0
1,694,694,0.5263,1,1,0,1
1,724,724,0.5045,1,1,0,1
1,319,319,1.0,1,1,0,1
2,2,349,2.0,2,1,0,0
2,32,379,1.9274,2,1,0,0
2,62,409,1.7861,2,1,0,0
2,92,439,1.664,2,1,0,0
2,122,469,1.5576,2,1,0,0
2,152,499,1.4639,2,1,0,0
2,182,529,1.3809,2,1,0,0
2,212,559,1.3068,2,1,0,0
2,242,589,1.2402,2,1,0,0
2,272,619,1.1801,2,1,0,0
2,302,649,1.1256,2,1,0,0
2,332,679,1.0758,2,1,0,0
2,362,709,1.0303,2,1,0,0
2,392,739,0.9885,2,1,0,0
2,422,769,0.9499,2,1,0,0
2,452,799,0.9143,2,1,0,0
2,482,829,0.8812,2,1,0,0
2,512,859,0.8504,2,1,0,0
2,542,889,0.8217,2,1,0,0
2,572,919,0.7949,2,1,0,0
2,602,949,0.7698,2,1,0,0
2,632,979,0.7462,2,1,0,0
2,662,1009,0.724,2,1,0,0
2,692,1039,0.7031,2,1,0,0
2,10,148,2.0,1,1,0,0
2,40,178,2.0,1,1,0,0
2,70,208,2.0,1,1,0,0
2,100,238,2.0,1,1,0,0
2,130,268,2.0,1,1,0,0
2,160,298,2.0,1,1,0,0
2,190,328,2.0,1,1,0,0
2,220,358,2.0,1,1,0,0
2,250,388,1.8827,1,1,0,0
2,280,418,1.7476,1,1,0,0
2,310,448,1.6306,1,1,0,0
2,340,478,1.5282,1,1,0,0
2,370,508,1.438,1,1,0,0
2,400,538,1.3578,1,1,0,0
2,430,568,1.2861,1,1,0,0
2,460,598,1.2216,1,1,0,0
2,490,628,1.1632,1,1,0,0
2,520,658,1.1102,1,1,0,0
2,550,688,1.0618,1,1,0,0
2,580,718,1.0174,1,1,0,0
2,610,748,0.9766,1,1,0,0
2,640,778,0.9389,1,1,0,0
2,670,808,0.9041,1,1,0,1
2,700,838,0.8717,1,1,0,1
2,730,868,0.8416,1,1,0,1
1,22,22,1.0,1,1,0,0
1,52,52,1.0,1,1,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
1,172,172,1.0,1,1,0,0
1,202,202,1.0,1,1,0,0
1,232,232,1.0,1,1,0,0
1,262,262,1.0,1,1,0,0
1,292,292,1.0,1,1,0,0
1,322,322,1.0,1,1,0,0
1,352,352,1.0,1,1,0,0
1,382,382,0.9562,1,1,0,0
1,412,412,0.8865,1,1,0,1
1,442,442,0.8264,1,1,0,1
1,472,472,0.7738,1,1,0,1
1,502,502,0.7276,1,1,0,1
1,532,532,0.6866,1,1,0,1
1,562,562,0.6499,1,1,0,1
2,17,592,1.234,1,2,1,1
2,47,622,1.1744,1,2,1,1
2,77,652,1.1204,1,2,1,1
2,107,682,1.0711,1,2,1,1
2,137,712,1.026,1,2,1,1
5,50,287,5.0,3,2,0,1
5,80,317,5.0,3,2,0,1
5,110,347,5.0,3,2,0,1
6,28,377,5.813,3,3,0,1
6,58,407,5.3845,3,3,0,1
6,88,437,5.0149,3,3,0,1
6,118,467,4.6927,3,3,0,1
6,148,497,4.4095,3,3,0,1
7,26,527,4.8515,4,3,0,0
7,56,557,4.5902,4,3,0,0
7,86,587,4.3556,4,3,0,0
7,116,617,4.1438,4,3,0,0
7,146,647,3.9517,4,3,0,0
7,176,677,3.7766,4,3,0,1
7,206,707,3.6163,4,3,0,1
7,236,737,3.4691,4,3,0,1
7,266,767,3.3334,4,3,0,1
7,296,797,3.208,4,3,0,1
7,326,827,3.0916,4,3,0,1
8,12,857,3.4096,4,3,0,1
8,42,887,3.2943,4,3,0,1
8,72,917,3.1865,4,3,0,1
8,102,947,3.0855,4,3,0,1
9,27,977,3.3646,4,3,0,1
9,57,1007,3.2644,4,3,0,1
4,2,18,4.0,3,1,0,1
6,8,48,6.0,3,1,0,1
6,38,78,6.0,3,1,0,1
8,24,108,8.0,3,1,0,0
3,4,18,3.0,2,1,0,1
3,34,48,3.0,2,1,0,1
3,64,78,3.0,2,1,0,1
4,24,108,4.0,2,1,0,0
1,9,9,1.0,1,1,0,1
3,8,39,3.0,2,1,0,1
3,38,69,3.0,2,1,0,1
4,24,99,4.0,3,1,0,0
4,9,27,4.0,1,1,0,1
3,9,27,3.0,1,1,0,1
2,97,262,2.0,1,1,1,1
2,127,292,2.0,1,1,1,1
2,157,322,2.0,1,1,1,1
3,13,352,3.0,1,1,2,0
3,43,382,2.8685,1,1,2,0
3,73,412,2.6596,1,1,2,0
3,103,442,2.4791,1,1,2,0
3,133,472,2.3215,1,1,2,0
3,163,502,2.1828,1,1,2,0
3,193,532,2.0597,1,1,2,0
3,223,562,1.9497,1,1,2,0
3,253,592,1.8509,1,1,2,0
3,283,622,1.7617,1,1,2,1
3,313,652,1.6806,1,1,2,1
3,343,682,1.6067,1,1,2,1
3,373,712,1.539,1,1,2,1
3,403,742,1.4768,1,1,2,1
3,433,772,1.4194,1,1,2,1
4,11,802,1.8217,1,1,2,1
4,41,832,1.756,1,1,2,1
4,71,862,1.6949,1,1,2,1
4,101,892,1.6379,1,1,2,1
4,131,922,1.5846,1,1,2,1
4,161,952,1.5347,1,1,2,1
5,2,982,1.8597,1,1,2,1
1,54,54,1.0,1,1,0,1
1,84,84,1.0,1,1,0,1
1,114,114,1.0,1,1,0,1
1,144,144,1.0,1,1,0,1
1,174,174,1.0,1,1,0,1
1,204,204,1.0,1,1,0,1
2,12,234,2.0,1,1,0,1
2,42,264,2.0,1,1,0,1
3,9,294,3.0,1,1,0,0
3,39,324,3.0,1,1,0,1
3,69,354,3.0,1,1,0,1
3,99,384,2.8535,1,1,0,1
3,129,414,2.6467,1,1,0,1
3,159,444,2.4679,1,1,0,1
3,189,474,2.3117,1,1,0,1
4,11,504,2.8988,1,2,0,1
4,41,534,2.736,1,2,0,1
4,71,564,2.5904,1,2,0,1
5,15,594,3.0745,1,2,0,0
5,45,624,2.9267,1,2,0,0
5,75,654,2.7924,1,2,0,0
5,105,684,2.67,1,2,0,0
5,135,714,2.5578,1,2,0,0
5,165,744,2.4546,1,2,0,0
5,195,774,2.3595,1,2,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,1
1,125,125,1.0,1,1,0,1
1,155,155,1.0,1,1,0,1
1,185,185,1.0,1,1,0,1
1,215,215,1.0,1,1,0,1
1,245,245,1.0,1,1,0,1
2,14,275,2.0,1,1,1,1
2,44,305,2.0,1,1,1,1
2,74,335,2.0,1,1,1,1
2,104,365,2.0,1,1,1,1
2,134,395,1.8494,1,1,1,1
2,164,425,1.7188,1,1,1,1
3,11,455,2.4082,1,1,1,1
3,41,485,2.2593,1,1,1,1
3,71,515,2.1277,1,1,1,1
3,101,545,2.0106,1,1,1,1
3,131,575,1.9057,1,1,1,1
4,9,605,2.4149,1,2,1,0
4,39,635,2.3008,1,2,1,0
4,69,665,2.197,1,2,1,0
4,99,695,2.1022,1,2,1,0
4,129,725,2.0152,1,2,1,0
4,159,755,1.9351,1,2,1,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
