CSID,CaseMasterID,csdate,cstype,PolicePersonID
17675,31967,2025-04-24 00:00:00,A,310
17676,31970,2025-11-08 00:00:00,C,882
17677,31971,2025-08-18 00:00:00,A,150
17678,31972,2025-04-12 00:00:00,A,361
17679,31974,2026-07-13 00:00:00,A,416
17680,31975,2026-07-13 00:00:00,C,1169
17681,31979,2026-07-13 00:00:00,C,455
17682,31981,2026-07-13 00:00:00,A,19
17683,31985,2026-07-13 00:00:00,C,125
17684,31986,2023-11-25 00:00:00,C,776
17685,31990,2024-04-09 00:00:00,C,682
17686,31991,2024-12-26 00:00:00,C,264
17687,31992,2023-02-04 00:00:00,A,157
17688,31993,2026-07-13 00:00:00,C,1228
17689,31995,2026-07-13 00:00:00,C,1060
17690,31997,2023-12-30 00:00:00,C,867
17691,31999,2025-11-19 00:00:00,A,1275
17692,32000,2026-07-13 00:00:00,A,222
17693,32001,2024-09-07 00:00:00,B,212
17694,32007,2026-05-03 00:00:00,C,889
17695,32010,2024-08-13 00:00:00,A,364
17696,32012,2026-07-13 00:00:00,C,548
17697,32013,2026-01-03 00:00:00,C,938
17698,32014,2024-03-13 00:00:00,A,1140
17699,32015,2026-01-10 00:00:00,C,860
17700,32019,2025-07-16 00:00:00,A,1163
17701,32020,2025-08-19 00:00:00,C,1214
17702,32022,2025-01-01 00:00:00,A,1130
17703,32024,2024-04-10 00:00:00,A,909
17704,32027,2025-12-03 00:00:00,A,454
17705,32028,2026-07-13 00:00:00,B,16
17706,32029,2026-07-13 00:00:00,C,887
17707,32031,2026-06-15 00:00:00,B,1069
17708,32032,2023-10-16 00:00:00,A,185
17709,32035,2024-06-28 00:00:00,A,1153
17710,32036,2026-05-29 00:00:00,A,160
17711,32042,2024-11-30 00:00:00,A,773
17712,32043,2025-08-12 00:00:00,A,579
17713,32045,2026-06-17 00:00:00,A,641
17714,32046,2023-11-25 00:00:00,A,75
17715,32047,2024-08-05 00:00:00,A,628
17716,32051,2026-07-13 00:00:00,A,361
17717,32053,2024-08-12 00:00:00,B,1154
17718,32054,2024-02-02 00:00:00,C,894
17719,32055,2025-04-19 00:00:00,C,900
17720,32057,2025-06-17 00:00:00,C,1043
17721,32059,2025-02-23 00:00:00,A,505
17722,32060,2024-08-18 00:00:00,C,755
17723,32062,2026-07-13 00:00:00,C,1330
17724,32065,2025-04-27 00:00:00,B,696
17725,32066,2026-06-24 00:00:00,A,900
17726,32067,2025-03-04 00:00:00,A,967
17727,32068,2024-01-04 00:00:00,A,934
17728,32073,2025-09-13 00:00:00,C,1163
17729,32075,2026-06-13 00:00:00,A,263
17730,32076,2025-10-25 00:00:00,A,724
17731,32078,2024-10-28 00:00:00,C,263
17732,32080,2025-10-10 00:00:00,C,746
17733,32081,2025-09-30 00:00:00,A,1325
17734,32082,2025-10-13 00:00:00,A,528
17735,32085,2026-01-31 00:00:00,C,759
17736,32086,2025-05-16 00:00:00,C,952
17737,32087,2023-10-05 00:00:00,C,294
17738,32088,2026-05-19 00:00:00,A,44
17739,32089,2025-12-19 00:00:00,A,406
17740,32090,2026-07-13 00:00:00,C,1295
17741,32092,2025-07-22 00:00:00,C,2
17742,32096,2025-11-15 00:00:00,A,1228
17743,32097,2025-04-18 00:00:00,A,1030
17744,32105,2023-07-26 00:00:00,A,28
17745,32108,2024-01-19 00:00:00,A,509
17746,32109,2023-10-07 00:00:00,B,151
17747,32111,2026-04-18 00:00:00,A,423
17748,32112,2026-04-30 00:00:00,A,551
17749,32114,2023-03-31 00:00:00,A,1299
17750,32115,2026-03-16 00:00:00,A,667
17751,32116,2026-07-12 00:00:00,A,1
17752,32117,2024-05-30 00:00:00,A,498
17753,32118,2024-09-11 00:00:00,A,786
17754,32120,2024-07-21 00:00:00,A,168
17755,32122,2026-07-13 00:00:00,A,1129
17756,32123,2025-08-23 00:00:00,B,1091
17757,32124,2024-09-22 00:00:00,C,1142
17758,32125,2026-06-24 00:00:00,A,1148
17759,32127,2024-06-01 00:00:00,A,372
17760,32129,2026-07-13 00:00:00,A,1225
17761,32132,2024-08-18 00:00:00,A,1167
17762,32136,2026-07-13 00:00:00,A,883
17763,32137,2026-03-06 00:00:00,B,727
17764,32141,2024-05-07 00:00:00,A,770
17765,32142,2024-04-11 00:00:00,A,1316
17766,32143,2026-07-13 00:00:00,A,1024
17767,32150,2026-03-28 00:00:00,A,594
17768,32153,2026-03-07 00:00:00,A,1328
17769,32154,2023-04-11 00:00:00,A,924
17770,32155,2024-03-12 00:00:00,C,538
17771,32156,2024-01-21 00:00:00,A,326
17772,32159,2024-04-20 00:00:00,A,1257
17773,32161,2024-10-01 00:00:00,A,1198
17774,32162,2026-04-08 00:00:00,A,566
17775,32163,2025-07-06 00:00:00,A,712
17776,32165,2023-11-19 00:00:00,A,338
17777,32167,2026-03-21 00:00:00,A,522
17778,32169,2024-03-17 00:00:00,A,943
17779,32177,2026-01-30 00:00:00,A,1274
17780,32183,2026-01-28 00:00:00,A,51
17781,32188,2024-03-06 00:00:00,A,1024
17782,32189,2025-08-19 00:00:00,C,1270
17783,32190,2025-08-04 00:00:00,B,1122
17784,32191,2025-07-14 00:00:00,A,126
17785,32192,2025-06-27 00:00:00,C,14
17786,32193,2026-07-13 00:00:00,A,715
17787,32194,2026-07-13 00:00:00,A,1221
17788,32196,2026-04-14 00:00:00,A,1205
17789,32198,2024-07-15 00:00:00,A,641
17790,32201,2024-12-21 00:00:00,A,482
17791,32203,2024-06-07 00:00:00,A,984
17792,32204,2024-03-06 00:00:00,A,240
17793,32206,2024-03-18 00:00:00,A,85
17794,32208,2026-07-13 00:00:00,A,1203
17795,32209,2024-06-28 00:00:00,A,78
17796,32210,2025-03-05 00:00:00,C,892
17797,32212,2025-07-10 00:00:00,C,226
17798,32213,2025-07-17 00:00:00,A,383
17799,32215,2024-04-20 00:00:00,A,562
17800,32216,2023-08-13 00:00:00,A,2
17801,32217,2024-04-18 00:00:00,A,68
17802,32218,2026-06-27 00:00:00,A,1135
17803,32219,2025-11-14 00:00:00,C,1153
17804,32220,2024-09-28 00:00:00,A,831
17805,32221,2025-12-07 00:00:00,A,677
17806,32222,2024-09-05 00:00:00,A,47
17807,32223,2026-07-13 00:00:00,A,1079
17808,32225,2025-01-26 00:00:00,A,29
17809,32228,2025-11-26 00:00:00,A,348
17810,32229,2024-12-29 00:00:00,A,573
17811,32231,2026-07-13 00:00:00,A,1116
17812,32232,2023-10-19 00:00:00,A,632
17813,32240,2024-06-22 00:00:00,A,179
17814,32241,2026-02-12 00:00:00,A,398
17815,32242,2026-07-13 00:00:00,A,300
17816,32243,2025-09-29 00:00:00,A,261
17817,32244,2024-07-12 00:00:00,A,1053
17818,32248,2025-04-11 00:00:00,C,893
17819,32249,2025-11-30 00:00:00,A,1223
17820,32252,2025-01-01 00:00:00,A,131
17821,32253,2024-07-24 00:00:00,A,123
17822,32254,2026-07-13 00:00:00,A,1326
17823,32256,2023-12-19 00:00:00,A,828
17824,32257,2023-09-04 00:00:00,A,831
17825,32258,2025-05-01 00:00:00,A,447
17826,32259,2026-02-19 00:00:00,A,609
17827,32261,2025-06-26 00:00:00,A,37
17828,32262,2024-04-08 00:00:00,A,788
17829,32263,2025-09-03 00:00:00,A,461
17830,32265,2026-07-13 00:00:00,A,1139
17831,32266,2025-02-15 00:00:00,C,1026
17832,32268,2026-07-13 00:00:00,C,875
17833,32273,2025-10-07 00:00:00,C,999
17834,32276,2025-12-21 00:00:00,B,374
17835,32278,2026-07-13 00:00:00,A,1255
17836,32280,2024-06-19 00:00:00,A,10
17837,32284,2024-07-25 00:00:00,A,1261
17838,32285,2026-07-13 00:00:00,C,146
17839,32286,2026-07-13 00:00:00,C,335
17840,32290,2026-07-13 00:00:00,A,837
17841,32291,2026-04-22 00:00:00,A,116
17842,32292,2026-07-13 00:00:00,A,1043
17843,32296,2024-03-18 00:00:00,A,675
17844,32299,2024-01-14 00:00:00,A,1282
17845,32301,2024-02-05 00:00:00,A,404
17846,32302,2023-06-24 00:00:00,A,54
17847,32304,2026-01-28 00:00:00,A,447
17848,32306,2026-07-13 00:00:00,C,475
17849,32307,2023-05-16 00:00:00,A,45
17850,32309,2024-12-21 00:00:00,C,494
17851,32311,2024-01-13 00:00:00,A,1232
17852,32312,2024-02-21 00:00:00,A,693
17853,32316,2023-10-15 00:00:00,A,465
17854,32319,2026-04-09 00:00:00,A,856
17855,32320,2024-07-28 00:00:00,C,803
17856,32321,2025-08-26 00:00:00,A,401
17857,32322,2025-12-05 00:00:00,A,417
17858,32323,2026-05-18 00:00:00,A,252
17859,32324,2024-10-09 00:00:00,A,256
17860,32325,2025-05-26 00:00:00,C,168
17861,32326,2024-10-02 00:00:00,C,95
17862,32327,2024-02-20 00:00:00,A,73
17863,32328,2023-05-28 00:00:00,A,605
17864,32329,2026-07-12 00:00:00,A,731
17865,32330,2024-04-06 00:00:00,A,1156
17866,32332,2026-03-08 00:00:00,A,519
17867,32334,2026-01-08 00:00:00,A,1001
17868,32335,2023-05-08 00:00:00,A,921
17869,32339,2023-07-31 00:00:00,A,562
17870,32341,2025-04-07 00:00:00,A,611
17871,32342,2025-09-16 00:00:00,C,444
17872,32343,2024-12-31 00:00:00,A,480
17873,32344,2023-11-21 00:00:00,A,89
17874,32345,2024-08-25 00:00:00,A,480
17875,32346,2024-07-19 00:00:00,A,951
17876,32347,2023-04-24 00:00:00,A,713
17877,32348,2026-07-13 00:00:00,A,805
17878,32351,2026-07-13 00:00:00,A,124
17879,32352,2025-04-06 00:00:00,B,1189
17880,32353,2024-01-16 00:00:00,A,32
17881,32356,2026-04-04 00:00:00,B,435
17882,32358,2025-01-29 00:00:00,C,1033
17883,32359,2026-07-13 00:00:00,C,1177
17884,32360,2026-06-29 00:00:00,C,769
17885,32361,2025-11-27 00:00:00,A,148
17886,32362,2026-02-04 00:00:00,A,461
17887,32363,2024-08-18 00:00:00,A,1172
17888,32364,2024-01-04 00:00:00,A,611
17889,32366,2023-10-27 00:00:00,C,481
17890,32368,2024-04-12 00:00:00,C,999
17891,32369,2026-02-18 00:00:00,A,1191
17892,32370,2023-08-04 00:00:00,A,1075
17893,32373,2023-10-02 00:00:00,A,666
17894,32374,2025-09-03 00:00:00,A,215
17895,32375,2026-07-13 00:00:00,A,638
17896,32376,2026-06-01 00:00:00,B,306
17897,32377,2026-07-13 00:00:00,B,380
17898,32378,2025-01-30 00:00:00,C,944
17899,32381,2025-05-21 00:00:00,C,541
17900,32383,2026-07-13 00:00:00,A,750
17901,32384,2025-01-06 00:00:00,C,1302
17902,32385,2025-10-20 00:00:00,A,603
17903,32386,2025-04-28 00:00:00,A,794
17904,32391,2026-05-25 00:00:00,A,777
17905,32392,2025-03-03 00:00:00,A,644
17906,32393,2023-07-05 00:00:00,A,1281
17907,32394,2026-01-05 00:00:00,A,1182
17908,32395,2024-02-26 00:00:00,A,309
17909,32396,2024-01-26 00:00:00,B,622
17910,32397,2026-07-13 00:00:00,C,1040
17911,32400,2023-11-07 00:00:00,A,890
17912,32401,2026-07-13 00:00:00,C,225
17913,32402,2024-06-25 00:00:00,A,731
17914,32405,2026-07-13 00:00:00,A,1197
17915,32406,2026-04-17 00:00:00,A,285
17916,32407,2025-06-17 00:00:00,A,229
17917,32408,2025-01-02 00:00:00,A,886
17918,32409,2023-09-12 00:00:00,A,431
17919,32413,2026-03-07 00:00:00,B,248
17920,32417,2024-06-03 00:00:00,A,279
17921,32418,2023-09-03 00:00:00,A,1188
17922,32420,2026-07-13 00:00:00,B,1111
17923,32421,2026-07-13 00:00:00,A,1195
17924,32422,2026-01-06 00:00:00,A,405
17925,32425,2026-06-11 00:00:00,A,186
17926,32426,2026-07-13 00:00:00,A,1251
17927,32428,2026-07-13 00:00:00,A,410
17928,32430,2026-06-15 00:00:00,A,676
17929,32435,2026-07-13 00:00:00,B,966
17930,32436,2023-09-26 00:00:00,A,781
17931,32437,2025-12-26 00:00:00,A,1007
17932,32439,2024-11-23 00:00:00,A,789
17933,32441,2026-07-13 00:00:00,A,655
17934,32445,2024-05-12 00:00:00,A,910
17935,32446,2024-05-24 00:00:00,A,827
17936,32447,2025-06-15 00:00:00,A,956
17937,32448,2024-11-06 00:00:00,A,790
17938,32451,2023-09-30 00:00:00,A,729
17939,32455,2026-01-19 00:00:00,A,122
17940,32456,2026-07-13 00:00:00,C,768
17941,32460,2026-07-13 00:00:00,A,1074
17942,32464,2026-04-27 00:00:00,A,9
17943,32466,2026-05-20 00:00:00,A,836
17944,32468,2026-07-13 00:00:00,B,948
17945,32469,2026-01-31 00:00:00,A,776
17946,32470,2026-04-08 00:00:00,A,917
17947,32471,2026-05-31 00:00:00,A,995
17948,32473,2025-06-19 00:00:00,A,398
17949,32475,2024-08-29 00:00:00,A,11
17950,32476,2026-06-12 00:00:00,A,1021
17951,32477,2025-01-14 00:00:00,A,123
17952,32479,2025-03-05 00:00:00,A,769
17953,32480,2025-06-25 00:00:00,A,966
17954,32481,2025-08-31 00:00:00,C,32
17955,32484,2025-08-01 00:00:00,A,1194
17956,32485,2025-11-06 00:00:00,A,948
17957,32486,2023-12-20 00:00:00,B,74
17958,32493,2026-07-13 00:00:00,B,102
17959,32494,2025-11-06 00:00:00,A,726
17960,32496,2025-04-13 00:00:00,A,690
17961,32497,2025-04-12 00:00:00,A,250
17962,32499,2026-07-13 00:00:00,C,9
17963,32501,2025-03-08 00:00:00,C,452
17964,32502,2025-09-11 00:00:00,C,370
17965,32504,2026-07-13 00:00:00,A,1306
17966,32506,2024-10-16 00:00:00,C,109
17967,32508,2025-10-09 00:00:00,A,1196
17968,32509,2026-04-25 00:00:00,A,1028
17969,32511,2023-06-20 00:00:00,A,403
17970,32512,2026-05-28 00:00:00,A,863
17971,32516,2026-06-24 00:00:00,A,1229
17972,32518,2026-04-24 00:00:00,A,940
17973,32520,2026-07-13 00:00:00,C,655
17974,32521,2025-02-24 00:00:00,C,936
17975,32522,2025-07-01 00:00:00,A,831
17976,32523,2026-06-02 00:00:00,A,104
17977,32526,2023-08-17 00:00:00,A,1203
17978,32531,2023-12-07 00:00:00,A,207
17979,32532,2023-06-20 00:00:00,B,1254
17980,32534,2023-10-08 00:00:00,A,352
17981,32537,2026-07-13 00:00:00,C,1072
17982,32538,2026-07-13 00:00:00,A,351
17983,32539,2025-12-08 00:00:00,B,406
17984,32540,2025-07-12 00:00:00,C,302
17985,32541,2026-07-13 00:00:00,C,104
17986,32542,2026-06-10 00:00:00,B,505
17987,32549,2026-01-24 00:00:00,A,1301
17988,32550,2026-04-16 00:00:00,C,937
17989,32551,2026-06-17 00:00:00,A,240
17990,32555,2026-07-13 00:00:00,B,1014
17991,32556,2024-05-30 00:00:00,A,1071
17992,32557,2024-09-07 00:00:00,A,1049
17993,32558,2024-10-05 00:00:00,A,31
17994,32560,2026-07-13 00:00:00,A,688
17995,32562,2025-05-16 00:00:00,B,920
17996,32563,2025-07-12 00:00:00,A,291
17997,32564,2025-02-04 00:00:00,A,7
17998,32571,2025-03-07 00:00:00,A,1027
17999,32574,2026-07-13 00:00:00,A,70
18000,32575,2024-03-24 00:00:00,C,1153
18001,32576,2024-06-28 00:00:00,A,766
18002,32577,2025-03-28 00:00:00,A,367
18003,32578,2026-07-13 00:00:00,B,497
18004,32580,2025-11-24 00:00:00,A,68
18005,32581,2024-01-16 00:00:00,A,1076
18006,32584,2024-09-30 00:00:00,C,1145
18007,32586,2026-07-13 00:00:00,C,766
18008,32591,2024-03-24 00:00:00,A,900
18009,32592,2026-04-14 00:00:00,A,141
18010,32595,2023-09-01 00:00:00,A,362
18011,32596,2025-09-13 00:00:00,A,995
18012,32597,2024-05-15 00:00:00,B,1081
18013,32599,2023-12-18 00:00:00,A,945
18014,32600,2025-04-07 00:00:00,A,975
18015,32601,2025-03-13 00:00:00,A,1074
18016,32602,2026-07-13 00:00:00,A,53
18017,32603,2024-06-18 00:00:00,C,1084
18018,32604,2026-02-11 00:00:00,A,1175
18019,32605,2023-07-17 00:00:00,A,383
18020,32606,2025-04-09 00:00:00,A,1215
18021,32608,2024-06-01 00:00:00,A,584
18022,32610,2024-08-18 00:00:00,A,680
18023,32611,2026-06-13 00:00:00,A,87
18024,32614,2024-03-25 00:00:00,A,43
18025,32615,2026-07-12 00:00:00,B,946
18026,32617,2025-04-30 00:00:00,A,201
18027,32619,2025-07-27 00:00:00,A,988
18028,32621,2023-10-06 00:00:00,C,1236
18029,32622,2025-09-30 00:00:00,C,428
18030,32623,2026-07-13 00:00:00,C,59
18031,32624,2023-12-28 00:00:00,C,275
18032,32625,2026-07-13 00:00:00,A,307
18033,32626,2026-04-28 00:00:00,C,285
18034,32627,2025-06-26 00:00:00,A,461
18035,32628,2023-06-06 00:00:00,B,334
18036,32629,2026-07-13 00:00:00,C,74
18037,32630,2025-10-26 00:00:00,C,125
18038,32631,2024-04-19 00:00:00,A,1
18039,32633,2025-02-25 00:00:00,A,732
18040,32634,2026-06-05 00:00:00,A,1273
18041,32636,2026-07-05 00:00:00,A,1051
18042,32638,2023-11-16 00:00:00,B,128
18043,32640,2024-04-21 00:00:00,C,1184
18044,32646,2023-09-02 00:00:00,A,86
18045,32648,2024-09-29 00:00:00,A,290
18046,32649,2024-05-22 00:00:00,B,883
18047,32653,2026-04-12 00:00:00,B,495
18048,32654,2026-07-13 00:00:00,C,818
18049,32655,2026-05-20 00:00:00,A,464
18050,32656,2024-07-29 00:00:00,A,876
18051,32658,2026-05-29 00:00:00,A,625
18052,32660,2026-07-13 00:00:00,C,325
18053,32661,2024-07-25 00:00:00,A,133
18054,32666,2024-03-06 00:00:00,A,492
18055,32668,2023-12-04 00:00:00,A,849
18056,32670,2023-08-02 00:00:00,A,513
18057,32671,2026-02-17 00:00:00,A,505
18058,32672,2024-08-21 00:00:00,A,326
18059,32674,2026-07-13 00:00:00,C,623
18060,32676,2026-06-02 00:00:00,C,340
18061,32677,2023-06-11 00:00:00,A,1301
18062,32678,2026-07-03 00:00:00,A,310
18063,32679,2026-06-05 00:00:00,B,303
18064,32683,2025-11-02 00:00:00,A,871
18065,32685,2024-03-06 00:00:00,A,765
18066,32687,2026-04-05 00:00:00,A,1053
18067,32689,2024-06-28 00:00:00,A,716
18068,32691,2026-04-23 00:00:00,A,593
18069,32692,2025-12-31 00:00:00,C,787
18070,32693,2024-02-02 00:00:00,C,157
18071,32694,2025-11-28 00:00:00,A,62
18072,32696,2023-07-23 00:00:00,A,563
18073,32699,2023-10-21 00:00:00,A,1088
18074,32702,2025-10-16 00:00:00,C,250
18075,32703,2025-03-02 00:00:00,A,1174
18076,32704,2025-02-13 00:00:00,A,775
18077,32705,2024-09-12 00:00:00,A,1294
18078,32706,2024-11-06 00:00:00,A,1234
18079,32708,2026-07-13 00:00:00,B,1008
18080,32709,2026-07-03 00:00:00,A,1123
18081,32710,2026-07-13 00:00:00,A,875
18082,32711,2023-04-06 00:00:00,A,860
18083,32713,2026-06-17 00:00:00,A,259
18084,32714,2025-08-16 00:00:00,A,299
18085,32716,2024-01-04 00:00:00,C,656
18086,32721,2026-07-13 00:00:00,B,1099
18087,32724,2026-07-13 00:00:00,A,784
18088,32728,2026-07-13 00:00:00,A,712
18089,32729,2025-01-02 00:00:00,A,1240
18090,32735,2025-04-01 00:00:00,A,1167
18091,32737,2024-09-23 00:00:00,A,596
18092,32738,2024-10-20 00:00:00,C,414
18093,32739,2023-11-08 00:00:00,A,416
18094,32740,2026-05-30 00:00:00,A,764
18095,32741,2026-01-01 00:00:00,A,1220
18096,32743,2023-10-22 00:00:00,A,626
18097,32744,2024-01-12 00:00:00,A,1054
18098,32745,2025-12-25 00:00:00,A,966
18099,32746,2026-05-19 00:00:00,C,1177
18100,32747,2023-10-07 00:00:00,C,500
18101,32749,2023-09-01 00:00:00,A,545
18102,32750,2025-05-25 00:00:00,B,741
18103,32753,2023-12-01 00:00:00,C,203
18104,32761,2026-03-25 00:00:00,A,360
18105,32762,2026-02-11 00:00:00,C,1191
18106,32764,2025-03-10 00:00:00,C,795
18107,32767,2026-03-09 00:00:00,A,639
18108,32768,2026-07-13 00:00:00,A,615
18109,32774,2023-05-02 00:00:00,C,1178
18110,32775,2024-10-12 00:00:00,A,579
18111,32776,2025-06-11 00:00:00,A,594
18112,32778,2025-12-03 00:00:00,A,657
18113,32779,2024-06-08 00:00:00,C,921
18114,32782,2026-03-19 00:00:00,A,1012
18115,32783,2024-11-20 00:00:00,A,895
18116,32784,2024-04-30 00:00:00,A,202
18117,32788,2023-11-05 00:00:00,A,905
18118,32790,2024-07-08 00:00:00,A,221
18119,32792,2026-06-04 00:00:00,A,1204
18120,32793,2025-04-02 00:00:00,C,124
18121,32795,2026-05-31 00:00:00,A,1008
18122,32796,2026-07-13 00:00:00,C,924
18123,32798,2025-09-04 00:00:00,A,472
18124,32799,2024-08-08 00:00:00,A,1039
18125,32801,2026-07-08 00:00:00,A,1161
18126,32802,2025-04-12 00:00:00,B,277
18127,32803,2026-05-26 00:00:00,A,441
18128,32804,2024-07-21 00:00:00,A,744
18129,32807,2026-07-13 00:00:00,C,302
18130,32808,2026-07-13 00:00:00,A,364
18131,32818,2024-10-03 00:00:00,C,1331
18132,32819,2024-11-28 00:00:00,A,909
18133,32820,2024-01-25 00:00:00,A,130
18134,32821,2024-07-04 00:00:00,A,1148
18135,32825,2025-05-25 00:00:00,A,426
18136,32827,2024-05-08 00:00:00,A,371
18137,32828,2025-09-06 00:00:00,A,170
18138,32829,2024-03-30 00:00:00,A,1207
18139,32831,2023-12-12 00:00:00,A,848
18140,32833,2026-07-13 00:00:00,A,620
18141,32834,2026-07-13 00:00:00,A,748
18142,32838,2024-07-28 00:00:00,A,1118
18143,32839,2024-06-20 00:00:00,A,454
18144,32841,2025-07-19 00:00:00,A,1004
18145,32844,2023-08-31 00:00:00,C,1053
18146,32845,2025-10-25 00:00:00,C,399
18147,32850,2026-02-08 00:00:00,A,730
18148,32856,2025-11-15 00:00:00,A,456
18149,32858,2024-06-27 00:00:00,A,637
18150,32860,2026-04-03 00:00:00,A,578
18151,32863,2025-05-13 00:00:00,A,1085
18152,32864,2026-07-03 00:00:00,A,900
18153,32865,2025-04-08 00:00:00,B,493
18154,32866,2024-03-25 00:00:00,A,903
18155,32867,2023-12-25 00:00:00,A,86
18156,32868,2025-01-18 00:00:00,A,999
18157,32870,2024-01-26 00:00:00,A,607
18158,32871,2026-07-13 00:00:00,C,1309
18159,32872,2026-07-13 00:00:00,C,421
18160,32873,2025-05-01 00:00:00,C,10
18161,32876,2026-07-13 00:00:00,B,706
18162,32877,2024-11-26 00:00:00,A,872
18163,32878,2026-07-13 00:00:00,A,784
18164,32880,2023-04-18 00:00:00,A,1300
18165,32882,2025-01-16 00:00:00,B,755
18166,32884,2025-09-03 00:00:00,A,252
18167,32885,2026-01-08 00:00:00,C,548
18168,32886,2024-03-11 00:00:00,A,827
18169,32887,2025-11-16 00:00:00,A,740
18170,32889,2025-06-12 00:00:00,A,1163
18171,32891,2023-12-07 00:00:00,A,391
18172,32892,2026-06-03 00:00:00,A,976
18173,32894,2024-09-11 00:00:00,C,859
18174,32899,2025-12-03 00:00:00,A,1043
18175,32901,2025-10-29 00:00:00,A,815
18176,32902,2025-05-21 00:00:00,A,725
18177,32903,2026-07-13 00:00:00,A,514
18178,32904,2024-05-03 00:00:00,A,344
18179,32907,2026-07-13 00:00:00,C,308
18180,32910,2026-07-13 00:00:00,C,1
18181,32911,2023-08-18 00:00:00,A,216
18182,32914,2026-01-18 00:00:00,A,897
18183,32916,2026-07-13 00:00:00,A,973
18184,32919,2026-07-13 00:00:00,A,1317
18185,32920,2024-05-05 00:00:00,C,1154
18186,32921,2026-06-25 00:00:00,B,955
18187,32924,2026-07-13 00:00:00,A,79
18188,32925,2026-03-11 00:00:00,A,553
18189,32926,2023-12-31 00:00:00,A,632
18190,32928,2024-03-28 00:00:00,A,635
18191,32929,2025-11-04 00:00:00,A,1329
18192,32932,2026-05-20 00:00:00,A,1224
18193,32933,2025-04-16 00:00:00,A,853
18194,32934,2024-04-04 00:00:00,A,772
18195,32937,2025-05-02 00:00:00,C,792
18196,32939,2023-12-20 00:00:00,A,900
18197,32943,2026-03-03 00:00:00,A,175
18198,32944,2023-10-21 00:00:00,A,1314
18199,32945,2024-10-21 00:00:00,C,1247
18200,32948,2025-10-30 00:00:00,A,1133
18201,32949,2024-04-21 00:00:00,A,1137
18202,32956,2026-07-13 00:00:00,A,781
18203,32957,2025-09-08 00:00:00,A,206
18204,32961,2026-07-13 00:00:00,A,798
18205,32962,2026-07-13 00:00:00,B,734
18206,32964,2024-08-24 00:00:00,C,388
18207,32965,2023-09-09 00:00:00,A,392
18208,32967,2024-08-20 00:00:00,A,68
18209,32968,2025-09-25 00:00:00,A,282
18210,32969,2025-01-17 00:00:00,B,813
18211,32970,2024-10-30 00:00:00,A,516
18212,32972,2026-07-13 00:00:00,A,671
18213,32975,2024-11-22 00:00:00,C,215
18214,32976,2023-10-01 00:00:00,C,827
18215,32977,2023-04-11 00:00:00,A,407
18216,32978,2026-04-08 00:00:00,A,593
18217,32981,2026-07-13 00:00:00,B,959
18218,32982,2025-07-17 00:00:00,A,170
18219,32984,2024-03-05 00:00:00,A,717
18220,32985,2025-04-17 00:00:00,B,294
18221,32986,2026-07-13 00:00:00,A,302
18222,32987,2023-09-11 00:00:00,B,1289
18223,32989,2026-07-13 00:00:00,A,1018
18224,32991,2026-07-13 00:00:00,A,978
18225,32992,2026-06-15 00:00:00,A,747
18226,32995,2026-01-26 00:00:00,A,797
18227,32996,2026-07-13 00:00:00,A,731
18228,32998,2026-07-13 00:00:00,A,1067
18229,33000,2026-07-13 00:00:00,A,488
18230,33002,2026-07-13 00:00:00,A,287
18231,33006,2024-03-06 00:00:00,A,398
18232,33007,2026-04-25 00:00:00,A,123
18233,33008,2023-02-16 00:00:00,A,295
18234,33013,2026-07-13 00:00:00,A,627
18235,33014,2023-12-27 00:00:00,A,179
18236,33015,2026-03-09 00:00:00,A,7
18237,33017,2026-05-18 00:00:00,A,1112
18238,33018,2024-05-11 00:00:00,A,1158
18239,33020,2026-07-13 00:00:00,B,1334
18240,33025,2026-03-04 00:00:00,A,558
18241,33026,2024-12-01 00:00:00,A,214
18242,33027,2024-02-14 00:00:00,C,1162
18243,33031,2025-09-30 00:00:00,A,19
18244,33032,2024-02-14 00:00:00,A,1158
18245,33033,2024-10-23 00:00:00,A,457
18246,33035,2025-04-08 00:00:00,A,1152
18247,33036,2026-07-13 00:00:00,B,495
18248,33037,2025-08-22 00:00:00,A,217
18249,33038,2026-02-03 00:00:00,C,980
18250,33039,2023-05-01 00:00:00,A,338
18251,33040,2025-09-23 00:00:00,A,307
18252,33045,2026-04-04 00:00:00,A,874
18253,33047,2025-02-10 00:00:00,A,841
18254,33048,2026-07-13 00:00:00,A,112
18255,33053,2024-02-07 00:00:00,A,140
18256,33054,2025-04-26 00:00:00,B,1263
18257,33055,2025-04-25 00:00:00,A,696
18258,33056,2024-05-20 00:00:00,B,1250
18259,33057,2023-10-29 00:00:00,A,1146
18260,33058,2024-10-11 00:00:00,A,1302
18261,33062,2026-07-13 00:00:00,A,572
18262,33063,2023-11-21 00:00:00,A,1243
18263,33065,2024-06-13 00:00:00,A,1231
18264,33066,2025-07-17 00:00:00,A,1313
18265,33072,2026-07-13 00:00:00,A,340
18266,33074,2024-09-22 00:00:00,A,230
18267,33076,2024-01-19 00:00:00,A,941
18268,33077,2026-06-26 00:00:00,C,575
18269,33078,2025-04-02 00:00:00,A,988
18270,33080,2023-08-25 00:00:00,A,432
18271,33081,2024-04-14 00:00:00,B,1083
18272,33082,2024-02-29 00:00:00,A,729
18273,33083,2024-07-30 00:00:00,A,32
18274,33085,2024-12-12 00:00:00,C,193
