CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
32899,BNS,303,2,2
32900,IPC,379,1,1
32901,ITA,66C,1,1
32901,ITA,66D,2,2
32902,IPC,379,1,1
32902,IPC,392,2,2
32903,IPC,457,1,1
32904,IPC,392,1,1
32905,MVA,279,1,1
32906,IPC,420,1,1
32906,ITA,66D,2,2
32906,BNS,318,3,3
32907,NDPS,20,1,1
32908,IPC,420,1,1
32909,IPC,323,1,1
32910,IPC,420,1,1
32910,ITA,66D,2,2
32911,IPC,323,1,1
32911,BNS,115,2,2
32912,IPC,323,1,1
32913,IPC,323,1,1
32913,BNS,115,2,2
32914,IPC,420,1,1
32914,ITA,66D,2,2
32915,IPC,465,1,1
32916,IPC,379,1,1
32916,BNS,303,2,2
32917,IPC,363,1,1
32918,IPC,420,1,1
32918,ITA,66D,2,2
32919,IPC,323,1,1
32920,ITA,67,1,1
32920,ITA,66D,2,2
32921,IPC,379,1,1
32922,IPC,323,1,1
32923,IPC,323,1,1
32924,IPC,379,1,1
32924,BNS,303,2,2
32925,IPC,457,1,1
32925,IPC,380,2,2
32926,IPC,354,1,1
32926,ITA,67,2,2
32927,IPC,379,1,1
32928,IPC,379,1,1
32928,BNS,303,2,2
32929,IPC,379,1,1
32930,IPC,420,1,1
32930,ITA,66D,2,2
32931,IPC,379,1,1
32931,BNS,303,2,2
32932,IPC,406,1,1
32933,IPC,379,1,1
32934,IPC,498A,1,1
32935,IPC,379,1,1
32935,BNS,303,2,2
32936,IPC,379,1,1
32936,BNS,303,2,2
32937,IPC,420,1,1
32938,IPC,457,1,1
32938,IPC,380,2,2
32939,IPC,420,1,1
32939,BNS,318,2,2
32940,IPC,498A,1,1
32941,IPC,457,1,1
32941,IPC,380,2,2
32942,ITA,66C,1,1
32943,IPC,379,1,1
32944,IPC,420,1,1
32945,IPC,379,1,1
32946,IPC,323,1,1
32947,IPC,323,1,1
32948,IPC,420,1,1
32949,IPC,379,1,1
32950,IPC,457,1,1
32951,IPC,420,1,1
32951,ITA,66D,2,2
32952,IPC,323,1,1
32952,IPC,325,2,2
32952,BNS,115,3,3
32953,ITA,66C,1,1
32953,ITA,66D,2,2
32954,IPC,420,1,1
32955,IPC,354,1,1
32955,ITA,67,2,2
32956,IPC,379,1,1
32957,IPC,379,1,1
32958,IPC,420,1,1
32959,ITA,66C,1,1
32960,IPC,363,1,1
32961,IPC,379,1,1
32962,IPC,379,1,1
32962,IPC,392,2,2
32963,IPC,379,1,1
32964,IPC,457,1,1
32964,IPC,380,2,2
32965,IPC,323,1,1
32966,IPC,379,1,1
32966,BNS,303,2,2
32967,IPC,392,1,1
32968,IPC,379,1,1
32969,IPC,363,1,1
32970,IPC,420,1,1
32970,ITA,66D,2,2
32970,BNS,318,3,3
32971,KPA,110,1,1
32972,IPC,420,1,1
32972,ITA,66D,2,2
32972,BNS,318,3,3
32973,IPC,457,1,1
32974,IPC,392,1,1
32974,BNS,309,2,2
32975,IPC,323,1,1
32975,IPC,325,2,2
32975,BNS,115,3,3
32976,IPC,457,1,1
32977,IPC,420,1,1
32978,IPC,323,1,1
32979,IPC,420,1,1
32980,IPC,363,1,1
32981,IPC,363,1,1
32982,IPC,323,1,1
32983,IPC,379,1,1
32983,BNS,303,2,2
32984,IPC,379,1,1
32984,BNS,303,2,2
32985,IPC,420,1,1
32985,ITA,66D,2,2
32986,IPC,379,1,1
32987,IPC,420,1,1
32987,ITA,66D,2,2
32988,IPC,323,1,1
32988,IPC,325,2,2
32988,BNS,115,3,3
32989,ITA,66C,1,1
32989,ITA,66D,2,2
32990,IPC,379,1,1
32990,IPC,392,2,2
32991,NDPS,20,1,1
32992,IPC,379,1,1
32992,BNS,303,2,2
32993,IPC,392,1,1
32994,IPC,498A,1,1
32995,IPC,457,1,1
32996,IPC,457,1,1
32996,IPC,380,2,2
32997,IPC,354,1,1
32997,ITA,67,2,2
32998,IPC,323,1,1
32998,IPC,325,2,2
32999,IPC,420,1,1
33000,IPC,420,1,1
33001,KPA,110,1,1
33002,IPC,420,1,1
33003,ITA,66C,1,1
33004,IPC,379,1,1
33005,IPC,420,1,1
33005,ITA,66D,2,2
33006,IPC,457,1,1
33007,IPC,392,1,1
33008,IPC,354,1,1
33008,ITA,67,2,2
33009,IPC,379,1,1
33010,IPC,457,1,1
33010,IPC,380,2,2
33011,IPC,379,1,1
33011,BNS,303,2,2
33012,IPC,363,1,1
33013,IPC,323,1,1
33014,IPC,379,1,1
33015,IPC,379,1,1
33016,IPC,379,1,1
33016,BNS,303,2,2
33017,ITA,66C,1,1
33018,IPC,323,1,1
33018,IPC,325,2,2
33018,BNS,115,3,3
33019,IPC,379,1,1
33020,IPC,379,1,1
33020,BNS,303,2,2
33021,IPC,379,1,1
33021,BNS,303,2,2
33022,IPC,379,1,1
33023,IPC,379,1,1
33023,BNS,303,2,2
33024,IPC,323,1,1
33025,IPC,457,1,1
33026,IPC,323,1,1
33027,IPC,354,1,1
33028,IPC,379,1,1
33029,IPC,323,1,1
33030,IPC,323,1,1
33030,IPC,325,2,2
33031,IPC,323,1,1
33032,MVA,279,1,1
33033,ITA,66C,1,1
33033,ITA,66D,2,2
33034,IPC,420,1,1
33034,ITA,66D,2,2
33035,IPC,498A,1,1
33036,IPC,354,1,1
33037,IPC,420,1,1
33037,ITA,66D,2,2
33038,IPC,354,1,1
33039,IPC,392,1,1
33040,IPC,379,1,1
33041,IPC,323,1,1
33041,IPC,325,2,2
33041,BNS,115,3,3
33042,IPC,379,1,1
33042,BNS,303,2,2
33043,IPC,420,1,1
33043,ITA,66D,2,2
33044,IPC,379,1,1
33044,BNS,303,2,2
33045,MVA,279,1,1
33046,IPC,363,1,1
33047,IPC,379,1,1
33047,BNS,303,2,2
33048,IPC,323,1,1
33048,IPC,325,2,2
33048,BNS,115,3,3
33049,IPC,457,1,1
33050,IPC,379,1,1
33051,IPC,395,1,1
33052,KPA,110,1,1
33053,IPC,379,1,1
33054,IPC,363,1,1
33055,MVA,279,1,1
33056,IPC,379,1,1
33056,BNS,303,2,2
33057,IPC,379,1,1
33057,BNS,303,2,2
33058,IPC,420,1,1
33059,IPC,323,1,1
33059,BNS,115,2,2
33060,IPC,465,1,1
33061,IPC,379,1,1
33061,BNS,303,2,2
33062,IPC,420,1,1
33063,IPC,420,1,1
33063,ITA,66D,2,2
33064,IPC,457,1,1
33064,IPC,380,2,2
33065,ITA,66C,1,1
33065,ITA,66D,2,2
33066,IPC,379,1,1
33066,IPC,392,2,2
33067,IPC,323,1,1
33068,IPC,392,1,1
33069,IPC,379,1,1
33069,IPC,392,2,2
33070,IPC,323,1,1
33070,IPC,325,2,2
33070,BNS,115,3,3
33071,IPC,363,1,1
33072,MVA,185,1,1
33073,IPC,420,1,1
33074,IPC,498A,1,1
33075,IPC,354,1,1
33075,ITA,67,2,2
33076,IPC,457,1,1
33077,MVA,279,1,1
33078,IPC,392,1,1
33079,IPC,354,1,1
33080,IPC,323,1,1
33081,IPC,457,1,1
33082,IPC,379,1,1
33082,BNS,303,2,2
33083,IPC,354,1,1
33084,IPC,457,1,1
33084,IPC,380,2,2
33085,IPC,379,1,1
33085,BNS,303,2,2
33086,IPC,379,1,1
33086,BNS,303,2,2
33087,MVA,185,1,1
33088,IPC,323,1,1
33089,IPC,392,1,1
33089,BNS,309,2,2
33090,IPC,392,1,1
33090,BNS,309,2,2
33091,IPC,457,1,1
33091,IPC,380,2,2
33092,IPC,420,1,1
33092,ITA,66D,2,2
33092,BNS,318,3,3
33093,IPC,406,1,1
33094,IPC,379,1,1
33094,IPC,392,2,2
33095,IPC,379,1,1
33096,ITA,67,1,1
33096,ITA,66D,2,2
33097,IPC,323,1,1
33098,IPC,379,1,1
33098,BNS,303,2,2
33099,IPC,363,1,1
33100,IPC,379,1,1
33100,BNS,303,2,2
33101,IPC,323,1,1
33102,IPC,379,1,1
33103,IPC,323,1,1
33103,IPC,325,2,2
33104,IPC,323,1,1
33104,IPC,325,2,2
33105,MVA,185,1,1
33106,IPC,498A,1,1
33107,IPC,354,1,1
33108,IPC,498A,1,1
33109,IPC,457,1,1
33109,IPC,380,2,2
33110,IPC,392,1,1
33110,BNS,309,2,2
33111,IPC,379,1,1
33112,IPC,379,1,1
33112,IPC,392,2,2
33113,IPC,420,1,1
33113,ITA,66D,2,2
33114,IPC,323,1,1
33115,IPC,323,1,1
33115,BNS,115,2,2
33116,IPC,457,1,1
33116,IPC,380,2,2
33117,IPC,379,1,1
33117,BNS,303,2,2
33118,KPA,110,1,1
33119,IPC,379,1,1
33120,ITA,67,1,1
33120,ITA,66D,2,2
33121,IPC,379,1,1
33121,BNS,303,2,2
33122,IPC,457,1,1
33122,IPC,380,2,2
33123,IPC,406,1,1
33124,NDPS,22,1,1
33125,MVA,185,1,1
33126,IPC,379,1,1
33126,BNS,303,2,2
33127,IPC,379,1,1
33128,IPC,465,1,1
33129,IPC,457,1,1
33129,IPC,380,2,2
33130,IPC,307,1,1
33131,IPC,457,1,1
33131,IPC,380,2,2
33132,IPC,379,1,1
33132,IPC,392,2,2
33133,IPC,420,1,1
33133,ITA,66D,2,2
33134,IPC,379,1,1
33135,IPC,379,1,1
33135,IPC,392,2,2
33136,IPC,420,1,1
33136,ITA,66D,2,2
33137,IPC,323,1,1
33137,IPC,325,2,2
33137,BNS,115,3,3
33138,IPC,379,1,1
33138,BNS,303,2,2
33139,ITA,66C,1,1
33140,IPC,379,1,1
33141,IPC,498A,1,1
33142,NDPS,20,1,1
33143,IPC,379,1,1
33143,BNS,303,2,2
33144,IPC,363,1,1
33145,NDPS,22,1,1
33146,IPC,379,1,1
33146,BNS,303,2,2
33147,IPC,379,1,1
33147,BNS,303,2,2
33148,IPC,379,1,1
33148,BNS,303,2,2
33149,IPC,323,1,1
33149,IPC,325,2,2
33150,IPC,420,1,1
33151,IPC,379,1,1
33152,NDPS,22,1,1
33153,ITA,66C,1,1
33153,ITA,66D,2,2
33154,IPC,457,1,1
33155,IPC,457,1,1
33156,NDPS,20,1,1
33157,IPC,323,1,1
33157,BNS,115,2,2
33158,IPC,420,1,1
33159,IPC,392,1,1
33160,IPC,392,1,1
33160,BNS,309,2,2
33161,MVA,279,1,1
33162,IPC,354,1,1
33162,ITA,67,2,2
33163,IPC,379,1,1
33163,BNS,303,2,2
33164,IPC,420,1,1
33165,IPC,323,1,1
33165,IPC,325,2,2
33166,IPC,379,1,1
33166,BNS,303,2,2
33167,IPC,307,1,1
33167,BNS,109,2,2
33168,IPC,354,1,1
33169,IPC,379,1,1
33169,BNS,303,2,2
33170,IPC,379,1,1
33171,IPC,379,1,1
33172,IPC,323,1,1
33173,IPC,323,1,1
33173,IPC,325,2,2
33173,BNS,115,3,3
33174,IPC,363,1,1
33175,ITA,67,1,1
33176,IPC,323,1,1
33177,IPC,379,1,1
33177,IPC,392,2,2
33178,MVA,185,1,1
33179,MVA,279,1,1
33180,IPC,354,1,1
33181,IPC,323,1,1
33181,BNS,115,2,2
33182,IPC,498A,1,1
33183,IPC,457,1,1
33183,IPC,380,2,2
33184,IPC,420,1,1
33184,ITA,66D,2,2
33185,KPA,110,1,1
33186,IPC,420,1,1
33187,IPC,379,1,1
33187,BNS,303,2,2
33188,IPC,457,1,1
33188,IPC,380,2,2
33189,IPC,379,1,1
33189,IPC,392,2,2
33190,IPC,323,1,1
33191,ITA,67,1,1
33191,ITA,66D,2,2
33192,MVA,279,1,1
33193,IPC,302,1,1
33193,BNS,103,2,2
33194,IPC,379,1,1
33194,BNS,303,2,2
33195,IPC,323,1,1
33195,BNS,115,2,2
33196,KPA,110,1,1
33197,ITA,66C,1,1
33198,IPC,457,1,1
33199,IPC,457,1,1
33199,IPC,380,2,2
33200,IPC,457,1,1
33200,IPC,380,2,2
33201,IPC,379,1,1
33201,IPC,392,2,2
33202,IPC,465,1,1
33203,IPC,379,1,1
33204,IPC,457,1,1
33204,IPC,380,2,2
33205,IPC,379,1,1
33205,BNS,303,2,2
33206,IPC,307,1,1
33206,BNS,109,2,2
33207,ITA,67,1,1
33207,ITA,66D,2,2
33208,IPC,379,1,1
33208,BNS,303,2,2
33209,IPC,457,1,1
33209,IPC,380,2,2
33210,IPC,379,1,1
33210,BNS,303,2,2
33211,IPC,323,1,1
33211,BNS,115,2,2
33212,IPC,379,1,1
33212,BNS,303,2,2
33213,IPC,379,1,1
33214,IPC,323,1,1
33215,IPC,457,1,1
33215,IPC,380,2,2
33216,IPC,363,1,1
33217,ITA,66C,1,1
33217,ITA,66D,2,2
33218,IPC,379,1,1
33219,IPC,379,1,1
33220,IPC,420,1,1
33221,IPC,363,1,1
33222,IPC,420,1,1
33222,ITA,66D,2,2
33223,IPC,420,1,1
33224,IPC,379,1,1
33224,BNS,303,2,2
33225,IPC,363,1,1
33226,IPC,379,1,1
33227,ITA,67,1,1
33227,ITA,66D,2,2
33228,IPC,379,1,1
33228,BNS,303,2,2
33229,IPC,379,1,1
33229,BNS,303,2,2
33230,IPC,354,1,1
33231,IPC,379,1,1
33231,BNS,303,2,2
33232,IPC,406,1,1
33233,IPC,392,1,1
33233,BNS,309,2,2
33234,IPC,498A,1,1
33235,ITA,66C,1,1
33235,ITA,66D,2,2
33236,IPC,420,1,1
33237,IPC,379,1,1
33237,BNS,303,2,2
33238,IPC,307,1,1
33238,BNS,109,2,2
33239,IPC,420,1,1
33239,ITA,66D,2,2
33240,IPC,379,1,1
33241,IPC,465,1,1
33242,IPC,379,1,1
33243,IPC,420,1,1
33244,IPC,379,1,1
33244,BNS,303,2,2
33245,IPC,498A,1,1
33246,MVA,185,1,1
33247,IPC,363,1,1
33248,IPC,379,1,1
33248,BNS,303,2,2
33249,IPC,363,1,1
33250,IPC,354,1,1
33251,IPC,379,1,1
33251,BNS,303,2,2
33252,IPC,323,1,1
33253,ITA,66C,1,1
33254,IPC,420,1,1
33254,ITA,66D,2,2
33255,IPC,323,1,1
33255,BNS,115,2,2
33256,IPC,498A,1,1
33257,MVA,185,1,1
33258,IPC,379,1,1
33259,IPC,498A,1,1
33260,IPC,420,1,1
33260,ITA,66D,2,2
33260,BNS,318,3,3
33261,IPC,323,1,1
33262,IPC,420,1,1
33263,IPC,457,1,1
33264,IPC,379,1,1
33264,BNS,303,2,2
33265,IPC,392,1,1
33266,IPC,498A,1,1
33267,IPC,379,1,1
33267,BNS,303,2,2
33268,IPC,498A,1,1
33269,IPC,457,1,1
33269,IPC,380,2,2
33270,IPC,354,1,1
33270,ITA,67,2,2
33271,IPC,420,1,1
33271,ITA,66D,2,2
33272,IPC,420,1,1
33272,ITA,66D,2,2
33273,IPC,379,1,1
33274,IPC,420,1,1
33275,IPC,420,1,1
33276,IPC,323,1,1
33276,IPC,325,2,2
33277,ITA,66C,1,1
33278,IPC,420,1,1
33278,ITA,66D,2,2
33279,ITA,66C,1,1
33280,MVA,279,1,1
33281,IPC,379,1,1
33281,BNS,303,2,2
33282,IPC,379,1,1
33283,IPC,323,1,1
33284,IPC,420,1,1
33284,ITA,66D,2,2
33285,IPC,379,1,1
33286,IPC,323,1,1
33286,IPC,325,2,2
33287,IPC,379,1,1
33288,IPC,379,1,1
33289,IPC,379,1,1
33290,NDPS,20,1,1
33291,KPA,110,1,1
33292,IPC,420,1,1
33293,IPC,363,1,1
33294,IPC,457,1,1
33294,IPC,380,2,2
33295,IPC,420,1,1
33296,IPC,420,1,1
33296,ITA,66D,2,2
33297,IPC,354,1,1
33298,IPC,379,1,1
33299,IPC,457,1,1
33300,IPC,354,1,1
33300,ITA,67,2,2
33301,IPC,457,1,1
33301,IPC,380,2,2
33302,IPC,420,1,1
33302,ITA,66D,2,2
33303,IPC,420,1,1
33303,ITA,66D,2,2
33303,BNS,318,3,3
33304,IPC,465,1,1
33305,IPC,354,1,1
33306,IPC,457,1,1
33307,IPC,395,1,1
33307,BNS,310,2,2
33308,MVA,279,1,1
33309,IPC,302,1,1
33309,BNS,103,2,2
33310,NDPS,20,1,1
33311,IPC,392,1,1
33311,BNS,309,2,2
33312,IPC,420,1,1
33312,ITA,66D,2,2
33313,IPC,420,1,1
33313,ITA,66D,2,2
33314,IPC,379,1,1
33315,IPC,457,1,1
33316,ITA,66C,1,1
33316,ITA,66D,2,2
33317,IPC,379,1,1
33317,BNS,303,2,2
33318,IPC,379,1,1
33319,IPC,420,1,1
33319,ITA,66D,2,2
33320,IPC,392,1,1
33321,IPC,465,1,1
33322,IPC,379,1,1
33323,IPC,420,1,1
33323,ITA,66D,2,2
33323,BNS,318,3,3
33324,IPC,420,1,1
33325,IPC,392,1,1
33326,IPC,323,1,1
33327,IPC,379,1,1
33327,BNS,303,2,2
33328,IPC,420,1,1
33329,IPC,457,1,1
33329,IPC,380,2,2
33330,IPC,379,1,1
33331,IPC,379,1,1
33331,BNS,303,2,2
33332,IPC,420,1,1
33333,IPC,379,1,1
33334,IPC,420,1,1
33334,ITA,66D,2,2
33335,IPC,323,1,1
33335,IPC,325,2,2
33335,BNS,115,3,3
33336,IPC,323,1,1
33337,IPC,379,1,1
33337,BNS,303,2,2
33338,IPC,363,1,1
33339,IPC,465,1,1
33340,IPC,323,1,1
33341,ITA,67,1,1
33342,IPC,457,1,1
33342,IPC,380,2,2
33343,IPC,379,1,1
33343,BNS,303,2,2
33344,IPC,420,1,1
33345,ITA,66C,1,1
33346,IPC,323,1,1
33346,IPC,325,2,2
33346,BNS,115,3,3
33347,IPC,406,1,1
33348,IPC,406,1,1
33349,IPC,420,1,1
33350,IPC,420,1,1
33351,IPC,354,1,1
33352,IPC,379,1,1
33353,IPC,379,1,1
33354,IPC,392,1,1
33355,IPC,302,1,1
33356,IPC,379,1,1
33356,IPC,392,2,2
33357,IPC,379,1,1
33358,IPC,302,1,1
33358,BNS,103,2,2
33359,IPC,465,1,1
33360,IPC,379,1,1
33360,BNS,303,2,2
33361,IPC,420,1,1
33361,ITA,66D,2,2
33362,IPC,457,1,1
33362,IPC,380,2,2
33363,MVA,279,1,1
33364,IPC,420,1,1
33364,BNS,318,2,2
33365,IPC,420,1,1
33365,BNS,318,2,2
33366,IPC,323,1,1
33366,IPC,325,2,2
33367,IPC,392,1,1
33368,IPC,323,1,1
33368,IPC,325,2,2
33369,IPC,465,1,1
33370,IPC,354,1,1
33370,ITA,67,2,2
33371,IPC,395,1,1
33371,BNS,310,2,2
33372,IPC,379,1,1
33373,IPC,379,1,1
33374,IPC,379,1,1
33374,BNS,303,2,2
33375,NDPS,20,1,1
33376,IPC,498A,1,1
33377,IPC,323,1,1
33378,IPC,379,1,1
33379,IPC,420,1,1
33380,IPC,323,1,1
33380,IPC,325,2,2
33380,BNS,115,3,3
33381,IPC,354,1,1
33381,ITA,67,2,2
33382,IPC,354,1,1
33383,KPA,110,1,1
33384,IPC,457,1,1
33385,IPC,420,1,1
33385,ITA,66D,2,2
33386,ITA,67,1,1
33387,ITA,67,1,1
33388,IPC,323,1,1
33389,IPC,379,1,1
33389,IPC,392,2,2
33390,IPC,379,1,1
33390,IPC,392,2,2
33391,IPC,379,1,1
33392,IPC,379,1,1
33392,IPC,392,2,2
33393,NDPS,20,1,1
33394,IPC,420,1,1
33394,ITA,66D,2,2
33394,BNS,318,3,3
33395,ITA,66C,1,1
33395,ITA,66D,2,2
33396,IPC,379,1,1
33396,IPC,392,2,2
33397,IPC,323,1,1
33398,IPC,379,1,1
33398,BNS,303,2,2
33399,IPC,457,1,1
33400,IPC,392,1,1
33401,IPC,498A,1,1
33402,IPC,379,1,1
33402,BNS,303,2,2
33403,IPC,323,1,1
33404,IPC,379,1,1
33405,IPC,392,1,1
33405,BNS,309,2,2
33406,IPC,379,1,1
33406,BNS,303,2,2
33407,IPC,465,1,1
33408,IPC,420,1,1
33408,ITA,66D,2,2
33408,BNS,318,3,3
33409,IPC,354,1,1
33410,IPC,379,1,1
33411,IPC,379,1,1
33411,BNS,303,2,2
33412,IPC,323,1,1
33412,IPC,325,2,2
33412,BNS,115,3,3
33413,IPC,420,1,1
33414,IPC,420,1,1
33414,BNS,318,2,2
33415,IPC,392,1,1
33416,IPC,379,1,1
33417,IPC,379,1,1
33417,BNS,303,2,2
33418,IPC,457,1,1
33418,IPC,380,2,2
33419,NDPS,22,1,1
33420,IPC,498A,1,1
33421,IPC,457,1,1
33422,IPC,498A,1,1
33423,IPC,379,1,1
33424,IPC,363,1,1
33425,IPC,363,1,1
33426,IPC,420,1,1
33427,IPC,395,1,1
33427,BNS,310,2,2
33428,IPC,420,1,1
33428,ITA,66D,2,2
33428,BNS,318,3,3
33429,IPC,354,1,1
33430,IPC,379,1,1
33430,BNS,303,2,2
33431,IPC,406,1,1
33432,MVA,185,1,1
33433,IPC,457,1,1
33434,IPC,498A,1,1
33435,IPC,420,1,1
33435,ITA,66D,2,2
33436,IPC,379,1,1
33437,IPC,302,1,1
33438,IPC,379,1,1
33438,BNS,303,2,2
33439,IPC,379,1,1
33439,BNS,303,2,2
33440,IPC,420,1,1
33441,IPC,323,1,1
33441,BNS,115,2,2
33442,IPC,379,1,1
33443,IPC,420,1,1
33443,ITA,66D,2,2
33444,IPC,354,1,1
33445,IPC,457,1,1
33445,IPC,380,2,2
33446,IPC,379,1,1
33447,IPC,323,1,1
33448,IPC,498A,1,1
33449,IPC,323,1,1
33449,IPC,325,2,2
33449,BNS,115,3,3
33450,IPC,354,1,1
33451,IPC,457,1,1
33451,IPC,380,2,2
33452,IPC,354,1,1
33453,IPC,379,1,1
33454,MVA,185,1,1
33455,IPC,457,1,1
33456,IPC,379,1,1
33457,IPC,379,1,1
33458,IPC,420,1,1
33458,ITA,66D,2,2
33459,NDPS,22,1,1
33460,IPC,457,1,1
33460,IPC,380,2,2
33461,IPC,379,1,1
33461,IPC,392,2,2
33462,IPC,379,1,1
33462,BNS,303,2,2
33463,NDPS,20,1,1
33464,IPC,379,1,1
33464,BNS,303,2,2
33465,IPC,420,1,1
33465,ITA,66D,2,2
33466,IPC,379,1,1
33467,IPC,420,1,1
33468,IPC,457,1,1
33469,IPC,354,1,1
33469,ITA,67,2,2
33470,IPC,379,1,1
33470,BNS,303,2,2
33471,IPC,379,1,1
33471,BNS,303,2,2
33472,IPC,498A,1,1
33473,IPC,457,1,1
33474,IPC,420,1,1
33474,ITA,66D,2,2
33474,BNS,318,3,3
33475,IPC,457,1,1
33476,IPC,379,1,1
33477,IPC,457,1,1
33478,IPC,354,1,1
33479,IPC,498A,1,1
33480,ITA,67,1,1
33480,ITA,66D,2,2
33481,IPC,379,1,1
33481,BNS,303,2,2
33482,IPC,379,1,1
33482,BNS,303,2,2
33483,IPC,457,1,1
33483,IPC,380,2,2
33484,ITA,66C,1,1
33485,IPC,379,1,1
33485,BNS,303,2,2
33486,IPC,420,1,1
33487,MVA,279,1,1
33488,IPC,323,1,1
33489,IPC,420,1,1
33490,IPC,420,1,1
33490,BNS,318,2,2
33491,IPC,323,1,1
33491,IPC,325,2,2
33491,BNS,115,3,3
33492,IPC,392,1,1
33492,BNS,309,2,2
33493,IPC,354,1,1
33493,ITA,67,2,2
33494,IPC,302,1,1
33495,IPC,363,1,1
33496,IPC,379,1,1
33496,IPC,392,2,2
33497,IPC,379,1,1
33497,BNS,303,2,2
33498,IPC,420,1,1
33499,IPC,420,1,1
33499,BNS,318,2,2
33500,IPC,420,1,1
33500,ITA,66D,2,2
33501,IPC,323,1,1
33501,IPC,325,2,2
33502,IPC,354,1,1
33502,ITA,67,2,2
33503,IPC,379,1,1
33503,BNS,303,2,2
33504,IPC,379,1,1
33504,BNS,303,2,2
33505,IPC,323,1,1
33506,IPC,379,1,1
33506,BNS,303,2,2
33507,IPC,457,1,1
33508,MVA,279,1,1
33509,IPC,323,1,1
33509,BNS,115,2,2
33510,IPC,457,1,1
33511,IPC,465,1,1
33512,KPA,110,1,1
33513,IPC,498A,1,1
33514,IPC,307,1,1
33514,BNS,109,2,2
33515,IPC,457,1,1
33515,IPC,380,2,2
33516,IPC,379,1,1
33516,BNS,303,2,2
33517,MVA,279,1,1
33518,IPC,323,1,1
33519,IPC,457,1,1
33520,IPC,323,1,1
33521,IPC,363,1,1
33522,IPC,379,1,1
33522,BNS,303,2,2
33523,IPC,420,1,1
33523,ITA,66D,2,2
33524,ITA,66C,1,1
33525,KPA,110,1,1
33526,IPC,420,1,1
33527,IPC,379,1,1
33528,IPC,379,1,1
33528,BNS,303,2,2
33529,IPC,457,1,1
33529,IPC,380,2,2
33530,IPC,465,1,1
33531,IPC,420,1,1
33531,ITA,66D,2,2
33531,BNS,318,3,3
33532,IPC,379,1,1
33532,IPC,392,2,2
33533,IPC,379,1,1
33533,BNS,303,2,2
33534,IPC,420,1,1
33535,IPC,379,1,1
33535,IPC,392,2,2
33536,ITA,67,1,1
33536,ITA,66D,2,2
33537,IPC,379,1,1
33537,BNS,303,2,2
33538,ITA,66C,1,1
33539,IPC,323,1,1
33540,IPC,420,1,1
33540,ITA,66D,2,2
33540,BNS,318,3,3
33541,IPC,457,1,1
33542,MVA,185,1,1
33543,IPC,354,1,1
33544,IPC,379,1,1
33544,BNS,303,2,2
33545,MVA,279,1,1
33546,MVA,279,1,1
33547,IPC,323,1,1
33548,KPA,110,1,1
33549,IPC,420,1,1
33549,ITA,66D,2,2
33550,MVA,279,1,1
33551,NDPS,20,1,1
33552,IPC,406,1,1
33553,IPC,379,1,1
33553,IPC,392,2,2
33554,IPC,323,1,1
33554,IPC,325,2,2
33555,ITA,67,1,1
33556,IPC,379,1,1
33557,IPC,457,1,1
33558,IPC,420,1,1
33558,ITA,66D,2,2
33559,ITA,67,1,1
33560,IPC,420,1,1
33560,BNS,318,2,2
33561,IPC,379,1,1
33562,IPC,420,1,1
33562,ITA,66D,2,2
33562,BNS,318,3,3
33563,IPC,323,1,1
33563,IPC,325,2,2
33564,MVA,185,1,1
33565,IPC,323,1,1
33565,BNS,115,2,2
33566,IPC,457,1,1
33567,KPA,110,1,1
33568,IPC,379,1,1
33568,BNS,303,2,2
33569,MVA,279,1,1
33570,IPC,323,1,1
33571,IPC,379,1,1
33572,IPC,323,1,1
33573,IPC,302,1,1
33574,IPC,498A,1,1
33575,IPC,420,1,1
33576,MVA,279,1,1
33577,IPC,354,1,1
33578,IPC,379,1,1
33578,BNS,303,2,2
33579,IPC,379,1,1
33580,MVA,279,1,1
33581,ITA,66C,1,1
33581,ITA,66D,2,2
33582,IPC,395,1,1
33582,BNS,310,2,2
33583,IPC,457,1,1
33583,IPC,380,2,2
33584,IPC,363,1,1
33585,IPC,395,1,1
33586,IPC,323,1,1
33587,NDPS,20,1,1
33588,NDPS,20,1,1
33589,IPC,354,1,1
33590,IPC,379,1,1
33591,IPC,363,1,1
33592,IPC,420,1,1
33593,IPC,379,1,1
33593,BNS,303,2,2
33594,IPC,379,1,1
33594,IPC,392,2,2
33595,IPC,379,1,1
33596,IPC,420,1,1
33596,ITA,66D,2,2
33596,BNS,318,3,3
33597,IPC,323,1,1
33597,IPC,325,2,2
33597,BNS,115,3,3
33598,IPC,379,1,1
33599,IPC,379,1,1
33600,ITA,66C,1,1
33601,IPC,379,1,1
33601,BNS,303,2,2
33602,IPC,406,1,1
33603,IPC,420,1,1
33603,ITA,66D,2,2
33604,IPC,420,1,1
33605,IPC,354,1,1
33606,IPC,323,1,1
33606,IPC,325,2,2
33607,IPC,323,1,1
33607,IPC,325,2,2
33607,BNS,115,3,3
33608,IPC,498A,1,1
33609,IPC,379,1,1
33609,BNS,303,2,2
33610,NDPS,20,1,1
33611,IPC,363,1,1
33612,IPC,307,1,1
33612,BNS,109,2,2
33613,IPC,379,1,1
33614,IPC,420,1,1
33614,ITA,66D,2,2
33614,BNS,318,3,3
33615,IPC,323,1,1
33615,BNS,115,2,2
33616,IPC,457,1,1
33616,IPC,380,2,2
33617,IPC,457,1,1
33617,IPC,380,2,2
